X,train_err,train_unc,test_err,test_unc,train_r2_mean,train_r2_std,test_r2_mean,test_r2_std
32,0.056392397556869304,0.03455604146247194,0.6754960393929056,0.24638712399967932,0.9987001953817232,0.0016907925028792211,0.8656719635992813,0.0791556391721595
64,0.09997562007854462,0.03969166243773344,0.6023801773421157,0.22996986309395115,0.9966193964613838,0.0027105857973173937,0.9035701920581808,0.06161966448301053
96,0.10164348001862314,0.02789468742259382,0.5301285486960304,0.18810712583221822,0.996886591618158,0.001708768345862228,0.9204406986494665,0.058060387491943755
128,0.10377097976368614,0.019403934933451893,0.39654649128983166,0.1204463273136457,0.9967689344938081,0.0013064524596415915,0.9532018289250621,0.030055472435643615
160,0.10070277477253871,0.015438472404463052,0.35001923793223255,0.12507269837869675,0.9970846514783774,0.0008319741012111425,0.9630195990372331,0.026717097545463656
192,0.09690466868746242,0.014132131297920666,0.3074958104177322,0.11100205802713226,0.9972793445373127,0.0007763855144801433,0.9703078503951835,0.025027594087737616
224,0.09403946250853183,0.013200770410003579,0.2666538743311461,0.08985003765139034,0.9974364623021801,0.0007431194321940956,0.9777281873430307,0.018373292303218845
256,0.09028267545302388,0.011246617550170722,0.22792426159642165,0.06353168736047435,0.997636282037371,0.0006240807281484481,0.9841429042191713,0.01163221743921898
288,0.09129967686120516,0.00850609602536079,0.19690559200319396,0.048730978587254364,0.9976040685856528,0.00045149626965199985,0.9883946758092638,0.007812862740474538
320,0.08717753971098917,0.006696764911422118,0.1809231169258139,0.02988474268759765,0.9978291612865685,0.000340659115398162,0.9902436863259205,0.00324614351033425
352,0.09269368116052461,0.007194681274724577,0.15791028627522027,0.03680871064054452,0.9975446230015536,0.00038473707412692976,0.9924470365797309,0.0032256855908018443
384,0.08981459850491795,0.004614129071097277,nan,nan,0.9977018847778305,0.00023521567784789898,nan,nan
