REF-0,ML-pred-0
0.4359593276657673,0.42786297
0.6129841390874051,0.5914144
0.4285675964694365,0.49241257
0.3135346536630664,0.25808355
2.6303461538461543,2.6562548
0.5337949091177248,0.47324833
0.3374906686540704,0.3612398
0.2610498726297332,0.29606408
0.4694574024257235,0.391761
3.714833333333333,3.779331
0.47952758280068386,0.44778055
0.2093875817607252,0.22781
0.2772394632803924,0.19547753
0.5564817864644509,0.51168877
4.163375,4.2563915
0.41948326247896955,0.542946
0.40684362364742077,0.3940523
0.3203791268311513,0.3132934
3.149657142857144,3.1804304
4.023733333333333,4.0016994
2.8908083333333328,2.9514604
2.92575,2.9171891
4.91224,4.8941555
3.8466666666666653,3.8668807
3.2841454545454543,3.3226807
0.4752220303134506,0.48984364
2.2431500000000004,2.2830465
3.2372,3.2441266
5.1638,5.4052024
0.0482600162315209,0.06508052
0.0731855518528073,0.11804336
2.984866666666667,3.012347
0.9034316594703405,0.92002225
0.5072964526757858,0.39604995
2.352257142857144,2.3499405
0.3889826574662729,0.39764956
0.39881608794029355,0.49862322
0.5653321733197892,0.5452812
0.4315313830666647,0.46963903
0.6059701073485391,0.5255489
0.4196153186388262,0.42027155
3.7516,3.7742834
3.546753846153847,3.4784205
4.5245000000000015,4.648946
0.7136886038976193,0.5962013
0.2761274041694038,0.28496927
0.4766765948849504,0.4540779
3.777066666666666,3.7128189
3.14595,3.132094
3.4320999999999997,3.4131005
0.2531846230191188,0.18606864
0.2739873409484461,0.26191792
3.5660833333333337,3.6179755
0.5364610880576522,0.55886257
2.611166666666666,2.5680857
0.152804826494453,0.09309632
0.4876604258181002,0.5654809
0.1807722792477996,0.16038974
4.1789,4.227921
0.2927001292563205,0.23855746
3.287066666666667,3.28452
0.2660943989765036,0.21352184
4.686464285714286,4.701441
0.6155911792740374,0.5488814
2.9558266666666664,3.0266109
0.40352269895438164,0.47821882
2.86345,2.88311
5.797371428571429,5.768441
0.3893082384762164,0.47073615
4.268818181818181,4.1668363
3.713471428571428,3.7240574
0.4611202247426009,0.5325519
5.8033125000000005,5.8452196
0.39566425581967013,0.51541644
4.15051,4.287242
0.5025367792962566,0.5208841
5.80965,5.780517
6.198600000000001,6.2806273
0.22868763509303341,0.1960652
0.7712291024361336,0.70560026
3.4045181818181813,3.3763225
5.2602,5.2372084
5.57346923076923,5.5337677
3.6780999999999997,3.6054435
0.4169432335462466,0.3708837
0.4472775089360072,0.4527088
0.2141255317175729,0.21138075
2.9539833333333334,2.9489226
2.932975,2.9574745
4.547033333333332,4.576381
0.5613182017682695,0.54473174
0.4696825452721587,0.44701475
2.8114166666666667,2.943857
0.05695825957078849,0.12233251
0.3347670384013336,0.18763995
0.3805093008061693,0.29386458
0.4811455680896455,0.44329953
4.41,4.385847
2.6617818181818182,2.6400046
2.1377666666666664,2.1535923
0.5616765926277171,0.53695846
2.6883,2.74809
3.7651999999999997,4.09536
3.159257142857143,3.196245
0.4604922928154436,0.42057386
3.9658600000000006,3.973487
4.271841666666667,4.340105
3.7255,3.785151
0.3179584024155781,0.5251783
5.5909,5.5961003
0.3053676916622176,0.24137819
3.7704,3.8200285
2.819983333333333,2.6920714
3.937871428571429,4.040081
5.525919999999998,5.5326805
0.2960583768448377,0.31450644
5.779233333333334,5.776112
2.7686,2.709714
0.6732363663677117,0.6612651
0.5530521188735075,0.6975301
3.184314285714286,3.1921403
0.5609299751305862,0.4401859
2.500672727272727,2.647262
0.3039148441586887,0.25244287
2.89778,2.9205275
4.925366666666667,4.7397885
2.7601666666666667,2.7776275
5.816949999999999,5.9013443
0.343260547300929,0.38577783
2.64405,2.7138143
0.4651348406645106,0.5536996
0.3369213775744521,0.28402537
4.802175,4.7905307
3.674,3.5828114
0.3143943005057124,0.28354004
3.3315800000000007,3.4688497
3.2100727272727267,3.2645955
0.4551355574291725,0.41508752
