ID,Unnamed: 0,MagpieData avg_dev GSvolume_pa,MatscholarElementData mean embedding 54,MatscholarElementData std_dev embedding 116,MatscholarElementData std_dev embedding 155,MatscholarElementData mean embedding 4,PymatgenData mean mendeleev_no,MatscholarElementData std_dev embedding 136,MatscholarElementData std_dev embedding 153,MatscholarElementData mean embedding 140,MatscholarElementData mean embedding 170,H1N4H1,H1N3H1,H1N3C3,N3C3N3,N3C3H1,H1C3C3,C3C3N3,C3N3C3,H1C4H1,H1C4C4,C4C4C4,C4C4N4,H1C4N4,C4N4H1,N4N3H1,H1N4N3,C4N4C4,H1N4O2,N4O2H1,C3C4H1,C4C3N3,Ymean
23,23,11.232461419753086,0.0255169617917595,0.0837198693769623,0.0804339573653099,0.0489810273672143,99.33333333333331,0.0127897535497145,0.1044014782841727,-0.0093081668536696,-0.0610049594607618,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.6428571428571427,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9061
24,24,2.5425850340136056,0.0107797963012542,0.0331182179056769,0.0723612960356593,0.0577145527516092,100.28571428571428,0.0174279966630362,0.0592450014234058,-0.0019946715772329,-0.0603464554463114,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9416
25,25,3.2885260770975058,0.0147105629688927,0.0547128677033513,0.0744215960618278,0.0541918575763702,100.23809523809524,0.0174637893388019,0.0598769980195737,-0.0031529715661669,-0.0590340363837423,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2602
26,26,2.9130158730158726,0.011170743875915,0.0480617678067936,0.0741241767382914,0.0573671623354866,100.1904761904762,0.018386987607638,0.0594711017104823,-0.0006495382126775,-0.0616254079199972,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81545
27,27,5.762176870748299,0.0185205675328948,0.062438388343196,0.0636401827855751,0.053401095526559,99.85714285714286,0.0172724887741885,0.0626092387427646,0.0108307143229813,-0.0697663266743932,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4424
28,28,6.5081179138322,0.0224513342005333,0.0746972853315309,0.0656151728650535,0.04987840035132,99.8095238095238,0.0173941184770967,0.0631728088938101,0.0096724143340474,-0.0684539076118242,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.957566666666666
29,29,6.132607709750565,0.0189115151075557,0.0703153197554697,0.0660509357924854,0.0530537051104363,99.76190476190476,0.0189194596638705,0.0628087026744686,0.0121758476875367,-0.0710452791480791,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163375
30,30,6.846802721088437,0.0220245677711708,0.0640037400730747,0.0674306429966048,0.0463811957410403,99.71428571428572,0.0139470571618098,0.0779401754404943,-0.0021280858976145,-0.0661563559302261,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7516
31,31,7.592743764172336,0.0259553344388093,0.0759363117575889,0.0694594912901735,0.0428585005658013,99.66666666666669,0.0140785320631776,0.0782863780332508,-0.0032863858865485,-0.0648439368676571,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4059666666666666
32,32,7.217233560090701,0.0224155153458317,0.0716477721436913,0.0695242920589297,0.0460338053249177,99.61904761904762,0.0157987495938205,0.07805583624944,-0.0007829525330591,-0.067435308403912,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.446625
33,33,9.793197278911563,0.0235443816387227,0.0741460436349452,0.0782791931900085,0.0488522233707564,99.57142857142856,0.0111001691299942,0.1005990969990294,-0.0091808144712731,-0.0607526696154049,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.932975
34,34,10.539138321995464,0.0274751483063612,0.0842293070185469,0.0803501527505621,0.0453295281955174,99.5238095238095,0.0112257070452184,0.1007625209472911,-0.0103391144602071,-0.0594402505528359,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7686
35,35,10.16362811791383,0.0239353292133836,0.0804856060339252,0.0797229004297775,0.0485048329546338,99.4761904761905,0.0130685430603116,0.1006450699022542,-0.0078356811067178,-0.0620316220890908,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.7647058823529412,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.942825
36,36,2.804328703703704,0.0101688400609418,0.034306107103891,0.0724908286109099,0.0597257004636857,100.27777777777776,0.0176646994594071,0.0604000984294141,-0.0024936557359372,-0.0590389317108525,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.236177777777778
37,37,3.6292669753086426,0.0147547345065201,0.0570576678774068,0.0749365323760945,0.0556158894259068,100.22222222222224,0.0176993544124577,0.0610461060402358,-0.0038450057230268,-0.0575077761378553,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.323177777777778
38,38,3.2139891975308634,0.0106249455647129,0.0499886879917469,0.0743098261940274,0.059320411644876,100.16666666666669,0.0186856553387114,0.0606282006422387,-0.0009243334772893,-0.0605310429301526,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816949999999999
39,39,6.3648842592592585,0.0191997398311893,0.0651267390248346,0.0627612088020903,0.0546933337011271,99.77777777777776,0.0172769613535657,0.0639984739977759,0.0124692944809794,-0.070028781476948,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.567857142857143
40,40,7.189822530864196,0.0237856342767675,0.0776844552920075,0.0650933441941431,0.0505835226633482,99.72222222222224,0.0174254602219782,0.0645634523054285,0.0111179444938898,-0.0684976259039508,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.002775
41,41,6.7745447530864205,0.0196558453349603,0.0730880274128736,0.0654065872526063,0.0542880448823173,99.66666666666669,0.0192103869471913,0.0641949806484354,0.0140386167396273,-0.0715208926962481,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30764
42,42,7.564375,0.0232877401091779,0.0667716593514297,0.0670121760518343,0.046503450618022,99.61111111111111,0.0136142979308739,0.0803437972769694,-0.0026493057763824,-0.0658171489420864,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739233333333333
43,43,8.389313271604939,0.0278736345547561,0.0789740321158677,0.0694155658606445,0.0423936395802431,99.55555555555556,0.0137767372431164,0.0806568278750763,-0.0040006557634721,-0.0642859933690892,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4045181818181818
44,44,7.97403549382716,0.0237438456129489,0.0744796500429101,0.0692486913202562,0.0460981617992123,99.5,0.0158083225928987,0.0804430648935771,-0.0010799835177345,-0.0673092601613866,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69005
45,45,10.822800925925923,0.0250608562879885,0.0774286829020971,0.0790092797567749,0.049386316186024,99.44444444444444,0.010438371786482,0.1043807582026335,-0.0108774891123175,-0.0595128482414616,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01895
46,46,11.647739197530866,0.0296467507335667,0.08761936528235,0.0814712932716867,0.0452765051482452,99.38888888888889,0.0105944203497864,0.1044878468365667,-0.0122288390994071,-0.0579816926684644,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6883
47,47,11.232461419753086,0.0255169617917595,0.0837198693769623,0.0804339573653099,0.0489810273672143,99.33333333333331,0.0127897535497145,0.1044014782841727,-0.0093081668536696,-0.0610049594607618,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714284,0.5714285714285713,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04646
48,48,3.0929999999999995,0.0093135013245046,0.0355454656986483,0.0728085017029395,0.0625413072605927,100.26666666666668,0.0180079463988397,0.0618715940038523,-0.0031922335581233,-0.0572083984812099,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,5.7499
49,49,4.006777777777777,0.0148165746591985,0.0597059474899538,0.0758249069605846,0.0576095340152581,100.2,0.0180388850640504,0.0625149070954816,-0.0048138535426308,-0.0553710117936134,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,4.9963555555555565
50,50,3.5467777777777774,0.0098608279290298,0.0520988339313138,0.0746306797064803,0.0620549606780211,100.13333333333334,0.0190913502300179,0.0620935031605981,-0.0013090468477457,-0.0589989319443702,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,5.525919999999999
51,51,7.037000000000001,0.0201505810488015,0.0681632463308915,0.0617824380386292,0.0565024671455224,99.66666666666669,0.0172164062853447,0.0657334980419209,0.0147633067021767,-0.0703962182005246,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,4.1776
53,53,7.490777777777778,0.0206979076533267,0.076075057407263,0.0647021171763383,0.0560161205629507,99.53333333333332,0.0195783915936374,0.0659168114753018,0.0166464934125542,-0.0721867516636848,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,3.937871428571429
54,54,8.365666666666668,0.0250561813823878,0.0699035452007788,0.0666327786198637,0.0466746074457963,99.46666666666668,0.0131230204774151,0.0832420846837054,-0.0033790136066575,-0.0653422591586907,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,3.528466666666666
55,55,9.279444444444444,0.0305592547170817,0.0822698783783457,0.0695888701675937,0.0417428342004617,99.4,0.0133354209781106,0.0834868919359882,-0.0050006335911651,-0.0635048724710941,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,2.9143428571428567
56,56,8.819444444444445,0.0256035079869131,0.0775337233734419,0.0690021125945388,0.0461882608632246,99.33333333333331,0.0158351062092257,0.0833095511168199,-0.0014958268962799,-0.0671327926218509,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,3.389657142857143
57,57,12.059333333333337,0.0271839207969605,0.081177548072683,0.0800760741765991,0.0501340461273988,99.26666666666668,0.0095189333346784,0.1088857398871206,-0.0132528336097796,-0.057777098317941,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,2.8463
58,58,13.06448888888889,0.0326869941316545,0.0913060704411707,0.0831190710912787,0.0452022728820641,99.2,0.0097261983571794,0.1088933178574205,-0.0148744535942872,-0.0559397116303443,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,2.4662875
59,59,12.558488888888888,0.0277312474014858,0.0872355708269211,0.0813948559659548,0.0496476995448271,99.13333333333334,0.012460504190152,0.1088626839235771,-0.0113696468994021,-0.0595676317811012,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.5454545454545455,0.3636363636363637,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,2.8072285714285714
60,60,3.462,0.0122747885994613,0.0339019734368655,0.0712775982100349,0.0615004276235898,100.06666666666666,0.0170111457889468,0.0651787059699578,-0.010421847195054,-0.0541737988591194,0.0,0.1818181818181818,0.3636363636363637,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,5.360366666666667
61,61,4.388866666666667,0.0177778619341552,0.056804826319815,0.0747425564431487,0.0565686543782552,100.0,0.0170361650899201,0.065521727921052,-0.0120434671795616,-0.0523364121715227,0.0,0.1818181818181818,0.3636363636363637,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,4.5245000000000015
62,62,3.8704000000000014,0.0128221152039865,0.0495159852664008,0.0722698600949877,0.0610140810410181,99.93333333333334,0.0180277234778902,0.0652809383266469,-0.0085386604846765,-0.0559643323222796,0.0,0.1818181818181818,0.3636363636363637,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,5.38732
63,63,7.011599999999999,0.0231118683237582,0.0648430771099559,0.0623389109211177,0.0554615875085194,99.46666666666668,0.0166707520491077,0.0680670001178888,0.0075336930652459,-0.067361618578434,0.0,0.1818181818181818,0.3636363636363637,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,4.35698
