X,train_err,train_unc,test_err,test_unc,train_r2_mean,train_r2_std,test_r2_mean,test_r2_std
16,0.08136813205866357,0.08084483288384872,0.6613290860677999,0.23562642249690804,0.9879435429739278,0.022308131598770636,0.7065185952177874,0.15945842722482428
32,0.1401805302160179,0.05270492313361259,0.5422769102869177,0.24716557042434234,0.978569711868055,0.017356474848555598,0.7515619906053829,0.18238533224074585
48,0.1584434442383169,0.030349559968903463,0.31508927859411107,0.07572982052231791,0.9749523656086359,0.008544756631382867,0.9054335473253952,0.044663565516014546
64,0.1667455799549135,0.02314562816534933,0.25613173633998004,0.025530744631159147,0.9726094619641379,0.007726214991315909,0.9387975085911608,0.013997291425302049
80,0.16677898167097027,0.01645118501558833,0.24189573486156685,0.03002859406113428,0.9734364380114083,0.005535740989739965,0.9432948918834372,0.015239427774970804
96,0.17298332046836598,0.01791003137587448,0.23240348588327117,0.021862075934127236,0.9706802989807635,0.005557245833520945,0.9483819718372178,0.010319703514186393
112,0.17869301230225815,0.012057257757639042,0.2236076062448615,0.022724640630263998,0.9691791112069263,0.0038505657934902074,0.951439012894013,0.010918830514679359
128,0.17930396714144564,0.0106603325134831,0.22540431827547086,0.02282756141374345,0.9689186925379429,0.004065611581212531,0.9505297665150274,0.011307935311365638
144,0.1803817647133087,0.009646849559629165,0.22055675003721198,0.026431954575238562,0.9690811942799303,0.0034591055077833645,0.9508491331092417,0.012337843733026883
160,0.1847141397998828,0.006795127882852651,0.2071533255512124,0.03103330956087838,0.9675064487041785,0.0024487404067725198,0.956465562704341,0.014748027043987142
176,0.1855081998208556,0.003961869994449297,0.2047494186092967,0.03987663640561559,0.9672000579193627,0.0016514103378511065,0.9510330227648072,0.02226654413899261
192,0.185465825056997,0.000749939917166801,nan,nan,0.9672182600125359,0.000515044511900874,nan,nan
