X,train_err,train_unc,test_err,test_unc
16.0,0.04330610318128116,0.028468327517243874,0.36287970015624904,0.06326597507426562
32.0,0.08065951629179455,0.04409717137840796,0.46808066180174235,0.06946608571351078
48.0,0.10586073028572417,0.029924473740685978,0.39836917852713805,0.09965667824672006
64.0,0.09395041433307834,0.02152201728027961,0.35302329770487384,0.055954414999537294
80.0,0.11370813585021865,0.0175231651311062,0.28128583242109695,0.054868144149841466
96.0,0.12156658990709876,0.013564415665798423,0.2749594843526688,0.05393943490594107
112.0,0.11501815494813576,0.016058613832782967,0.24167082482069377,0.03521953562287128
128.0,0.1176196379197273,0.015154237122754356,0.2265447133896841,0.04035008645013122
144.0,0.11646496802312621,0.012767910658257029,0.21181469869742403,0.02936908912421997
160.0,0.12397877144326627,0.013456224699680129,0.21501277106763986,0.04045803698987156
176.0,0.12285525615929921,0.010730729197625345,0.19803283285645734,0.044206241404127516
