REF-0,REF-1,ML-pred-0,ML-pred-1
2.46685,0.6504360591172662,2.4938982,0.6705629
3.7824875,0.4864591024874106,3.4477804,0.43236557
3.528466666666666,0.4186482473389802,3.463858,0.46612334
4.271841666666667,0.36070693835687156,4.3026433,0.427261
5.7499,0.152804826494453,5.8013654,0.1363186
3.149657142857144,0.6137195989949125,3.0486312,0.60413694
2.7601666666666667,0.4696825452721587,2.5907059,0.52077043
3.7516,0.2447474412532233,3.9802828,0.18963936
3.1459666666666664,0.2542633542871117,3.5534475,0.21042664
3.33158,0.5609299751305862,3.2726786,0.45029882
2.450466666666667,0.343260547300929,2.6297228,0.41698396
2.6883,0.4898126113992109,2.6213877,0.52974784
5.38732,0.3049959294810343,5.0722184,0.3183047
2.4766,0.8265048880678203,2.5470288,0.71666807
3.9362,0.648945197994407,3.8477528,0.6274377
3.7255,0.2772394632803924,3.9113622,0.27521172
2.942825,0.2960583768448377,3.065343,0.29725945
3.72055,1.1665140569234471,3.6847565,1.0792625
3.5203875,0.2917382948441486,3.4849102,0.35548234
2.6208666666666662,0.6351909660356745,2.7703843,0.52419937
2.746366666666667,0.7656182173032894,2.7600179,0.73224944
4.6142666666666665,0.2440896857031584,4.8287196,0.21483342
3.7770666666666655,0.4691784024583115,3.8419223,0.38802567
3.846666666666666,0.5021532070328069,3.7259443,0.65071136
4.4424,0.1561918371746742,4.508282,0.19043435
3.159257142857143,0.46830228434613624,2.9956899,0.52485
3.1716250000000006,0.5954198230507766,2.9357877,0.5975914
4.295544444444444,0.2964243415743345,4.202251,0.36607432
2.2431500000000004,0.6059701073485391,2.2153752,0.6761841
4.307640000000001,0.3053676916622176,4.3196597,0.30495805
3.954278571428572,0.3663831625678052,3.7551284,0.3907287
4.836081818181818,0.4196153186388262,5.060601,0.15075725
3.713471428571428,0.1999599769477691,3.6294947,0.19660665
5.323177777777778,0.22868763509303341,5.3087254,0.21233119
4.188300000000001,0.32071970628572255,4.298564,0.2026663
2.9061,0.33476703840133365,2.965533,0.35278723
5.8033125000000005,0.167408016854459,5.6804495,0.24470156
3.714833333333333,0.5143347774877114,3.7796264,0.56011826
2.7721333333333336,0.3956642558196701,2.9390152,0.44680718
2.611166666666666,0.4795275828006838,2.6071784,0.43140316
2.8072285714285714,0.3175105600043654,2.7132895,0.33191776
3.69005,0.3750587192122625,3.6918201,0.34882095
3.96586,0.4807907216242843,3.890303,0.50021815
2.6303461538461543,0.4694574024257235,2.5120223,0.38764828
