X,train_err,train_unc,test_err,test_unc,train_r2_mean,train_r2_std,test_r2_mean,test_r2_std
16,0.09070212159136438,0.0750244711099861,0.9297903664904055,0.9125416337552815,0.9857917937334223,0.024142337318590574,0.623398904738312,0.24463167465388164
32,0.1433421952444406,0.04367168403274741,0.4688669469328041,0.16393387800985018,0.9768947752293841,0.018205663888257513,0.8025689408329345,0.11863030137368923
48,0.15586553441183115,0.030350089146692242,0.30303597618174805,0.05276741011593288,0.9762312722850538,0.008802391953251377,0.9131529387183077,0.032453457445423176
64,0.16131369370067705,0.020555687822837364,0.2690280997764782,0.05341019879644715,0.9739188581634043,0.006823830498853242,0.9293491916898061,0.036072187455773265
80,0.1708545776770662,0.018977291984990666,0.24493560232891795,0.03110582963787554,0.9712791006494096,0.006239172601122265,0.943337401459017,0.018600588475679424
96,0.17347356464554917,0.015486426210830715,0.2360964740501662,0.018877895237536017,0.9713728294181116,0.004297881442804807,0.947357065656295,0.007534818507776827
112,0.18110552264910143,0.011431204042529905,0.218829725648692,0.01870080252395395,0.9687235890241435,0.004346383442385252,0.9534208133262649,0.009045609951392284
128,0.18289834244346426,0.010143873748236375,0.21837082252317966,0.022659846313963405,0.9679603459599011,0.003571031316022743,0.9537895572346214,0.010406402751506576
144,0.18305361563586162,0.009411000644166183,0.2155143686539004,0.029889614270204135,0.9680974846032444,0.0034917936053950743,0.9526623918896752,0.0155945957957038
160,0.182057814605441,0.008027691544580563,0.21993236011997183,0.03526512853424499,0.9682895480540458,0.0028365483565284135,0.9495100824105915,0.019050908306405417
176,0.18588705190582588,0.003804101136876266,0.20085043987945664,0.042748001036655575,0.9670639657948406,0.0015870484962710438,0.9527272518029651,0.028865677933076872
192,0.1854191824555239,0.0008840559135902152,nan,nan,0.9672067074420738,0.0006254562049818779,nan,nan
