ID,Ymean,Ystd,md_Ymean,md_Ystd
0,5.828244444444445,0.1969974372365736,5.687610453011593,0.26463889216479813
1,4.836081818181818,0.4196153186388262,4.9155260544339825,0.3819264698740573
2,5.332775000000002,0.6129841390874051,5.351692030898731,0.30651689946766253
3,4.15051,0.575889129858247,4.1704041138907275,0.5706456003992316
5,4.17995,0.5676303594770102,4.112513572396835,0.5063182575663475
6,3.5335636363636365,0.5025367792962566,3.5428538903166853,0.5696814674244681
7,3.1716250000000006,0.5954198230507766,3.1779744282881417,0.578948345209777
8,3.5527500000000005,0.4766765948849504,3.555164098299543,0.4876164140523777
9,2.8891500000000003,0.3893082384762164,2.9475720013399918,0.46031816722579544
11,2.896390909090909,0.3203791268311513,3.036570625585317,0.3773624041956653
12,5.8033125000000005,0.167408016854459,5.848542896838984,0.19839051446660985
13,5.057799999999999,0.1349376399180994,5.144566691867511,0.28413829298019705
14,5.654672727272726,0.2947828186679445,5.54786484891375,0.21390030362139315
15,4.271841666666667,0.3607069383568715,4.339725242666404,0.34098097693489554
16,3.954278571428572,0.3663831625678052,3.802960302975774,0.3834554270092427
17,4.268818181818181,0.3800164860060201,4.234825655333202,0.2930184468188983
18,3.605007692307692,0.4068436236474207,3.6101347794850667,0.41164261048763695
19,3.3174153846153844,0.4285675964694365,3.152354016256332,0.43613957700410166
20,3.654363636363637,0.3846962705114964,3.563543680719534,0.34386124293421594
21,2.8908083333333328,0.4604922928154436,2.8381458292499184,0.4271073618077537
22,2.6303461538461543,0.4694574024257235,2.536064389409621,0.43131397552470924
23,2.9061,0.3347670384013336,2.875516964286069,0.3490956092611643
24,5.9416,0.2831325131453469,5.859252854706844,0.1347463961070889
25,5.2602,0.2871366573602193,5.245158860248328,0.18821677876065798
26,5.81545,0.1451690221775984,5.597360551637411,0.12940997762756354
27,4.4424,0.1561918371746742,4.518456078014772,0.17413212158225538
28,3.957566666666666,0.2141255317175729,3.9786701245675484,0.22220287460779858
29,4.163375,0.2280206039666884,4.394644770207008,0.13899123375242406
30,3.7516,0.2447474412532233,3.7908986837585767,0.26438745554633
31,3.4059666666666666,0.2664515215444141,3.290497703579068,0.3011965597210845
32,3.446625,0.0482600162315209,3.7038313339670497,0.2128827197235886
33,2.932975,0.2660943989765036,2.8909661342794695,0.35130964209680365
34,2.7686,0.3313431453946196,2.541405586346487,0.3628707551759345
35,2.942825,0.2960583768448377,2.8820743102848527,0.2832653655316764
36,6.236177777777778,0.1807722792477996,6.0428036710937825,0.19444388951580904
37,5.323177777777778,0.2286876350930334,5.353533818525076,0.281424098564205
38,5.816949999999999,0.2430690418192105,5.747938420814276,0.21238379229462967
39,4.567857142857143,0.3571902660914435,4.542630854707957,0.36228037886693676
40,4.002775,0.4018457086636967,4.005649120998383,0.4062716183866713
42,3.739233333333333,0.4248062381839513,3.811293218912681,0.4315243722637302
43,3.4045181818181818,0.3626790008207859,3.3506388772447906,0.45899939824066305
44,3.69005,0.3750587192122625,3.7593198336283367,0.36635738930512984
45,3.01895,0.4003945644264195,3.0188906951367853,0.43977716001644795
46,2.6883,0.4898126113992109,2.715582272943854,0.4466503403350434
47,3.04646,0.3847493591071119,3.052423832450807,0.3654873299549187
48,5.7499,0.152804826494453,5.830460916690033,0.24445205164064165
50,5.525919999999999,0.3037241462248267,5.482341773343087,0.27839495218899946
51,4.1776,0.4115991820529613,4.067925286265215,0.48960218102740705
52,3.7824875,0.4864591024874106,3.5532516699254515,0.523772148049809
53,3.937871428571429,0.5863985553480551,3.9957790316214163,0.4240868892571327
56,3.389657142857143,0.5530521188735075,3.399761760922273,0.43726321100970256
57,2.8463,0.4169432335462466,2.7547158369441824,0.4670322984563174
58,2.4662875,0.5203632040288233,2.466205914227416,0.4653392513329993
59,2.8072285714285714,0.3175105600043654,2.835946222518384,0.3735081667752591
60,5.360366666666667,0.2746664935274533,5.4222871377984685,0.18063418736201264
61,4.5245000000000015,0.1629957054648986,4.740024693560601,0.2824139227468562
62,5.38732,0.3049959294810343,5.18321346291105,0.21653120150951105
63,4.35698,0.4762138826199842,4.322057363452514,0.5374958072543198
64,3.71015,0.5364610880576522,3.8336060798535745,0.5902018590908151
65,4.087566666666667,0.5564817864644509,4.2947436247487865,0.4857069906396237
66,3.5660833333333333,0.5430709250794656,3.495424076901873,0.5541489942194187
67,3.149657142857144,0.6137195989949125,3.087658245123426,0.5919284890379756
68,3.4321,0.6155911792740374,3.528506767269969,0.48992841417330474
69,2.817816666666667,0.4611202247426009,2.5945278773675358,0.4905256043885893
70,2.46685,0.6504360591172662,2.3335057631825404,0.5016838974057511
71,2.819983333333333,0.3793205948359073,2.704520201076567,0.4202571958052904
73,4.6142666666666665,0.2440896857031584,4.734596766195695,0.27901110661795486
74,5.373683333333335,0.2927001292563205,5.246764238548279,0.20115704733114717
75,3.9343,0.6696911974932925,3.9362729836622874,0.6187665886012265
76,3.2537666666666665,0.8377895957020872,3.4894237158914407,0.6430803444741617
77,3.96586,0.4807907216242843,3.938404000920057,0.5316113038790516
78,3.14595,0.64592523638576,3.283713755907615,0.5674600992101221
80,3.35658,0.3988160879402936,3.37255186796387,0.46208143930166184
83,2.847683333333334,0.3179584024155781,2.8736721638510625,0.2869843503887711
84,5.728999999999999,0.195410132797662,5.546759725056092,0.31336995095084935
85,4.75395,0.7968386317191204,4.748018764676651,0.4051065794709293
86,5.6119,0.141138513524835,5.219091526897749,0.31468051543657516
87,4.066766666666667,0.4396008454647617,3.9431201362133024,0.42376851296236173
88,3.6781,0.4651348406645106,3.485008605055014,0.4666304170447043
89,3.7652,0.605907319645505,3.9321719741543135,0.3511015050716023
91,2.6208666666666662,0.6351909660356745,2.860594971705973,0.5090745521890405
93,2.450466666666667,0.343260547300929,2.5184095870673655,0.5194025915840447
94,2.022366666666666,0.5354428572063815,2.2350608299444117,0.5113838058885559
95,2.5816666666666666,0.2761274041694038,2.654852768259247,0.3803056640633112
96,5.690971428571429,0.2410864278931637,5.6881535277982564,0.1679987368033767
97,4.91224,0.2739873409484461,4.890043077758948,0.2656835230987822
98,5.797371428571429,0.3135346536630664,5.419766122074922,0.1785128897050479
99,3.9362,0.648945197994407,4.003524770381054,0.39299795511571767
100,3.843066666666667,0.2623140611302921,3.6421767047166824,0.4039225241942745
101,4.399983333333333,0.2099798220464686,4.132851953925689,0.2706842697816094
102,3.1843142857142857,0.4738134493256863,3.3264837158590552,0.39571600842761706
103,3.2079428571428568,0.3143943005057124,3.032496923662225,0.38161914879458847
104,3.713471428571428,0.1999599769477691,3.5437942712326844,0.21738738969335247
106,2.352257142857144,0.3877711174440529,2.5652154285778597,0.32205990641559434
107,2.906385714285715,0.133094057325029,3.0744492586250107,0.1374373589267738
108,4.908849999999998,0.5337949091177248,5.349500244649252,0.4786876937489685
109,4.25625,0.570423040383188,4.484460314315557,0.5874757403388211
110,5.1254,0.459195143702544,5.011752342553933,0.49838899130294384
111,3.846666666666666,0.5021532070328069,3.8031222254157067,0.5772469545277403
112,3.220966666666667,0.4517389327181502,3.3436742892583213,0.6175662981498984
113,3.714833333333333,0.5143347774877114,3.8290787899712724,0.49418140417080453
114,3.0698666666666665,0.797446282412385,3.0774143110632894,0.6465879070298096
115,2.5060333333333333,0.8350335342567587,2.682138942968845,0.6559710036351032
116,3.1793333333333336,0.5890298832260833,3.1618707736899454,0.52636052855329
117,2.4766,0.8265048880678203,2.3370392428718505,0.6558947991321399
119,2.7601666666666667,0.4696825452721587,2.502589585199455,0.5139252191094168
120,6.198600000000001,0.2449417890030201,6.322336161178351,0.18917778290090195
121,5.6831,0.0,5.63977653862238,0.24498098111615957
122,6.3242,0.0,5.98693183960716,0.18252299523176613
123,4.547033333333332,0.0569582595707885,4.477758545807998,0.233340239198508
124,4.023733333333333,0.2531846230191188,3.9244643121679625,0.3018956456472201
125,4.188300000000001,0.3207197062857226,4.33020681857268,0.2162829458728044
127,3.2870666666666666,0.4054625301224929,3.324074879181385,0.40307947711541486
128,3.4227333333333334,0.370910788914711,3.7398578589081763,0.3112572923536412
129,2.9985,0.5392396313328611,3.047223532395561,0.49377100537633284
130,2.6461,0.6956516513313254,2.6576001292462146,0.5144245463338976
131,2.7721333333333336,0.3956642558196701,3.004800173644721,0.4298735644064251
132,5.5732,0.2102774086092668,5.927773097974063,0.24478294327349054
133,4.802175,0.3544572863648634,5.026270490568876,0.36024163029404427
134,5.5909,0.3374906686540704,5.580865744731824,0.2603530667872578
135,4.01388,0.7712291024361336,4.089807379669944,0.4588025597845598
137,4.295544444444444,0.2964243415743345,4.185668412816525,0.34473547406378635
138,3.2841454545454543,0.5576533912093361,3.3607772988994915,0.5175073174562843
140,3.5203875,0.2917382948441486,3.5502953995039066,0.3464833105560233
141,2.6617818181818182,0.4551355574291725,2.6522161119649805,0.507047449833526
142,2.3543818181818184,0.5613182017682695,2.407537395024796,0.4849298576746411
143,2.865611111111111,0.2632126157901842,2.9612567551975446,0.29294064313384727
145,4.925366666666667,0.0251325154597253,5.126917786937952,0.11606688899510545
146,5.80965,0.0731855518528073,5.674079480600358,0.04635204511356192
147,3.72055,1.1665140569234471,4.0746633366813265,0.8215738180227748
148,3.674,0.7281576248771051,3.6731068394502007,0.847521451281782
149,4.2422,0.7126222140798026,4.160195307897528,0.7127747857472762
150,3.479325,0.4824296796770834,3.4221611599842707,0.6524175515065029
151,3.2046666666666668,0.7136886038976193,3.10688573358655,0.657689081434577
152,3.7770666666666655,0.4691784024583115,3.618849873405695,0.5176850004921627
153,2.9148333333333336,0.2810588609763681,2.843150745458404,0.34340366826815616
154,2.92575,0.4136907258649468,2.645421779718995,0.33783510764969943
155,3.1459666666666664,0.2542633542871117,3.173765470486879,0.20582043612311862
156,6.1186428571428575,0.4221718246446696,6.185017470610143,0.2606766578062279
