ID,hid,Ymean,MagpieData avg_dev GSvolume_pa,MatscholarElementData mean embedding 54,MatscholarElementData std_dev embedding 116,MatscholarElementData std_dev embedding 155,MatscholarElementData mean embedding 4,PymatgenData mean mendeleev_no,MatscholarElementData std_dev embedding 136,MatscholarElementData std_dev embedding 153,MatscholarElementData mean embedding 140,MatscholarElementData mean embedding 170,MatscholarElementData std_dev embedding 71,MagpieData mean CovalentRadius,MatscholarElementData range embedding 71,MagpieData avg_dev CovalentRadius,MagpieData avg_dev Row,MatscholarElementData mean embedding 49,MatscholarElementData mean embedding 5,MatscholarElementData std_dev embedding 198,MatscholarElementData std_dev embedding 118,MatscholarElementData std_dev embedding 72,MatscholarElementData mean embedding 97,MatscholarElementData mean embedding 82,MatscholarElementData std_dev embedding 177,MatscholarElementData mean embedding 39,MatscholarElementData mean embedding 163,MatscholarElementData mean embedding 14,MatscholarElementData minimum embedding 75,MatscholarElementData std_dev embedding 172,MatscholarElementData std_dev embedding 125,MatscholarElementData mean embedding 167,H1N4H1,H1N3H1,H1N3C3,N3C3N3,N3C3H1,H1C3C3,C3C3N3,C3N3C3,H1C4H1,H1C4C4,C4C4C4,C4C4N4,H1C4N4,C4N4H1,N4N3H1,H1N4N3,C4N4C4,H1N4O2,N4O2H1,C3C4H1,C4C3N3,Ystd,selector1,selector2,prop_value
72,72,5.1638,3.3558854166666663,0.0080304932198487,0.0366964484496713,0.0735713500707634,0.0667647174559533,100.25,0.018561926554375,0.0638778122961985,-0.0042401002914023,-0.0544625986367464,0.0812978208239345,52.0,0.1596572995185852,21.0,0.6666666666666666,-0.0469514016682902,-0.0168142169713974,0.0309820004020967,0.0616828978818524,0.0077052150608443,-0.0567258181981742,0.0176884495692017,0.0281754313878119,0.0154774253411839,-0.0785330997314304,-0.116461435953776,-0.0240005999803543,0.0635024891965437,0.0324384529366739,0.0097495082688207,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3805093008061693,1,0,5.1638
73,73,4.6142666666666665,4.606006944444443,0.0149093348882161,0.062684186582759,0.0775257528303205,0.060600000899285,100.16666666666669,0.0185831385030584,0.0644751905814059,-0.0062671252720368,-0.0521658652772506,0.0788022054747567,53.58333333333334,0.1551971994340419,22.58333333333333,0.75,-0.0423769686991969,-0.0139989252978314,0.0311044467877831,0.070037665024309,0.0161168500666721,-0.0461010267026722,0.0203602997935377,0.0332462953465945,0.0142682668908188,-0.0753361748065799,-0.1170757276316483,-0.0514380000531673,0.0713998503080794,0.0286761120274744,0.0034840833395719,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2440896857031584,1,0,4.6142666666666665
74,74,5.373683333333335,3.8872569444444447,0.0087146514755052,0.0543170313560995,0.0752494532106957,0.0661567842277387,100.08333333333331,0.0196961208686329,0.0640732673092771,-0.0018861169034304,-0.0567007654656966,0.0806697925682979,54.16666666666666,0.1551971994340419,23.16666666666667,0.8333333333333334,-0.0375271181886394,-0.0175305420222381,0.031619619934197,0.0587153039618732,0.0123109773006347,-0.0511757184673721,0.0169717912600996,0.0276632910666643,0.0197079419934501,-0.0819567663129419,-0.1140928193926811,-0.0240005999803543,0.061996815998257,0.0417197726174903,0.0042524583016832,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927001292563205,1,0,5.373683333333335
75,75,3.9343,7.669635416666665,0.0215768428752198,0.0715792010442375,0.0607888207667496,0.0592161673121154,99.5,0.0169861378130368,0.0680300255390872,0.0182043250339726,-0.0709473732858896,0.0370281466581286,63.25,0.0920380949974059,32.25,0.9166666666666666,-0.070399126658837,-0.0335829425603151,0.0291007958474603,0.0658218835142388,0.0234582269741768,-0.0773288421332836,0.0255807508753302,0.0387293264928236,0.0106711752402285,-0.0477889238391071,-0.122635760034124,-0.0460110008716583,0.0467021470766454,0.062783181075661,0.0240944081839794,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696911974932925,1,0,3.9343
76,76,3.2537666666666665,8.669079861111111,0.0284556845435872,0.0842616588151232,0.0644996263001082,0.0530514507554471,99.41666666666669,0.0172529193116107,0.0685010304070022,0.0161773000533382,-0.0686506399263938,0.0360914734713279,64.83333333333333,0.0875779949128627,33.833333333333336,1.0,-0.0658246936897436,-0.0307676508867492,0.0274367824383818,0.0733278027784516,0.0287240877872856,-0.0667040506377816,0.0282526010996662,0.0443187998394001,0.0094620167898635,-0.0445919989142566,-0.1232500517119963,-0.0514380000531673,0.0514997269012607,0.0629413611043022,0.0178289832547307,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8377895957020872,1,0,3.2537666666666665
77,77,3.96586,8.16595486111111,0.0222610011308764,0.0790974645161988,0.0640161288469727,0.0586082340839008,99.33333333333331,0.0200740392035361,0.0681759425852428,0.0205583084219445,-0.0731855401148398,0.0457304323800751,65.41666666666667,0.1095980964601039,34.416666666666664,1.1111111111111114,-0.0609748431791861,-0.0342992676111559,0.0279428619404237,0.0632260844562684,0.0236320754790515,-0.0717787424024815,0.0248640925662281,0.0385108877050435,0.0149016918924947,-0.0512125904206186,-0.1202671434730291,-0.0460110008716583,0.048248497260852,0.0666025713839408,0.0185973582168419,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807907216242843,1,0,3.96586
78,78,3.14595,9.122864583333332,0.0277088432922028,0.0734396420200284,0.0664644500351354,0.0469313426874578,99.25,0.0122968664095326,0.0868807463559772,-0.0044735753520702,-0.0646299244835972,0.0352766061861425,67.75,0.0920380949974059,36.75,1.222222222222222,-0.0774774538973967,-0.0282404925674199,0.0433760546118475,0.0813976794159043,0.0215051567863347,-0.0704730693250894,0.0416613035874129,0.0337031831266676,0.0042658740809808,-0.0738423259463161,-0.1141363630692164,-0.1150031089782714,0.0452527029213453,0.057626014943314,0.0116307817321891,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64592523638576,1,0,3.14595
79,79,2.746366666666667,10.186180555555554,0.0345876849605701,0.08566259592209,0.0703248773807783,0.0407666261307895,99.16666666666669,0.0126036306454186,0.0869788373802468,-0.0065006003327046,-0.0623331911241014,0.0348708632390078,69.33333333333333,0.0875779949128627,38.333333333333336,1.3333333333333333,-0.0729030209283034,-0.0254252008938541,0.0457315243734604,0.0868992008588564,0.0270012223953997,-0.0598482778295874,0.0443331538117489,0.0391802195975712,0.0030567156306157,-0.0706454010214656,-0.1147506547470887,-0.1150031089782714,0.0503771010279428,0.0574677729858819,0.0053653568029403,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7656182173032893,1,0,2.746366666666667
80,80,3.35658,9.61918402777778,0.0283930015478593,0.0806321879704324,0.0689014779098248,0.0463234094592432,99.08333333333331,0.0159034243919505,0.0868822492920313,-0.0021195919640983,-0.0668680913125475,0.0454312923280167,69.91666666666667,0.1095980964601039,38.91666666666666,1.4444444444444444,-0.0680531704177459,-0.0289568176182607,0.0461759163206295,0.0796102514006142,0.0219067530828478,-0.0649229695942873,0.040944645278311,0.0333772620999093,0.008496390733247,-0.0772659925278276,-0.1117677465081214,-0.1150031089782714,0.0467327124594357,0.0620043217219821,0.0061337317650516,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988160879402936,1,0,3.35658
81,81,2.611166666666666,13.555625,0.0303685175604186,0.0854905329717488,0.0818156660586324,0.0512556410394609,99.0,0.008082681715237,0.1144494124630573,-0.0168158503559728,-0.0551734734326601,0.0401602960880849,72.5,0.0920380949974059,41.75,1.5555555555555556,-0.0872977251807848,-0.0323005421087145,0.1008138218030283,0.074682513943402,0.0339811761174452,-0.0513929930748418,0.0322961770968201,0.0384769741689022,-0.0037343749621262,-0.0574504991527646,-0.1227840116868416,-0.0253896992653608,0.0698668245434236,0.0289104494054445,-0.008824667156053,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795275828006838,1,0,2.611166666666666
82,82,2.2431500000000004,14.697847222222226,0.037247359228786,0.0951224848881508,0.0858178483761256,0.0450909244827926,98.91666666666669,0.0083957091619351,0.1142635414619776,-0.0188428753366072,-0.0528767400731643,0.038775449120842,74.08333333333333,0.0875779949128627,43.59722222222222,1.6666666666666667,-0.0827232922116915,-0.0294852504351486,0.1047754834425274,0.0809189125772234,0.0383781868139572,-0.0407682015793398,0.0349680273211561,0.0440633074331132,-0.0049435334124912,-0.0542535742279142,-0.1233983033647139,-0.0514380000531673,0.071541077096079,0.0195287129072816,-0.0150900920853018,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059701073485391,1,0,2.2431500000000004
83,83,2.847683333333334,14.122847222222228,0.0310526758160752,0.0908709802446665,0.0828179078672913,0.0506477078112463,98.83333333333331,0.012079827297272,0.1143424895330068,-0.0144618669680009,-0.0574116402616103,0.0472407021862759,74.66666666666667,0.1095980964601039,44.27777777777778,1.7777777777777777,-0.077873441701134,-0.0330168671595553,0.105091561463089,0.0726083525505804,0.0333755750167374,-0.0458428933440397,0.031579518787718,0.0382539863902715,0.0004961416901399,-0.0608741657342761,-0.1204153951257467,-0.0253896992653608,0.0718375984696747,0.0412134060650528,-0.0143217171231905,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3179584024155781,1,0,2.847683333333334
84,84,5.728999999999999,3.8296173469387753,0.0160718670148136,0.0329193941468521,0.0720321699446431,0.0626195585355162,100.21428571428572,0.0168004111737434,0.0702395268973041,-0.0165346294275618,-0.051662013466869,0.0730357091126067,54.71428571428572,0.1596572995185852,20.32653061224489,0.6122448979591837,-0.0465677878154175,-0.0189942579184259,0.0405579963229303,0.066757041407614,0.009199912008468,-0.0621585448139479,0.0153773567872121,0.0308694395841238,0.0186800937434392,-0.0685181712864765,-0.1239646609340395,-0.0240005999803543,0.0621255467312877,0.0305666210724057,0.0071551641116717,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1954101327976619,1,0,5.728999999999999
85,85,4.75395,4.87859693877551,0.0219680170162713,0.0561170716466319,0.0760700058665937,0.0573355157726577,100.14285714285714,0.0168311416039403,0.0703639578824879,-0.0182720794109627,-0.0496933848730155,0.0706782383849746,56.07142857142857,0.1551971994340419,21.489795918367346,0.6734693877551021,-0.0426468452704804,-0.0165811507696551,0.0386741910057716,0.0724299665737092,0.0161437381995885,-0.0530515806749463,0.0176675141223573,0.0333296432646234,0.0176436722145548,-0.0657779499223189,-0.1244911966579301,-0.0514380000531673,0.0694811127880586,0.028140311974338,0.0017847998866013,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968386317191204,1,0,4.75395
86,86,5.6119,4.350535714285714,0.0166582883768049,0.0485996764107239,0.072523381006886,0.0620984729113323,100.07142857142856,0.0179103465070645,0.0702518909964853,-0.0145169293807287,-0.0535804421773978,0.0722115811826036,56.57142857142857,0.1551971994340419,21.918367346938773,0.7346938775510203,-0.0384898305471454,-0.0196082508191466,0.038927198424527,0.0648664020505218,0.0119999949759564,-0.0574013164732605,0.0147630782365532,0.0303726153384717,0.0223062508739531,-0.0714527426420578,-0.1219344181673867,-0.0240005999803543,0.0603929055945281,0.0381836603909167,0.0024434069969824,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141138513524835,1,0,5.6119
87,87,4.066766666666667,6.819553571428571,0.0276830238622746,0.0641823969793696,0.0636660959810597,0.0561493726979408,99.57142857142856,0.0156147337247928,0.0725709824434421,0.0027034494227596,-0.0657918203089918,0.0380688225031821,64.35714285714286,0.0920380949974059,28.59183673469388,0.7959183673469388,-0.0666658378073147,-0.0333674512803554,0.0378663993103672,0.0684794414332163,0.0211266123973088,-0.0798182796154703,0.0221421864781794,0.0404953100782067,0.0145604507997632,-0.042166020521628,-0.1292569387171949,-0.0460110008716583,0.0582409968202321,0.0562032454153499,0.0194507926103792,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4396008454647617,1,0,4.066766666666667
88,88,3.6781,7.553839285714285,0.0335791738637323,0.0759547023791435,0.0675312787835627,0.0508653299350823,99.5,0.0158296142128589,0.0726330617729399,0.0009659994393587,-0.0638231917151383,0.036571103844569,65.71428571428571,0.0875779949128627,29.755102040816325,0.8571428571428571,-0.0627448952623776,-0.0309543441315846,0.0348551529892732,0.0737604111001368,0.0259486871783675,-0.0707113154764686,0.0244323438133246,0.0436181715657842,0.0135240292708788,-0.0394257991574704,-0.1297834744410855,-0.0514380000531673,0.0628695119695518,0.056459449311858,0.0140804283853088,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4651348406645106,1,0,3.6781
89,89,3.7652,7.184196428571428,0.0282694452242659,0.0712371422865627,0.0650332670855649,0.0556282870737569,99.42857142857144,0.0181951625391806,0.0725586945099307,0.0047211494695927,-0.0677102490195206,0.0435100869604507,66.21428571428571,0.1095980964601039,30.18367346938776,0.9591836734693878,-0.0585878805390426,-0.0339814441810761,0.0350938112382055,0.0667523780958734,0.021168207888043,-0.0750610512747828,0.0215279079275205,0.0402179512444446,0.018186607930277,-0.0451005918772092,-0.1272266959505421,-0.0460110008716583,0.0583951004015919,0.0595766175382213,0.0147390354956899,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605907319645505,1,0,3.7652
90,90,3.2372,7.887232142857143,0.0329390242196885,0.0658688299369123,0.0671850115339467,0.0456195230196629,99.35714285714286,0.0112787605133075,0.0850427727659306,-0.0167347509081342,-0.0603768641927412,0.0374723107780827,68.21428571428571,0.0920380949974059,31.897959183673468,1.0612244897959182,-0.0727329754403659,-0.0287882084293024,0.0514667334419186,0.0785389926572797,0.0194476409896234,-0.0739419029227324,0.0359255173742505,0.0359756931637889,0.0090701926632651,-0.0644975080420928,-0.1219717413187027,-0.1150031089782714,0.0569719472145715,0.0516569688917855,0.0087676842231303,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472775089360072,1,0,3.2372
91,91,2.6208666666666662,8.762295918367348,0.0388351742211463,0.0772442291526487,0.0711633788530362,0.0403354802568044,99.28571428571428,0.0115300281052531,0.0849051559050315,-0.0184722008915351,-0.0584082355988877,0.0363294892350714,69.57142857142857,0.0875779949128627,33.061224489795926,1.1632653061224492,-0.0688120328954288,-0.0263751012805317,0.0513641739963848,0.082693658770792,0.0244866283553691,-0.0648349387837307,0.0382156747093956,0.0388889033660179,0.0080337711343807,-0.0617572866779352,-0.1224982770425932,-0.1150031089782714,0.0618007612898746,0.0516834740940313,0.0033973199980599,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6351909660356745,1,0,2.6208666666666662
92,92,3.1331333333333333,8.251875,0.0335254455816799,0.0726439582347648,0.068116046000758,0.0450984373954789,99.21428571428572,0.0143430758862785,0.0849531666150897,-0.0147170508613011,-0.0622952929032699,0.0437745252771992,70.07142857142857,0.1095980964601039,33.48979591836733,1.2653061224489794,-0.0646550181720938,-0.0294022013300231,0.0516116331116972,0.0772475244044569,0.0196547995524089,-0.069184674582045,0.0353112388235916,0.0356151904343634,0.0126963497937789,-0.0674320793976741,-0.1199414985520499,-0.1150031089782714,0.0570652970949004,0.0554915365233622,0.004055927108441,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5227196221047505,1,0,3.1331333333333333
93,93,2.450466666666667,11.856683673469384,0.0352187450210164,0.0768113222625261,0.0780634364751859,0.049326064464237,99.14285714285714,0.0072596314159983,0.1061926193563782,-0.0273138437686221,-0.0522713347205093,0.0398693120096494,72.28571428571429,0.0920380949974059,35.938775510204074,1.3673469387755102,-0.0811503508261271,-0.0322682508932692,0.1013988949324775,0.073866115371408,0.0303957898999144,-0.0575875518510916,0.0278982660965994,0.0402692344792873,0.0022128363406019,-0.0504473707904773,-0.1293840115623814,-0.0253896992653608,0.0779917439076801,0.0304977616113551,-0.0087655576810772,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343260547300929,1,0,2.450466666666667
94,94,2.0223666666666658,12.90566326530612,0.0411148950224742,0.0859496725293767,0.0821111720389206,0.0440420217013784,99.07142857142856,0.0075320990797239,0.1058897540702881,-0.0290512937520231,-0.0503027061266558,0.0380759546497975,73.64285714285714,0.0875779949128627,37.68367346938776,1.4693877551020411,-0.07722940828119,-0.0298551437444984,0.1033719605244986,0.0784639255131794,0.0343606024898962,-0.0484805877120899,0.0301884234317445,0.0433838888791689,0.0011764148117176,-0.0477071494263197,-0.129910547286272,-0.0514380000531673,0.080514328280849,0.0251738522594322,-0.0141359219061476,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354428572063815,1,0,2.0223666666666658
95,95,2.5816666666666666,12.377602040816328,0.0358051663830078,0.0820317677818815,0.0781460432868696,0.048804978840053,99.0,0.0108045271454439,0.1060409635423259,-0.0252961437217891,-0.0541897634310381,0.0443165252548519,74.14285714285714,0.1095980964601039,38.326530612244895,1.5714285714285714,-0.073072393557855,-0.0328822437939899,0.1035795557288727,0.0724076119608087,0.0298676827162329,-0.0528303235104041,0.0272839875459404,0.039988268797085,0.0058389934711158,-0.0533819421460585,-0.1273537687957286,-0.0253896992653608,0.0786861007856959,0.0396661843981368,-0.0134773147957665,0.0,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761274041694038,1,0,2.5816666666666666
96,96,5.690971428571429,3.4563,0.0093804821372032,0.0433979919796651,0.0710370049641253,0.0669808410573749,100.3,0.0187728265594734,0.0623309776687547,0.0008083201711997,-0.058645299822092,0.0844445638837212,55.2,0.1749496962875127,19.360000000000007,0.64,-0.0466063823550939,-0.0169396910816431,0.0322764603876643,0.063789233457732,0.0292513610818596,-0.0621068218722939,0.0221165095688775,0.028827603825444,0.0134490003809332,-0.0791757102124393,-0.1172864139080047,-0.0240005999803543,0.0561198847525594,0.0288806320460129,-0.0004492601845413,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.2410864278931637,1,0,5.690971428571429
97,97,4.91224,5.1011000000000015,0.017635092139244,0.0638682745724675,0.0757389479032203,0.0595831811893731,100.2,0.0187942139211196,0.0625927998609738,-0.0016241098055616,-0.055889219790697,0.0817794538114776,57.1,0.1749496962875127,20.940000000000005,0.72,-0.0411170627921819,-0.0135613410733639,0.0311236033496691,0.0715854383752608,0.0341313058486673,-0.0493570720776915,0.0253227298380807,0.0319518816628498,0.0119980102404952,-0.0753394003026187,-0.1180235639214515,-0.0514380000531673,0.0682850878655501,0.0273728081361767,-0.0079677700996398,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.2739873409484461,1,0,4.91224
98,98,5.797371428571429,4.273100000000001,0.010201472043991,0.056124803551024,0.0726255121245638,0.0662513211835175,100.1,0.019981951273248,0.0623802027267328,0.0036331002367659,-0.0613311000168323,0.0836791720339972,57.8,0.1749496962875127,21.919999999999995,0.8,-0.0352972421795129,-0.017799281142652,0.0316306590798298,0.0611315172919018,0.029219914221677,-0.0554467021953314,0.021256519597955,0.0280771709649434,0.0185256203636527,-0.083284110110253,-0.1144440740346908,-0.0240005999803543,0.0523913816513512,0.0381569553146386,-0.0070457201451063,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.3135346536630664,1,0,5.797371428571429
99,99,3.9362,7.570124999999999,0.0256361017236486,0.0712891209228542,0.0563464267068608,0.0579225808847695,99.4,0.0148595971344229,0.0660651882302277,0.0277416305616498,-0.0784270294010639,0.0314614138360786,68.7,0.0876496043056249,30.7,0.92,-0.07474365234375,-0.0370621617883443,0.0292604411068988,0.0655206421865344,0.0331604178387435,-0.0868304505944252,0.0315872711362317,0.041910196462964,0.0076815002597868,-0.0422826991416513,-0.1246956028044223,-0.0460110008716583,0.0548010030050872,0.0572557244704295,0.0167646197136491,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.648945197994407,1,0,3.9362
100,100,3.843066666666667,8.786599999999998,0.0338907117256894,0.0804338184980661,0.0607312245922133,0.0505249210167676,99.3,0.0152558073276679,0.0661878053229679,0.0253092005848884,-0.0756709493696689,0.0314360798658277,70.6,0.0876496043056249,32.6,1.0399999999999998,-0.069254332780838,-0.0336838117800653,0.0254461550106113,0.0726197778945562,0.0388345243012359,-0.0740807007998228,0.0347934914054349,0.0463681139508115,0.0062305101193487,-0.0384463892318308,-0.1254327528178692,-0.0514380000531673,0.0610265527714344,0.0593842764428749,0.0092461097985506,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.2623140611302921,1,0,3.843066666666667
101,101,4.399983333333333,8.165600000000001,0.0264570916304364,0.0756366425751903,0.0600599025401759,0.057193061010912,99.2,0.0190366787113244,0.0660598425756064,0.0305664106272161,-0.0811128295958042,0.0442382045439219,71.3,0.1293505933135748,33.36,1.16,-0.063434512168169,-0.0379217518493533,0.0259540050326766,0.0631719702446448,0.0313969783180564,-0.0801703309174627,0.0307272811653092,0.0415859915271904,0.0127581202425062,-0.0463910990394651,-0.1218532629311084,-0.0460110008716583,0.0551931383343095,0.0603428949448987,0.0101681597530841,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.2099798220464686,1,0,4.399983333333333
102,102,3.1843142857142857,9.3467,0.0329945022240281,0.0729679874968382,0.0629833530481834,0.0431807913351804,99.1,0.0095698231892675,0.0839922460267899,0.0005281500983983,-0.0708460908383131,0.0277990308955209,74.1,0.0876496043056249,36.72000000000001,1.28,-0.0832376450300216,-0.0306512217968702,0.0461902837425144,0.0773748649674143,0.0322138306608964,-0.0786035232245922,0.0508839343907311,0.0360097316369015,-4.861131310462952e-06,-0.0735467816703021,-0.1144963264465332,-0.1150031089782714,0.0529950365584495,0.0521391325807372,0.0018082679715007,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.4738134493256863,1,0,3.1843142857142857
103,103,3.2079428571428568,10.5803,0.0412491122260689,0.0816667610280577,0.0675607642228301,0.0357831314671784,99.0,0.0100756733144298,0.0837132619945488,-0.0019042798783629,-0.0680900108069181,0.0287151958202756,76.0,0.0876496043056249,39.0,1.4,-0.0777483254671096,-0.0272728717885911,0.0482718175013912,0.0825195174722794,0.0378855790547522,-0.0658537734299898,0.0540901546599343,0.0400444488619296,-0.0014558512717485,-0.0697104717604815,-0.1152334764599799,-0.1150031089782714,0.0596219975225092,0.0539996643167121,-0.0057102419435977,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.3143943005057124,1,0,3.2079428571428568
104,104,3.713471428571428,9.9593,0.0338154921308159,0.0770078736163485,0.0655895078613115,0.0424512714613229,98.9,0.0147034953069435,0.0838322110370155,0.0033529301639646,-0.0735318910330534,0.0432722051271565,76.7,0.1293505933135748,39.84,1.52,-0.0719285048544406,-0.0315108118578791,0.0487171479276543,0.0758125078339146,0.0305976763853609,-0.0719434035476297,0.0500239444198086,0.0355383830695083,0.0050717588514089,-0.0776551815681159,-0.1116539865732193,-0.1150031089782714,0.0532668403701023,0.0558659791997371,-0.0047881919890642,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.1999599769477691,1,0,3.713471428571428
105,105,2.6492142857142857,14.2193,0.0361861113458871,0.0840692411629433,0.0801544540426284,0.0483699493575841,98.8,0.0049362241952259,0.1112847259476354,-0.0142825799062848,-0.0594983495771884,0.0364410072868949,79.8,0.0876496043056249,43.56,1.64,-0.0950219705700874,-0.0355232812464237,0.1054932094689522,0.0718103902014156,0.0396465472748433,-0.055707431724295,0.0396457826020196,0.0416214099245223,-0.0096051599830389,-0.0538765895180404,-0.1248735047876834,-0.0253896992653608,0.0806414468697282,0.0332571221565799,-0.0227382706943899,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.1666666666666666,0.0,0.0,0.3203105026302417,1,0,2.6492142857142857
