REF-0,ML-pred-0
3.159257142857143,3.0935993
5.525919999999999,5.4637294
3.5335636363636365,3.4720037
2.89778,2.776017
2.022366666666666,2.4293654
3.14595,3.212761
2.9061,2.9172554
3.1331333333333333,3.4260457
2.5984,2.4244525
2.932975,3.0499039
5.5909,5.2614493
4.0684818181818185,4.2512994
4.35698,4.063453
2.9148333333333336,2.806559
3.01895,3.0983975
3.90713,3.809315
4.567857142857143,4.4678054
3.1459666666666664,3.1193476
4.5245000000000015,4.7915225
2.4491555555555555,2.4437244
2.4662875,2.3023937
2.865611111111111,2.8987045
4.849266666666667,4.95662
3.674,3.7935786
4.01388,4.0576706
3.446625,3.7172523
3.2841454545454543,3.3310516
3.954278571428572,3.822574
3.6689909090909087,3.685448
3.4059666666666666,3.3279803
5.360366666666667,5.530387
5.7499,5.784342
4.1789,4.0247397
3.9343,3.9603498
2.611166666666666,2.5436695
4.295544444444444,4.2260337
3.1793333333333336,3.1078782
5.816949999999999,5.7752724
4.41,4.612552
5.323177777777778,5.3242426
2.5906583333333333,2.425619
3.69005,3.7905593
5.57346923076923,5.7475514
2.6617818181818182,2.6884544
3.7894294117647056,3.7287817
4.686464285714286,4.986947
3.2537666666666665,3.5371573
3.149657142857144,3.0791976
2.906385714285715,3.1611874
5.332775000000002,5.586955
4.9812,5.308197
2.86345,2.716625
4.225242857142858,4.1610236
2.896390909090909,2.8363833
3.605007692307692,3.6037014
3.937871428571429,4.0983167
4.9963555555555565,4.981941
4.45515,4.26134
6.198600000000001,6.0257487
2.8891500000000003,2.7876868
4.4424,4.384762
3.1843142857142857,3.3124328
3.5660833333333333,3.4412582
4.925366666666667,4.973266
3.77645,3.6978211
3.7255,3.8648639
4.188300000000001,4.4568467
4.25625,4.328352
3.4045181818181818,3.3669763
3.654363636363637,3.5973527
3.7652,3.9788954
5.057799999999999,5.131036
5.8033125000000005,5.8975883
6.236177777777778,6.0907946
2.64405,2.7020595
2.7601666666666667,2.4587727
4.75395,4.515883
3.507375,3.3979068
3.371377777777778,3.5840938
2.6492142857142857,2.8384457
3.04646,3.110462
2.817816666666667,2.8047397
2.352257142857144,2.661877
2.746366666666667,2.8108833
5.320033333333333,5.420398
3.2100727272727267,3.160511
5.38732,5.214176
3.7704,3.73292
3.5527500000000005,3.512701
5.654672727272726,5.582066
4.91224,4.8737674
3.2079428571428568,3.0360982
2.6303461538461543,2.54543
4.271841666666667,4.2745986
3.528466666666666,3.3487785
3.2372,3.3719504
3.35658,3.337797
2.46685,2.4821746
2.4766,2.3660622
3.4227333333333334,3.8292687
2.3543818181818184,2.4377744
2.8463,2.6644614
5.125399999999999,4.7662315
5.1638,5.7802973
2.8908083333333328,2.905191
2.500672727272727,2.532171
3.16810625,3.0616007
3.4321,3.4629776
5.373683333333335,5.4500804
3.7824875,3.6096945
3.72055,4.1508503
3.7516,3.7528472
5.80965,5.559767
5.5732,5.625185
5.81545,5.6042128
3.846666666666666,3.6916997
3.714833333333333,3.7798061
4.15051,4.1835074
3.957566666666666,3.940621
2.6883,2.7386365
4.802175,4.7555118
6.1186428571428575,5.8843293
5.39175,5.954399
5.797371428571429,5.4280295
3.2046666666666668,3.0164702
3.793155555555556,3.5904427
3.0698666666666665,3.0403912
2.9143428571428567,2.9244359
5.690971428571429,5.616977
3.7770666666666655,3.6130683
4.163375,4.3448305
3.6781,3.6063464
4.836081818181818,5.1051664
2.8072285714285714,2.713158
2.450466666666667,2.7158253
5.6119,4.9140077
2.847683333333334,2.670103
3.5203875,3.4954119
4.1776,4.060282
4.181342857142857,4.0058856
2.984866666666667,2.891932
2.6208666666666662,3.0405476
2.8114166666666667,2.9039965
4.17995,4.221542
5.828244444444445,5.9075675
3.713471428571428,3.6219573
3.964438461538462,4.156164
2.1377666666666664,2.0985544
5.9416,5.9137325
2.92575,2.6262667
3.843066666666667,3.7374606
5.779233333333334,5.568807
4.399983333333333,4.3569493
2.9985,3.1619203
4.307640000000001,4.4577646
3.1716250000000006,3.0476613
3.479325,3.3253572
5.2602,5.181638
5.728999999999999,5.2558403
4.547033333333332,4.4967785
3.9362,4.0486283
3.5911,3.470621
2.5060333333333333,2.6857667
4.268818181818181,4.2645583
3.220966666666667,3.360848
4.908849999999998,5.1326733
4.002775,4.0157804
2.9558266666666664,2.783916
4.023733333333333,4.0526376
3.7101500000000005,3.6784153
3.389657142857143,3.3894756
3.96586,4.084057
2.7721333333333336,3.1461465
2.7686,2.688856
4.087566666666667,4.079667
2.9539833333333334,2.974725
3.739233333333333,3.7969081
3.3174153846153844,3.1737697
5.6831,5.293654
2.6461,2.8008723
3.2870666666666666,3.4399967
4.066766666666667,3.9358766
2.5816666666666666,2.773512
3.33158,3.3809388
2.942825,3.03413
6.324200000000001,5.716229
4.6142666666666665,4.899616
2.2431500000000004,2.2213259
5.217185714285714,5.117777
2.819983333333333,2.8324265
3.5467538461538464,3.4680529
4.2422,4.4357347
