REF,ML-pred,ML-unct
0.3143943005057124,0.35253723673043674,0.9995090524011334
0.3889826574662729,0.3389027427095994,0.981686449734816
0.5659438148042185,0.41976711780487624,0.9946019798127781
4.547033333333332,4.421796904698258,0.9769340550876149
0.5890298832260833,0.42850702132299673,0.9794065179186153
3.0698666666666665,3.335573444249971,0.9774903106366509
2.6303461538461543,2.86491839811492,0.9640726383865138
2.2431500000000004,2.33258798980949,0.9854578993201539
4.1789,3.97416874276959,0.9959874935536203
2.9143428571428567,3.1754639336039725,0.9638363408992823
3.793155555555556,3.7905807294818876,0.9594256770393191
4.271841666666667,4.392071033356215,0.9583431729736077
0.0482600162315209,0.22734806404818614,0.9641413675696199
3.69005,3.7833145376104844,0.9642285523741713
0.3203105026302417,0.35752123887787357,1.0110110745558851
0.1969974372365736,0.6032880088031382,0.9784620832421876
0.6212208565598872,0.3505811489610541,0.9753448483572479
0.42480623818395136,0.3789083029711923,0.9671827612308559
0.48645910248741053,0.36836872589765274,0.9646849647455491
0.249556877284518,0.4499517388599834,1.005713352400958
5.057799999999999,4.9575560935285745,0.9602654685792067
0.4766765948849504,0.3839756906482293,0.9660872848359577
0.1451690221775984,0.4405969653141305,0.9739215727723698
0.8377895957020872,0.40312852603835664,0.9702427359277578
3.937871428571429,4.043178225200694,0.9683545904574258
4.75395,4.365185827399413,0.9956202875889181
5.1254,4.83028904088683,0.9889394553806029
3.654363636363637,3.7478010540459845,0.954018968018158
4.1776,4.1656139167655715,0.9658676951278679
0.3932923776094756,0.39699372383744824,1.0053017222238751
5.39175,5.571507662868747,1.0199557169079134
4.163375,4.23583595819724,0.9713296635472
2.6461,2.988183307835638,0.9866485860080956
0.46459705151644876,0.39133537115502676,1.017729704929877
3.77645,3.664932333600434,0.9946978921256436
0.4359593276657673,0.34496282048563437,0.9774262389246307
2.8908083333333328,3.188616286752467,0.9621482211503994
0.2739873409484461,0.4187882002365448,1.010146657282285
0.5613182017682695,0.4552659044497424,1.0222068347342215
3.843066666666667,3.7434760493162935,1.0147723528767005
0.46917840245831155,0.5569983948868034,0.9874083275165175
0.3805093008061693,0.5722308799791278,0.9825158577077561
4.2422,4.166533787968991,1.0049181555644262
3.5911,3.649421508830025,0.9730667968364581
3.14595,3.438697312650126,0.9672709581657454
0.6956516513313254,0.22143906595149676,0.987627296779747
0.8265048880678203,0.42976014796457723,0.9912304892253246
2.5984,2.6541472947768896,0.9886408373715944
0.3793205948359073,0.42438796023701425,0.9962719112382896
0.1349376399180994,0.4225376672051996,0.9601811021864085
4.0684818181818185,4.210095269531371,0.9648824591733058
0.4018457086636967,0.37451570897054964,0.9704255663269766
2.64405,2.804276448979182,1.001949970270425
4.023733333333333,4.071232140023367,0.976686257389543
0.4651348406645106,0.45731533486467524,0.982345141681151
0.5025367792962566,0.3967549725944133,0.9681086176078044
2.8463,2.861912593892966,0.9692190275371981
0.5616765926277171,0.4012256113751336,0.9765996226186312
2.4766,2.6367802931916606,0.9930370122660327
0.3037241462248267,0.5496341354590522,0.9688662562539605
4.225242857142858,4.207995933145881,0.9791512699767314
2.7686,2.961916795955195,0.9769085558267393
2.5060333333333333,2.9450546701368894,0.9839875985475339
0.4517389327181502,0.4355681725649361,0.9834869448146153
4.567857142857143,4.418753845316539,0.9691685676672606
3.405966666666667,3.536206925836956,0.9670743751710315
0.5530521188735075,0.3581212903921183,0.9602226241698996
5.728999999999999,4.853925350703816,1.0106565968175483
0.3585165690421821,0.3690063824244138,0.9593536764173171
5.1638,5.3930099372926925,0.9830026719183805
3.3315800000000007,3.3706856610268816,0.9864074217477876
0.5430709250794656,0.4713837215789392,0.9828401766645855
2.7601666666666667,2.6145339421926006,0.9912560990738393
2.9148333333333336,2.715036790532075,1.0079158641431125
3.777066666666666,3.501272314618592,0.9871233664651601
4.002775,4.055363484275325,0.9689290558796347
5.779233333333334,5.187397720767587,0.966996914548272
2.8072285714285714,2.7983027241565943,0.9691002491601228
4.17995,4.216564290900892,0.9724725293194996
2.8891500000000003,3.033069856589949,0.9740767489595636
0.2280206039666884,0.2945246463805973,0.9713269725517452
0.5728299538257405,0.3254861309859082,0.9877225889467375
6.198600000000001,5.416632766031933,0.9962429377831091
0.39566425581967013,0.25247921042064636,0.9842502653445585
0.4265202975027312,0.30102640794120944,0.960824303757141
0.5354428572063815,0.40031840532009055,0.9999195303865511
0.3053676916622176,0.42205154455407495,0.9722248189761246
3.7516,3.874608842333449,0.966002797020766
0.4683022843461363,0.4138001659879927,0.9955395484087871
3.507375,3.453239951709351,0.9851965954255131
4.91224,4.884697535041939,1.0107779851341205
0.605907319645505,0.4964526793244548,0.9888234991293222
5.373683333333335,5.121511071147746,0.9758411222802923
3.2079428571428568,3.054870086364587,0.9995375031887777
2.9539833333333334,3.0759055958018386,1.0005790870777285
0.5021532070328069,0.48105500674157176,0.9841376540695731
0.2664515215444141,0.1878302158953787,0.967272078064661
0.5337949091177248,0.5788213889750546,1.0011388900987448
0.5227196221047505,0.4415946739600503,0.977322223490314
0.1807722792477996,0.6212806399289911,0.9806392018934003
0.4483605343818842,0.46725312353715215,0.9774467171731044
0.4186482473389802,0.37416729216783323,0.961837951365591
0.2632126157901842,0.4396480355472863,1.0044061916181337
5.6831,4.955232623459228,0.9817897960405096
0.6696911974932925,0.4533134886363167,0.9728724719778231
0.47952758280068386,0.4092272813990434,0.9810750754665647
2.984866666666667,3.118986458409418,0.9667776018521782
2.942825,3.182426255654021,0.9745131180233882
3.184314285714286,3.4223194636897456,0.9975293914912191
0.6732363663677117,0.5465037754314223,1.013513737956792
5.3231777777777785,4.9764613321856634,0.9713962058285394
0.4611202247426009,0.4309852331908846,0.9981529867452494
