id_std,New_Tm,md_New_Tm
1,5.0,16.032310247421265
2,-66.0,-77.66269183158875
3,-65.0,-55.842580914497375
5,198.5,222.9411129951477
6,-5.0,-4.267730236053467
7,92.5,90.28723239898682
9,119.5,115.04761600494385
10,103.5,50.55939340591431
11,100.0,131.31549715995789
12,30.5,33.17240071296692
13,92.5,107.42075753211975
14,99.0,87.22504377365112
15,141.0,144.89371514320374
17,118.5,123.98901081085205
18,35.5,71.0345094203949
20,171.5,121.09722685813904
22,44.0,53.26045608520508
23,177.0,142.3931074142456
24,184.0,108.68450236320496
25,100.5,121.44790053367615
26,48.0,19.840823650360107
27,43.5,85.58978605270386
30,126.0,101.5372724533081
31,238.0,205.95454025268555
32,-49.0,-34.54068213701248
33,-57.0,-82.04485523700714
35,25.5,-39.60228395462036
36,-24.0,-9.476488590240479
37,143.5,127.99569272994995
39,-45.0,19.89034128189087
40,25.0,59.52642893791199
42,286.5,156.6305696964264
43,-33.0,-40.5342835187912
45,252.0,193.68347668647766
47,237.5,155.0802366733551
51,90.5,47.98499917984009
52,77.5,59.321205139160156
53,-10.5,-1.0062952041625977
54,27.0,29.539942741394043
55,197.0,159.43053698539734
56,-130.0,-99.77622574567795
57,230.5,191.93618369102478
59,-60.0,13.75381326675415
60,101.5,93.90963006019592
61,126.0,135.45822191238403
62,14.0,15.235912561416626
65,140.5,214.4528567790985
66,-78.08,-62.26606458425522
68,180.0,184.8100869655609
71,63.5,47.21695327758789
72,-4.0,20.179019927978516
73,-94.0,-64.6564416885376
74,39.0,70.22765946388245
75,51.5,2.4767932891845703
76,4.0,90.66374278068542
79,170.5,130.20752382278442
80,245.0,236.87709259986877
81,137.0,104.98469257354736
82,118.5,113.06227254867554
83,60.0,59.658323526382446
84,8.0,1.8270540237426758
85,56.0,77.39987683296204
86,81.0,131.31846952438354
87,13.0,-42.90595269203186
91,156.5,142.62704229354858
92,-34.0,-1.055943489074707
93,260.0,189.2446587085724
94,241.5,138.7826645374298
95,287.0,232.427659034729
97,12.0,-9.284640431404114
99,73.0,54.69849252700806
100,127.0,165.4700222015381
101,157.0,115.90460419654846
102,-105.5,-88.52480566501617
103,52.0,32.55930972099304
104,30.0,49.271151065826416
106,116.5,113.68379068374634
107,-42.5,-24.468670129776
108,3.0,46.92281985282898
112,233.0,238.94265723228455
113,-16.0,-43.343886494636536
114,175.0,146.19499015808105
116,185.0,148.21087384223938
118,101.0,108.51850724220276
119,69.0,57.68571877479553
120,175.5,203.16267347335815
121,-82.0,-29.524172067642212
122,154.0,157.20946216583252
123,-40.0,-10.0188307762146
124,46.0,98.07884478569031
125,-30.0,-7.772278547286987
126,32.0,28.766736030578613
127,143.5,161.64481782913208
128,-51.0,-6.903270244598389
129,22.0,43.77900552749634
132,120.0,181.78879284858704
133,71.5,84.22664666175842
134,135.0,137.6480052471161
135,127.5,125.01803684234619
137,212.5,180.38328909873962
138,207.5,114.68279910087585
141,204.0,144.96998405456543
142,30.0,19.40437602996826
143,-75.0,2.036752700805664
145,180.0,189.87767434120178
146,88.0,71.68526124954224
147,208.0,199.54125571250916
148,-13.0,-24.093172311782837
152,128.5,-6.453659296035767
154,15.0,17.49017333984375
155,253.5,190.4798231124878
