X,train_err,train_unc,test_err,test_unc
16.0,0.0316010424124369,0.01994751185044226,0.41679030198675676,0.0628497080471347
32.0,0.03493376811136269,0.020331862471558465,0.3781547770981167,0.12679827168343427
48.0,0.054367054264628,0.01751061750863261,0.38614267624516624,0.06527465413386442
64.0,0.09598482556577959,0.021467392780857974,0.3891509478129166,0.08443951538107368
80.0,0.076935187771272,0.01844071359889834,0.33825364350733844,0.06714903660122687
96.0,0.09237851596162758,0.019995615547397455,0.3364190726142634,0.11066317107789886
112.0,0.09560221077674752,0.02367970796563814,0.30478947739177137,0.05395216920974369
128.0,0.09362269633289061,0.019971577490236737,0.2543401788197637,0.06465310212221197
144.0,0.08985112872964607,0.01368531589997107,0.23258445327729074,0.03468875664835532
160.0,0.08493516471013707,0.012477562900923219,0.2137065980270948,0.037941322406060685
176.0,0.0899296945384222,0.01277490984003318,0.2306415583287892,0.07678382413977841
