id_cmb,onehot-1,onehot-2,prop,md_prop
2790,1,0,-76.0,-25.555962503932207
2802,1,0,216.5,183.60728172812506
2806,1,0,260.0,156.36252172492283
2808,1,0,218.5,223.97428064177817
2828,1,0,30.0,-26.571228162636288
2831,1,0,23.5,26.745472660456997
2832,1,0,106.0,125.98511787858962
2843,1,0,213.5,133.14528450405345
2844,1,0,206.0,183.2894071681177
2850,1,0,82.5,121.30077073291676
2858,1,0,-102.0,-92.461908873232
2861,1,0,-96.0,37.93845385158669
2873,1,0,187.5,174.2343659017609
2875,1,0,-134.0,-130.18289720390422
2880,1,0,188.0,201.4135110348106
2881,1,0,96.5,58.55387958274787
2882,1,0,17.5,61.5136350807245
2883,1,0,33.5,32.36416280060677
2885,1,0,59.5,32.61803326822797
2891,1,0,-21.0,35.95066219793141
2904,1,0,-14.0,-51.256764991636686
2909,1,0,30.0,29.344440965248793
2913,1,0,27.5,63.288070300493715
2919,1,0,329.0,229.05804662055513
2920,1,0,70.0,62.55827851513324
2932,1,0,248.0,244.61009514386078
2935,1,0,75.0,27.739830639965916
2938,1,0,120.0,144.17004752449225
2943,1,0,-92.0,-64.4936393882227
2944,1,0,70.5,37.85521772130588
2960,1,0,-5.0,-8.089953244790976
2964,1,0,-31.0,-38.93875823132288
2978,1,0,29.0,35.60516658293765
2989,1,0,126.5,47.88532006574275
2996,1,0,44.5,62.90736865098138
3007,1,0,-60.0,-23.9348065721301
3017,1,0,36.0,31.20026775854459
3018,1,0,-112.0,-49.103771321631484
3020,1,0,-71.0,-56.50753294983801
3032,1,0,103.5,158.60352440026813
3038,1,0,148.5,145.50827953063956
3044,1,0,290.0,164.68432938463488
3047,1,0,38.0,39.558528724485214
3055,1,0,103.0,112.45808186698936
3067,1,0,8.0,-7.212133415087521
3068,1,0,-35.0,6.469591315025383
3072,1,0,111.0,70.50133313400666
3075,1,0,132.0,123.76701743611657
3081,1,0,-50.0,-0.7843841967962248
3089,1,0,8.0,35.08785827639861
3091,1,0,131.8,96.23949634175689
3092,1,0,-127.0,-120.74745833585175
3098,1,0,88.5,73.26303864084822
3103,1,0,54.5,77.60831098575275
3109,1,0,281.0,205.63320825313758
3111,1,0,62.0,114.77293167603791
3113,1,0,197.5,207.97513858772072
3114,1,0,91.0,129.13679376371803
3123,1,0,-11.0,-7.495316794879173
3125,1,0,152.0,102.50841706159666
3136,1,0,86.0,113.19850992063738
3137,1,0,9.5,45.52079830272215
3141,1,0,270.0,202.83614130956005
3145,1,0,111.0,133.82856237876393
3155,1,0,107.5,41.262499173595735
3163,1,0,210.0,125.03280768513528
3165,1,0,20.0,3.2327009618226157
3174,1,0,142.5,231.95657094223324
3175,1,0,167.5,88.00497371575045
3178,1,0,-40.0,-7.381600208812046
3180,1,0,33.5,26.032465665898172
3182,1,0,33.0,17.357746327113844
3199,1,0,-35.0,-7.0734335577587615
3200,1,0,70.5,103.72668396121418
3206,1,0,144.0,168.3569567448074
3208,1,0,146.5,84.76089423638118
3216,1,0,244.0,241.37342640773323
3227,1,0,52.0,49.14066188045839
3231,1,0,143.75,101.36419188628504
3232,1,0,172.0,137.7595844380691
3239,1,0,23.0,19.90029416772802
3245,1,0,249.5,127.32039859393016
3246,1,0,48.5,41.7233708000736
3247,1,0,-15.0,11.124312041445748
3251,1,0,76.0,97.1472243416896
3252,1,0,173.5,151.25375085370615
3255,1,0,87.5,52.8503857769071
3275,1,0,125.5,118.48270422013728
3280,1,0,185.0,102.43597530446806
3282,1,0,12.0,12.913848302774284
3289,1,0,-45.0,-25.63953916776765
3295,1,0,59.5,99.35900058957671
3296,1,0,187.5,138.59834020429187
3306,1,0,-2.0,-0.7204557785332639
3310,1,0,62.0,80.6181414699739
3314,1,0,-5.0,37.49232246325907
3331,1,0,124.0,179.20865845066726
3344,1,0,201.0,142.04043715857136
3347,1,0,76.5,170.68344955824745
3350,1,0,48.5,57.52464123771507
3368,1,0,100.0,106.19160636725711
3370,1,0,120.0,109.71804078057545
3375,1,0,59.5,52.879601393776234
3393,1,0,86.5,75.1514532791305
3394,1,0,124.0,141.96986563334596
3400,1,0,78.0,80.68850218871313
3402,1,0,15.0,66.75010738624968
3404,1,0,-22.0,7.752246082939877
3410,1,0,209.5,129.32056296673687
3415,1,0,69.0,55.905117704857375
3417,1,0,135.0,143.21348336425234
3421,1,0,39.5,82.91722403491381
3424,1,0,-90.0,-68.31641501951285
3425,1,0,49.0,18.65547646143868
3434,1,0,55.0,61.50686765198812
3448,1,0,92.5,70.20135550414795
3457,1,0,81.0,64.23356982285553
3458,1,0,-120.0,-93.1024362736006
3464,1,0,130.0,121.60434828892437
3469,1,0,-50.9,-48.148785507390784
3471,1,0,177.0,127.28776142563122
3480,1,0,290.0,173.90002140935752
3482,1,0,-42.0,-17.797786524777422
3487,1,0,124.0,189.18545918586335
3500,1,0,101.0,10.727514776182815
3516,1,0,76.0,48.09101854862061
3521,1,0,295.0,280.8674162038038
3530,1,0,192.0,233.03905684356164
3535,1,0,-41.0,56.923186008768965
3547,1,0,77.0,93.81362178331112
3550,1,0,-48.0,26.800758012785863
3551,1,0,255.0,238.211221008884
3553,1,0,92.0,102.90477109270914
3555,1,0,121.0,102.6602896216655
3561,1,0,114.0,70.36374136205406
3563,1,0,119.5,112.83065800751768
3566,1,0,249.0,222.77413228938457
3570,1,0,290.0,172.61207485811002
3573,1,0,33.0,25.49562803026604
3574,1,0,116.0,61.02151544663877
3580,1,0,-50.0,-0.16659146516981593
3586,1,0,210.0,164.0957522698776
3587,1,0,-9.0,-7.448452891409161
3594,1,0,302.0,271.09040596457754
3596,1,0,48.5,89.34157332295337
3597,1,0,157.0,131.2046702609502
3601,1,0,295.0,242.583304290259
3609,1,0,92.5,137.7127745875443
3617,1,0,2.5,24.162909424526966
3631,1,0,42.0,-12.448490858104194
3633,1,0,53.5,74.8924748081899
3646,1,0,-24.0,-22.092152481574374
3650,1,0,144.5,154.87017396148178
3651,1,0,11.0,24.449984616371488
3652,1,0,201.0,170.36787765370468
3653,1,0,-103.0,-68.96381795450819
3660,1,0,248.0,162.64053887977437
3664,1,0,-70.0,-52.49442608798435
3669,1,0,88.5,84.48393775587411
3671,1,0,10.0,-31.52406709760119
3677,1,0,-40.0,31.425095578721226
3685,1,0,88.0,66.46401055271289
