id,target,pesm_0000,pesm_0001,pesm_0002,pesm_0003,pesm_0004,pesm_0005,pesm_0006,pesm_0007,pesm_0008,pesm_0009,pesm_0010,pesm_0011,pesm_0012,pesm_0013,pesm_0014,pesm_0015,pesm_0016,pesm_0017,pesm_0018,pesm_0019,pesm_0020,pesm_0021,pesm_0022,pesm_0023,pesm_0024,pesm_0025,pesm_0026,pesm_0027,pesm_0028,pesm_0029,pesm_0030,pesm_0031,pesm_0032,pesm_0033,pesm_0034,pesm_0035,pesm_0036,pesm_0037,pesm_0038,pesm_0039,pesm_0040,pesm_0041,pesm_0042,pesm_0043,pesm_0044,pesm_0045,pesm_0046,pesm_0047,pesm_0048,pesm_0049
mg2si_struct_21.vasp,-33.105483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69632658741216e-267,7.407382926269863e-194,1.3518090087335978e-132,5.285516849711776e-83,4.4277304289780527e-45,7.94687657079287e-19,0.0003055859258916077,0.2517629474447186,4.443977642362573e-10,1.680635378551808e-30,1.0046510092247009e-41,1.3341932253015557e-16,0.003796154001397258,0.23141446346184752,3.0224474634528604e-11,5.40691745878995e-27,2.5368050492643172e-08,0.2550056546874366,0.7504136270278353,0.23035601813258413,0.059085880139208236,0.603613409656165,0.6519350588054919,0.929919992352155,1.108373764908015,1.4819562940243232,1.132497065547759,1.5269073268345283,0.7701325666349207,93.59465969362662
mg3si2_struct_01.vasp,-31.179043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.745542102563794e-253,6.448235793726875e-182,9.141077754674901e-123,2.7763580987276353e-75,1.806654656325915e-39,2.518815709261736e-15,0.007523834378448471,0.04815081536766979,6.602214797820892e-13,1.9395332924382232e-35,4.358714189560787e-55,2.5371052982413705e-25,3.1640269742772717e-07,0.8454023438409356,4.839587016285229e-06,1.1929638866529298e-20,4.7574340608502214e-05,0.408513226818101,7.515554922105447e-09,3.797041196815724e-20,8.04813292861088e-05,0.571357175057009,0.005074269642244683,8.325035106997875e-09,0.512807784517793,1.5678069276213922,0.8648207539955826,1.1574859849892625,0.595161585946907,0.5439001460212375,1.1284625006054645,99.76989669295843
mg3si2_struct_02.vasp,-15.467789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60916764444159e-275,4.742037382306327e-201,1.3348869161359593e-138,8.050920989710902e-88,1.0403230904000896e-48,2.8801326895757843e-21,1.7083558535997054e-05,0.21710297209262974,5.9111881485858185e-09,3.448302697674412e-28,4.3098044588597225e-59,6.685981729495487e-100,1.0176877106852667e-57,3.377126059308154e-27,2.4010521841060192e-08,0.3657442534341283,1.1936445199956799e-05,8.346301922506544e-22,1.2503590982702002e-49,4.013257364866392e-89,2.7598205824542274e-140,1.947626816616982e-177,3.774062596978263e-119,1.5668738688075503e-72,1.3937361476244328e-37,2.656146354533568e-14,0.010959794828415638,0.14755813827374759,3.7850627768278752e-06,1.0870659937595868,0.42442301977953617,2.189956009662452e-09,3.029042091143169e-29,8.996919849486325e-61,4.9153885136089964e-92,3.4145407673619435e-51,5.0819260303796495e-22,0.00016204885311525363,110.70957131952555
mg3si2_struct_03.vasp,-30.858554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.853730495932041e-300,2.049158485432039e-222,2.334486371821762e-156,5.698082360779206e-102,2.979803917419186e-59,3.3386295761737857e-28,8.014388130364888e-09,0.4121868107780328,4.5419191179823654e-05,1.072275260975698e-20,5.4236887867586874e-48,7.904501911606612e-37,1.1664899099842303e-13,0.03688154021659696,0.02498381166603385,3.626017790551833e-14,2.101392576336076e-22,7.223460264888607e-06,0.5408762891357516,0.04233556752385042,7.430081557781688e-10,0.1579795602622571,0.5695676866067784,0.9018041698997918,0.8171278578842033,0.7470039236239329,0.6669948885629899,4.299527330781471e-08,0.17602836924617377,0.5097775891924674,0.17192062426572677,99.77291777456503
mg3si2_struct_04.vasp,-61.520849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840165136336401e-280,1.601156012913069e-205,3.0186018859157352e-142,1.2415105764143332e-90,1.1251095864671784e-50,2.2761132609061285e-22,1.0426859794196678e-05,1.0941668514506921,2.6409373258132715e-07,7.581885512382071e-09,0.3476992333015186,0.6476715573523852,3.574086308944769,0.33248061064426326,2.513018311842525,5.529695518369809e-08,1.489995499973068e-09,0.6529506263725727,0.17132390462813812,2.36763062041896,0.008610892293799596,1.397548403915117,1.1142159774506672,3.370094714637564e-07,6.004390113010571e-05,2.1450488741441887,0.418279043603759,1.0951928059307228,0.4748782978008907,0.524690867131313,0.01764755124729909,2.867288685953641e-14,8.198519050890341e-05,56.011166517388716
mg3si2_struct_05.vasp,-61.580777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10170114e-315,3.9256382805306276e-235,5.4118491150928064e-167,1.5986640629583167e-110,1.0119171219524957e-65,1.3724891774436115e-32,3.9888637685007483e-11,0.24840812478743207,0.0033148105847367122,2.6208829114468143e-09,0.4851455583122053,0.223158525591559,1.9807747820718822,0.0843555332017773,3.378504483844189,2.055463482546354e-05,2.4107547717062814e-05,2.4449978961520995,1.8509352925630205,0.3898204562053255,1.0467459056777328,0.691128961670055,0.09910446080378804,0.3290699272932787,0.38924768391964537,0.5046066570481887,1.3561168582970686,0.163159119243288,1.0598021157796023,0.2811524423539758,0.0051562095512411536,8.198519050980439e-05,56.011166517388716
mg3si2_struct_06.vasp,-61.304717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011006832679355e-303,3.063724203162192e-225,1.0000170775228227e-158,6.993388470435817e-104,1.0478727480595058e-60,3.3670835343388655e-29,2.3634207592667294e-09,0.4966290796582402,0.00114681549790019,7.610533528374413e-10,0.2795926263310391,0.7823723723077897,0.8251999384246701,1.2382042999495602,0.9676040143207908,0.056860057841089,0.06702699304723839,1.0831628301744636,1.4925501687632694,0.44586342765050985,0.08016360249212119,0.8587496378774827,0.9044738926094837,0.8078617837534594,0.9520934250813483,0.04896316582095462,0.6939883600524926,0.02734082115379444,0.02829963158240515,1.1877878791479424,0.4902579557010531,0.370928145556578,0.48194994850857553,0.08143347552475898,56.016312508615385
mg3si2_struct_07.vasp,-61.187351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4005198588307658e-247,1.6400903845310738e-177,4.1433757685483725e-119,2.2594704721467165e-72,2.661048049534796e-37,6.771386341097679e-14,0.03724021700594974,0.04427153271564197,2.79736961828971e-10,0.24021445748534453,1.5471966292942758,2.2167711327824615,0.38872585938645976,1.8597178958353364,0.6205880692118638,1.0607487673238785,1.429543339028039,1.7007342781393369,0.1060472951709692,1.8504722779101208,1.0096630323897955,0.17814349221274375,0.8420055954630755,0.6250365459049095,0.07863820238649095,9.800448622624875e-06,0.5170408468321537,1.179251177658285,0.02903183009043522,56.149826502473665
mg3si2_struct_08.vasp,-30.151852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6253069919751184e-269,3.5030566732468485e-196,1.6176349012149848e-134,1.60042541179591e-84,3.392438269794451e-46,1.5406715188566565e-19,0.00014990970161360168,0.31251510296426094,1.3958379806951943e-09,0.005519144065563793,0.017733104803414147,0.00045168820723842954,0.6459776006670693,0.43416420142931544,0.5524032832030855,0.26593955210523,0.8251208091431578,0.00024831586045974895,9.533410331981695e-13,0.05373771760575333,0.006489809605345077,7.960617014149511e-09,0.4118256212994128,0.4621764254864751,1.9638652939391854e-08,0.007824709813093692,0.592394625559952,0.27267074456170626,99.79328463301225
mg3si2_struct_09.vasp,-30.022697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6992562079765984e-262,6.451706421324917e-190,2.4107732721749368e-129,1.9300107316860564e-80,3.3104319513070134e-43,1.2165534405865475e-17,0.0009578539681320858,0.161580519207671,5.839831025200033e-11,8.1379703279244e-10,0.2831553145973805,0.028406611982081123,1.2699191602273767,0.002092575226404359,0.012574498864007015,0.17086053910703944,5.943821499437552e-11,0.10033246864519389,0.014367874486088969,0.3356278235653143,0.6013528265404298,0.4778952777676743,0.00172194151711696,0.5495963282979309,0.2954539349313573,0.2852390826840832,0.00035216178855267333,99.77968839502894
mg3si4_struct_01.vasp,-50.833061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9735990397175333e-282,5.080078953960794e-207,1.859431147028156e-143,1.4581806337103053e-91,2.4499890069213837e-51,8.819389647893614e-23,6.801966841391518e-06,1.1239631572454323,3.979158383563569e-07,3.0182274266866864e-25,3.2995595339352216e-38,1.726780727651344e-14,0.019361544657799053,0.04651193384142289,2.393924096806408e-13,1.2606311102258493e-07,0.5298014405322877,1.4629099867250381,1.436429730099765,0.556707237700354,0.07454103733562001,0.5196864853602317,0.5727246088621437,0.7848360754699775,1.025525104885823,0.6936946036281847,0.35942215935528443,0.43687046882347647,87.05773975692645
