id,target,pesm_0000,pesm_0001,pesm_0002,pesm_0003,pesm_0004,pesm_0005,pesm_0006,pesm_0007,pesm_0008,pesm_0009,pesm_0010,pesm_0011,pesm_0012,pesm_0013,pesm_0014,pesm_0015,pesm_0016,pesm_0017,pesm_0018,pesm_0019,pesm_0020,pesm_0021,pesm_0022,pesm_0023,pesm_0024,pesm_0025,pesm_0026,pesm_0027,pesm_0028,pesm_0029,pesm_0030,pesm_0031,pesm_0032,pesm_0033,pesm_0034,pesm_0035,pesm_0036,pesm_0037,pesm_0038,pesm_0039,pesm_0040,pesm_0041,pesm_0042,pesm_0043,pesm_0044,pesm_0045,pesm_0046,pesm_0047,pesm_0048,pesm_0049,pesm_0050,pesm_0051,pesm_0052,pesm_0053,pesm_0054,pesm_0055,pesm_0056,pesm_0057,pesm_0058,pesm_0059,pesm_0060,pesm_0061,pesm_0062,pesm_0063,pesm_0064,pesm_0065,pesm_0066,pesm_0067,pesm_0068,pesm_0069,pesm_0070,pesm_0071,pesm_0072,pesm_0073,pesm_0074,pesm_0075,pesm_0076,pesm_0077,pesm_0078,pesm_0079,pesm_0080,pesm_0081,pesm_0082,pesm_0083,pesm_0084,pesm_0085,pesm_0086,pesm_0087,pesm_0088,pesm_0089,pesm_0090,pesm_0091,pesm_0092,pesm_0093,pesm_0094,pesm_0095,pesm_0096,pesm_0097,pesm_0098,pesm_0099
mg3si4_struct_21.vasp,-51.199679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1275456394574377e-300,4.424925992851655e-272,6.461920877100938e-245,3.5115673574136894e-219,7.101075224888129e-195,5.343563395596567e-172,1.4963099428993282e-150,1.5591787250214314e-130,6.045802855422e-112,8.723601235590004e-95,4.6840483794836525e-79,9.359026598893375e-65,6.958629820276467e-52,1.925309389857108e-40,1.982262050845204e-30,7.594607736849355e-22,1.0827629103873721e-14,5.744406129542738e-09,0.0001134072046894565,0.08331436673252617,2.2776285189911922,2.317019183042727,0.08771222127519591,0.00012355898507606763,6.476976150953442e-09,1.2634382078324502e-14,5.421962710479893e-20,3.2672217861346246e-13,7.452349656056283e-08,0.0006325452125304516,0.1997899629219113,2.348233057641086,1.03749521721793,0.45978000175082767,0.7079776477877646,0.8338719914499912,3.956721841235867,4.5199515849493554,5.7668797850702145,2.83431648087466,3.237862526784415,3.243780005687152,3.1707723912429384,4.504344911202084,4.170747158349871,2.7268718511517256,3.0430686569001795,1.3190888608420328,2.5489150600320474,3.511820862736519,2.2875834432214686,2.2584259777698867,4.187316718436568,3.378465203318589,4.632909638478766,5.156779214482364,0.714469539170306,1.6286195109888901,2.7805249703583037,2.8675425693449474,52.81978968697493,256.94556966424494
mg3si4_struct_22.vasp,-51.149434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.895502e-317,2.079719751806702e-287,1.809351749405975e-259,5.857670460776495e-233,7.056845501495587e-208,3.1635887745735215e-184,5.277560069145262e-162,3.2761975952586863e-141,7.568167442013156e-122,6.505716284191056e-104,2.0810535230888435e-87,2.4771660725590246e-72,1.0972630108225408e-58,1.808631531164674e-46,1.1093617801647057e-35,2.5320952802961293e-26,2.150654419194578e-18,6.797433392157075e-12,7.99471586286167e-07,0.0034990073008512278,0.5698629301720689,3.453662304330686,0.7825043054192908,0.42802986175273994,2.3684777854526815,1.36564264638563,2.388254489256593,0.7345619711410465,1.823154639924328,3.912832107601332,4.83535721238601,3.004036553560123,4.61092980198395,7.334953639863929,5.7419511293506345,3.3034482378116503,1.8656694722526816,1.351302359076077,1.7958925208966074,2.8885276363889902,3.3214920486619395,2.789349278670652,2.2316958118937507,2.7742350025731297,1.551081744856827,1.8226047271990196,1.4445705912853735,1.5059833682321495,1.789768303494127,1.7665613071195878,2.8118605823830114,2.0989058215804612,0.9540671678203346,1.9736022334161962,4.192018113585585,51.12233563058835,256.59541835140857
mg3si4_struct_23.vasp,-51.106713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218366e-318,3.4915811115041313e-289,3.723427806148349e-261,1.4775680197857085e-234,2.181904663709636e-209,1.1989685772255679e-185,2.4516788163837624e-163,1.8655336654597334e-142,5.282339980083003e-123,5.565873754270639e-105,2.1823484571139223e-88,3.1841871337070627e-73,1.7288480054219025e-59,3.4930016119316543e-47,2.626180073024597e-36,7.34740467144564e-27,7.649396296014486e-19,2.9634943607417747e-12,4.27233001100537e-07,0.0022919715441512317,0.45754877151947426,3.398985474954782,0.9396042370692685,0.009665500934037443,3.699878908734962e-06,5.270288587073789e-11,2.793605169142968e-17,5.843979596947307e-25,2.5810119525622735e-18,7.430237827143115e-12,7.959745036407518e-07,0.003173067723861376,0.47069899275494914,2.5983098470745283,0.5337309067750912,0.004079787171631618,1.1604766505363696e-06,1.228341282432079e-11,4.838217991633649e-18,7.09601475611294e-26,9.128648253015534e-21,6.901334049949569e-14,1.975878651259761e-08,0.00021509105508013516,0.08974503934008213,1.5584064204157813,2.5749723881911413,3.0506207109084,4.096502291715076,4.725891786765543,2.8094107023391404,3.4962071761069713,3.335136229097373,3.939615229893626,4.730374961411178,6.263054256449052,5.36563477684419,6.1721732182319045,7.349165066607946,8.17039539912305,5.976890879408387,7.557619902409604,6.429462918464599,3.966932733747396,2.220510531746448,51.190538324208894,257.8281402480938
mg3si4_struct_24.vasp,-51.061868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.383409345114695e-300,5.3751532596463067e-272,7.771676972418676e-245,4.181406337069982e-219,8.371701754034231e-195,6.237188445245816e-172,1.7292099511306387e-150,1.783981429929453e-130,6.848834556909134e-112,9.784232499239706e-95,5.201404100377005e-79,1.0289592366227526e-64,7.574596226256021e-52,2.074935241861837e-40,2.115111905144402e-30,8.023168166832604e-22,1.1325103596216595e-14,5.948702012428104e-09,0.0001162749036193914,0.08457334438501084,2.289099993290495,2.3055777175469063,0.08641288624922029,0.00012052052106025276,8.746705598842404e-08,0.000475629264557082,0.10365742758542712,0.8407974257291047,0.31489817960818456,1.7041190441640792,6.809429455716362,9.092731629985733,7.940976479165077,2.750928117096573,4.3044564870670925,3.763557357561083,3.0071502760526054,4.575001069462607,4.638719643031063,2.289521536044193,2.0504911085212374,2.482359245523507,3.0537469038358016,1.811245493379035,1.067137735001447,1.2940176637633858,2.646440627279195,1.4932006937958922,2.3897125311546747,0.9499490929176778,0.6610612374484641,1.1867226746135586,2.0216343746187837,2.3698294231413746,2.1153682395268545,51.12565043812999,256.7444326314485
mg3si4_struct_25.vasp,-51.097978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7733951829661296e-307,3.5703713108038685e-278,9.93763680921705e-251,1.0292872656674612e-224,3.967106153647916e-200,5.6897709870265035e-177,3.0366832499237706e-155,6.030980777147445e-135,4.4571796324216833e-116,1.2257899974236542e-98,1.254456920599064e-82,4.777263244815301e-68,6.769963658080476e-55,3.570074214611172e-43,7.005705777264853e-33,5.1157614689016415e-24,1.3901204166412236e-16,1.4056535699537504e-10,5.289174808364545e-06,0.007405958943710677,0.3858987257121135,0.7734473213965293,2.0031590365667973,7.849609233094301,4.322639654059151,2.5185357723292388,3.8701672716174804,2.998194622905604,3.640447660388569,2.5645672415256837,3.481619018196395,6.784032996736862,6.031255819065822,1.639791404379888,1.122212870643229,0.8607226417063946,0.6782763029408889,1.097158610146998,1.1909595469737768,0.09298334595831934,0.5275722472852269,0.753874080302721,1.4463718072045464,0.8629737974691656,1.5615657693879743,3.532882572315753,1.1941877226540467,2.701843050890606,2.6615618329040864,2.5256015357398462,2.250551600229553,3.5684001250125554,1.47700111286216,1.1534442079187361,3.9113238832341874,51.25258344033237,255.2231335064588
mg3si4_struct_26.vasp,-51.117276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5247724176168616e-297,3.929617152918542e-269,3.7685926543653255e-242,1.3449058929027067e-216,1.78602831045948e-192,8.826093501173334e-170,1.6230520720047626e-148,1.1106574418069795e-128,2.8282094569393374e-110,2.679950803485463e-93,9.449875137450586e-78,1.239966611553508e-63,6.05453863765973e-51,1.1001408650031775e-39,7.439517271533424e-30,1.872799154395295e-21,1.7568248582120585e-14,6.16392259419953e-09,8.1956202668616e-05,0.04316143112419143,1.0422879452556475,3.065645344132714,4.49161735394661,2.031580211136882,3.320329957178146,2.8473765993222546,5.714195574152912,6.097848211852795,3.040123313259619,1.9274906920913724,5.586192840781341,4.348353844275387,2.9313144123156434,2.081972776506142,2.5852736684279,2.502743273931093,0.4395528120051051,2.6100875997444777,1.8678853198108825,1.5516089731179428,2.0216307646502893,2.435313389710532,1.7343827784520711,0.6695576730255736,0.7319089570446338,1.5579294727171757,0.6923717003848825,3.337525042631814,2.051481566550726,1.51680081292891,2.757003217768815,2.8231461787526815,2.4068487304975434,50.83989243669437,256.11725551858916
mg3si4_struct_27.vasp,-51.065616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413046657215333e-302,1.1419484093336719e-273,2.010995002498571e-246,1.3178295498253671e-220,3.213595677282832e-196,2.9161306012414183e-173,9.84705693194315e-152,1.2373417590403122e-131,5.785709637312979e-113,1.0067168579864052e-95,6.51841175955261e-80,1.5705797123644937e-65,1.4081921482211605e-52,4.698374128898796e-41,5.833336331904221e-31,2.6950708129603195e-22,4.633477805499884e-15,2.964338101600346e-09,7.057195167408738e-05,0.0625201861898588,2.061067143967872,2.5284115197265145,0.11542160878136651,0.00019606958477242994,1.239415941103878e-08,2.915463904875112e-14,2.5535867035516787e-21,6.366887863793316e-17,9.554141176645861e-11,5.3350666640675e-06,0.011085921255745401,0.8572104784124184,2.466533298475489,0.2657963793374042,0.25398108646815454,2.1639229408059917,1.7901765515761394,1.4841486372188701,0.3199706921232127,1.0812566569367397,2.8341897808403496,2.876628306618151,3.4662740960133833,3.620151417039265,4.046715794347397,2.5579064576774506,1.2953159699184005,2.267003187851551,2.612040607344278,3.470732855699473,1.7160361463138472,1.4334641144737719,2.5409134218224274,2.7502322275341435,6.293174921622596,9.713122009397965,6.5671243532713595,6.057664201571365,3.6521477977802856,3.427502034907954,2.2952550477852,3.4630554448863426,50.40146020550547,256.9431264369469
mg3si4_struct_28.vasp,-50.983128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-323,1.387547692664339e-293,2.444468221393263e-265,1.602524266528473e-238,3.90938620658156e-213,3.5489205820030974e-189,1.1988579512807926e-166,1.5070335404359875e-145,7.049557396498638e-126,1.2271129135177378e-107,7.948605534506077e-91,1.9159364769897198e-75,1.7185216581586372e-61,5.7360464098953866e-49,7.124494343258486e-38,3.292904823247332e-28,5.663541057472494e-20,3.6247718048978797e-13,8.632906388271307e-08,0.0007650981202855225,0.25232540622692945,3.0966246745823067,1.4141644050098416,0.02403228004742272,1.5197557437115446e-05,3.5763198518699357e-10,3.4399473074617656e-16,4.279968490019632e-11,2.21162996952483e-06,0.004258504984170169,0.316489804054606,1.7061267555504347,2.6012444864919098,2.453223278390993,3.067379110516705,4.619878717671026,4.604119300338306,3.8900775341006697,3.609935785358115,3.118298663330011,3.5600762184403063,3.489767093256285,2.3782298462467732,2.643876081684452,2.0892864427637776,0.7003598388977019,1.7236523395256282,2.04631020566899,2.9697463677192406,3.274035031688643,1.4817463243778468,2.6580865798614486,2.71285351815928,2.784444048123533,2.317080544183988,2.9406261936284888,3.4712833374713417,4.330896461821284,2.301549641620645,2.793226047226602,50.83137698442997,257.56138272009485
mg3si4_struct_29.vasp,-51.080875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.791359846033061e-308,2.5598536768858456e-279,8.735709808963767e-252,1.1093408329938281e-225,5.242223607379511e-201,9.218278559366376e-178,6.032090602397579e-156,1.468823550802793e-135,1.3309297759426946e-116,4.487706006178712e-99,5.6308945936225645e-83,2.6291425878591632e-68,4.5680897212338885e-55,2.953512771501642e-43,7.106026518358505e-33,6.3620713788692594e-24,2.119600403873208e-16,2.6278053508296637e-10,1.2123168303764148e-05,0.020812431383344144,1.3295762426849833,3.1607301308442257,0.27960525501249606,0.0009204219883231517,1.127489182037783e-07,5.139507745296486e-13,2.828320283691092e-19,9.34411720454711e-13,1.660637528560002e-07,0.0010982347011928046,0.27027085700244485,2.4750687638037814,0.8466598959117325,0.27966349214549246,0.9890466838893226,1.5184346706487215,3.6374600612152865,9.42607850894915,8.033264686310059,5.367212884519892,2.5998106622977186,4.39172468277572,1.80951781723191,4.289466767273829,3.428126773835796,3.231220826238575,2.431235105014321,3.255828739830447,3.153648354255958,4.957268664228939,2.9311736604930063,0.405822867486216,1.8845241183859855,1.4004393477529595,0.10281306682173161,0.6984927563334578,0.5687976226216392,0.902375360172915,1.7103441591667985,52.26602377849632,256.8670739921514
mg3si4_struct_30.vasp,-51.029669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.563105963116586e-308,2.360207580881629e-279,8.087561267304649e-252,1.0312612734977506e-225,4.8933195489448185e-201,8.640168029957186e-178,5.67707383149605e-156,1.388067669798254e-135,1.2629334855989024e-116,4.275964200396272e-99,5.387302789674063e-83,2.525762163774307e-68,4.406535402938887e-55,2.8607889323896692e-43,6.911274030740014e-33,6.213183093608384e-24,2.0785186872246552e-16,2.5874827182788666e-10,1.1986288456003499e-05,0.020662160699683508,1.3254107468358536,3.163799719127147,0.281029053977826,0.0009289176236319566,1.1425808116954695e-07,5.229743549511819e-13,8.907536372609597e-20,6.749447626173946e-20,3.9549513705231773e-13,8.623782812917747e-08,0.0006997424411464462,0.21128193414593516,2.373942823791078,0.9925716999047832,0.015443198899434967,8.955849576701178e-06,0.0001565651041674685,0.0695014699662176,1.5688167264820936,3.6261659862226723,3.7973638218706034,2.7264728504670273,1.5973142749507383,4.970907393281309,2.523675424355122,4.214750536896191,4.243381066062668,1.3929015270330518,2.7135762372725205,1.5734181247059258,2.318501886579032,1.4327748275307555,2.345528032721935,4.595762345516074,3.3896178510818795,6.617819072300116,7.628126508044807,4.56219878536809,3.1701491876156522,3.1554957597325046,2.9935794464687997,2.6275837154753723,4.070032101163469,51.561420264656086,256.70507432023294
mg3si4_struct_31.vasp,-51.042558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1021600070380376e-293,1.9638858827452215e-265,1.302181710013866e-238,3.212999638881007e-213,2.950078042687691e-189,1.0079525231592999e-166,1.281534759827757e-145,6.063235642534152e-126,1.067486143985979e-107,6.993648305857609e-91,1.7050184150483921e-75,1.5468140272381185e-61,5.22192791544238e-49,6.560053569554376e-38,3.066674218070362e-28,5.3347201373124266e-20,3.453340347103378e-13,8.318611981495129e-08,0.0007456690106490044,0.24872822157826266,3.087363585611441,1.4260482930698086,0.02451119198118925,1.5677556432614926e-05,3.731436511277165e-10,3.304893610480148e-16,1.0637624194291917e-18,3.650432886388517e-12,4.66158303439071e-07,0.002215318995344394,0.3924758481240438,2.7109979784708176,1.4916544877294189,0.2818859718727078,1.7683559573901304,3.148137533316846,5.090073076366315,4.29461982995935,4.24140434654851,4.763368368389422,2.6380561279244525,3.5765438280926647,3.010783188884597,2.0761378094514424,1.9749048338520974,0.900819700646208,2.525065743850834,1.3740940639355288,3.14528645953538,1.8369637089960915,4.103272688136475,3.922540472152075,1.7953387035260855,2.2270491931962604,3.6313152718190223,4.942333308201021,3.628304553672502,2.1862384722669836,3.591414976704923,2.7804103233021764,49.39380690432582,257.0867649362591
mg3si4_struct_32.vasp,-51.03308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055943e-317,9.842994727075167e-288,8.888864265662402e-260,2.9870950305381516e-233,3.7353865178136197e-208,1.7382242213921232e-184,3.0099535287992315e-162,1.939534577270362e-141,4.650707276787169e-122,4.149771910497209e-104,1.3778856935689748e-87,1.7024952072237993e-72,7.8278473477378165e-59,1.3393144065593376e-46,8.527200522405715e-36,2.0202920458622777e-26,1.7811708331907187e-18,5.8436034744914595e-12,7.134107433098731e-07,0.0032410243535656506,0.5479093181795722,3.4468217224803515,0.8068869636156036,0.007028947819497858,2.278513900586434e-06,2.7485066265927635e-11,1.233745657591077e-17,1.1678858835545214e-23,3.280537264227821e-16,3.490640430828528e-10,1.3821303278774319e-05,0.020364634580815572,1.1165752298856781,2.2781541112694543,0.1729664822109393,0.0004886799815427524,5.137725389023353e-08,2.010022732226788e-13,4.315441418399742e-17,6.50273529074493e-11,3.7086844206916155e-06,0.008240358902158096,0.77124444716611,3.7204322424499843,1.987403857025193,2.285888092640139,3.662975163900316,4.823916765908699,4.791890311967492,4.100725647068843,2.542477466428522,4.702259231805724,3.283857862769388,2.484485319305061,2.29128819429612,8.090535033586063,6.267001296211679,4.209911756050328,3.1848800904452506,3.8970659204699603,6.314046914359401,6.1116523689320355,3.8721954809704697,3.4187827776480653,53.44885491951699,259.43839501270276
mg3si4_struct_33.vasp,-51.049419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642813226311313e-303,1.3925868795621602e-274,2.7306237883484358e-247,1.9924396805856652e-221,5.409937379956566e-197,5.466168772382041e-174,2.055216500829628e-152,2.875516488659776e-132,1.4971244022603758e-113,2.90057205720533e-96,2.0911884488993593e-80,5.610304413355761e-66,5.600972296939803e-53,2.0807704202695653e-41,2.876528286139037e-31,1.4797790528909314e-22,2.8327538892111496e-15,2.017922842054968e-09,5.349140572738883e-05,0.052765153823802376,1.9368417979073187,2.6456039591440548,0.1344742892774072,0.0002543533290694632,1.7902733119058378e-08,4.689051381965126e-14,4.570191421816994e-21,5.7859544736609106e-21,5.386963774174713e-14,1.8663661193973366e-08,0.00024062091378132105,0.11543928926832006,2.0609035130036086,1.3691323041922427,0.03384674570042792,3.113666987218975e-05,1.0658869584360565e-09,1.3577939763121267e-15,6.485158925503222e-23,1.9935944493495626e-17,3.031346279409292e-11,1.7178979330859733e-06,0.0036694938246605454,0.32363489675295,1.965461268920011,2.5616692226119695,3.0172957561606224,5.369487191961051,2.6907260430498927,4.068715581345955,6.34466640068098,4.788471660181154,1.9259086026279355,4.644768187601549,5.948021042643724,5.616244181337286,6.376981994193977,6.193114178054188,6.631213873556659,5.244767677674187,4.953954542690318,5.716916506564409,4.446470343945967,3.206275126433739,50.2598222478046,255.84150955443144
mg3si4_struct_34.vasp,-50.977335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58840725524562e-299,2.4245862299306813e-270,2.882759293047605e-243,1.2754483318400164e-217,2.099912033056211e-193,1.2865393588115607e-170,2.933112999159287e-149,2.488388897879815e-129,7.855818811372176e-111,9.22886735879646e-94,4.0344941761889987e-78,6.563168048332535e-64,3.9730286671272576e-51,8.94980588246678e-40,7.502211018255938e-30,2.340176846776455e-21,2.7163881273603505e-14,1.1733260469358373e-08,0.00018859463875344737,0.1128037965128019,2.5107405281056736,2.079522828248146,0.06409280729711879,7.350868253731801e-05,3.1372687732451205e-09,4.9825143384846114e-15,3.0282637976062105e-22,2.5274626018635596e-16,2.8419406226050426e-10,1.189129092212477e-05,0.018515129396825085,1.07277400557553,2.3129885045781244,0.18557627366443866,0.0005540579234786994,3.174269443500194e-07,0.0011412000794689785,0.20755847285960108,1.7837065678575768,2.2590679101522073,1.5797382377054314,2.595715409900737,5.013126498765379,3.7999249910199344,2.733747797651427,3.2230141355839397,5.995404735040422,4.310017732068783,2.671010142498905,1.997437978715529,1.7217613963699676,4.14898879257887,3.5189734472651018,2.5304690903824425,5.360292450999009,6.785332124274436,7.285489280508771,6.6163047816264084,1.9302618217989882,3.0403355873338365,1.5651746240255304,2.1973003884958087,51.69211251745783,257.08146859013584
mg3si4_struct_35.vasp,-51.033383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19955e-318,3.440090105407004e-289,3.671229044707641e-261,1.4579307160546315e-234,2.1544976957628045e-209,1.18478330215216e-185,2.4244629872889516e-163,1.8461880468800077e-142,5.231425608525122e-123,5.5163004953208305e-105,2.1645096216094214e-88,3.160493257644679e-73,1.717251713760198e-59,3.4721365102153396e-47,2.6124222101482986e-36,7.314315440451284e-27,7.620575100249073e-19,2.954510593907285e-12,4.2625265638331946e-07,0.0022884023666514316,0.45717389171764905,3.398710678436266,0.9402226607067031,0.009679010810780854,3.707788717186329e-06,5.2854592026760273e-11,3.8778658304359433e-17,2.08096916135551e-11,1.5516923868537353e-06,0.0046177072004358385,0.6095634025476939,4.467047716806039,2.590744277989497,4.1309264574699585,4.738772121648111,5.8816561511195555,5.2822621560807965,3.301113124530036,2.064019164920917,2.4402141113304356,2.3401663839617686,2.7688872609139166,1.6522763747684874,1.808064651811913,1.2014220649635856,1.6057719203376433,2.474537079144785,3.6650998220546755,2.6629864218901735,3.394384295940573,3.092092739150435,2.8573627377299364,1.1378562000478456,0.7801982658939557,0.2562873923250958,1.6679131896664636,3.7970762267642932,2.9122584589998315,4.287894655200421,53.863723653810986,257.62383837618853
mg3si4_struct_36.vasp,-50.880197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-322,1.4845722352548397e-292,2.326433483308841e-264,1.3566370963799598e-237,2.943882553213973e-212,2.377174231490653e-188,7.14307632684711e-166,7.987177031675584e-145,3.323418804943413e-125,5.1458909452436634e-107,2.9649667413808584e-90,6.357155240563504e-75,5.072120358101608e-61,1.5059135008853986e-48,1.6637736657445537e-37,6.840253671800947e-28,1.0464871804654095e-19,5.957710007366219e-13,1.2621429630324114e-07,0.0009949963400905668,0.29188928927236096,3.186387411523484,1.2943828168707217,0.01956638718014426,1.100632391752275e-05,2.303868462055436e-10,1.7945551607169577e-16,1.8677375225713428e-20,1.3961190299957744e-13,3.884487785376123e-08,0.0004021877293656224,0.15495572100490312,2.2216219455015116,1.1852676773805655,0.0235313345143723,0.00010493214034847717,0.06256545525836872,1.9896642056352318,4.220512527474917,2.137478705238162,3.229582323393069,4.680457637522315,4.058544240042465,4.240971279746727,5.657314178265811,4.499684946727835,2.5482315445545645,2.725805773305832,1.3912609171423425,2.098461450053112,2.611279232274969,2.3949736015344443,3.114482964445945,3.3086592011336275,2.379077689854578,2.8345841620020504,2.221399361457563,2.125309684611495,4.539698329000095,3.3806213024920035,2.013322461251046,1.2175709325695876,49.22520395583787,256.4029244019352
mg3si4_struct_37.vasp,-50.927371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.533826209404439e-305,5.311340581643806e-276,1.2301221825148379e-248,1.060171419559689e-222,3.400068581115798e-198,4.0577286814165715e-175,1.8020302421545243e-153,2.97800133672737e-133,1.8313503860525237e-114,4.1908463945672966e-97,3.5687471983049264e-81,1.1308723065782126e-66,1.3335063744488977e-53,5.851407795075679e-42,9.5545311039567e-32,5.805533480817306e-23,1.3126792861542514e-15,1.1044825867678201e-09,3.4581422741099206e-05,0.04029123536900214,1.7468758979410948,2.8183651817027138,0.1692061795435795,0.0003780236032616627,3.142717601026968e-08,9.722446030562214e-14,1.126620304282339e-20,1.5167507231387834e-15,1.1624810654462443e-09,3.315441029767005e-05,0.03518685654474484,1.3896434216277067,2.0422552858281975,0.11192254878855501,0.09780943368184253,1.9349510873887543,4.936107853687433,2.1931357677540664,1.8666508429432307,5.327177729782774,4.8452957018698655,1.275015362436076,3.569558542403629,4.324912365270341,1.517946661649141,0.48011661427641994,1.8252832682158007,3.815838582724089,2.7970958891887396,2.102697065443666,2.9527950940241827,5.434177857882077,3.4485313917358065,1.6426406749252742,3.3291519161119547,6.446497190060419,4.285574015716157,5.688782453907345,2.3635581408436606,1.8732982575768846,1.8706537197128843,50.5054159548118,255.35184104303528
