id,target,pcm_0018,pcm_0019,pcm_0020,pcm_0021,pcm_0022,pcm_0023,pcm_0024,pcm_0025,pcm_0026,pcm_0027,pcm_0028,pcm_0029,pcm_0030,pcm_0031,pcm_0032,pcm_0033,pcm_0034,pcm_0035,pcm_0036,pcm_0037,pcm_0038,pcm_0039,pcm_0040,pcm_0041,pcm_0042,pcm_0043,pcm_0044,pcm_0045,pcm_0046,pcm_0047,pcm_0048,pcm_0049,pcm_0050,pcm_0051,pcm_0052,pcm_0053,pcm_0054,pcm_0055,pcm_0056,pcm_0057,pcm_0058,pcm_0059,pcm_0060,pcm_0061,pcm_0062,pcm_0063,pcm_0064,pcm_0065,pcm_0066,pcm_0067
CF4-00001.xyz,-25.466963,9.481255749361259e-200,1.4478718657800672e-184,6.9431090500421276e-164,1.9454229435601563e-144,3.1850079061328564e-126,3.046800704674557e-109,1.7030060625913409e-93,5.561999208428533e-79,1.06144707389313e-65,1.1837072992483585e-53,7.714990088361264e-43,2.9399740642282117e-33,6.55717580896765e-25,8.582857846458757e-18,6.640413300662872e-12,3.094258395593766e-07,0.0009102501672521103,0.18730653113853055,3.1945582408800828,5.755149711750814,1.651732318548217,1.5486244727381302,2.959243225324498,1.7633734428381518,0.11902994589671476,0.0006063531221741358,1.9762488953558554e-07,3.883639784164317e-12,4.508502081491879e-18,3.06994914015326e-25,1.2230744528192264e-33,2.848505083229597e-43,3.8769456990521626e-54,3.0833583367799563e-66,1.4328584585455604e-79,3.890646489964713e-94,6.172731579942118e-110,5.7222843126976875e-127,3.0995428024547393e-145,9.809839933340566e-165,1.8141042877279584e-185,1.960192003464066e-207,1.2375735171112277e-230,4.565406268947636e-255,9.840652212439533e-281,1.2393796599787372e-307,0.0,0.0,0.0,0.0
CF4-00002.xyz,-25.357728,9.481254240367403e-200,2.327875944066308e-185,1.2408013635536186e-164,3.864387960392711e-145,7.03226466431923e-127,7.477315796271919e-110,4.645497891272866e-94,1.6863776595619876e-79,3.576954714110845e-66,4.433105553513456e-54,3.210249088569208e-43,1.358330407481912e-33,3.3582125963782137e-25,4.851181164706324e-18,4.094765247129543e-12,2.0198614337285155e-07,0.000583417913660559,0.10117446303948645,1.3962245946202294,4.5362486104943,3.787439040891348,3.257159481896858,0.8244468977836081,0.4289917361793733,1.280163353680301,1.2537199894798734,0.31602494596382197,0.005285754023796569,5.1873264915774985e-06,2.974897082541094e-10,9.968688885966306e-16,1.9518220483887128e-22,2.232947062793423e-30,1.4926317095230563e-39,5.829924473538058e-50,1.3304826702157654e-61,1.7741549384070634e-74,1.3823241497691668e-88,6.293094813379879e-104,1.67399703042494e-120,2.6018431993118035e-138,2.36289044288536e-157,1.2538398826737733e-177,3.8875555055358673e-199,7.042829170566432e-222,7.455104484730226e-246,4.611012965560875e-271,1.666383592810364e-297,0.0,0.0
CF4-00003.xyz,-25.463676,9.481266262975769e-200,9.060185261176274e-184,3.906518637431147e-163,9.841895551668604e-144,1.448783967947742e-125,1.2461334097004697e-108,6.262698105938981e-93,1.8390538354770948e-78,3.155465506566133e-65,3.163504526233081e-53,1.8531454681051073e-42,6.342881420122334e-33,1.2685269651971336e-24,1.482343591326639e-17,1.0121264666344247e-11,4.0380378151283415e-07,0.000941940227777933,0.1301918812382458,1.384059224565419,4.731812711470111,4.049317522039928,1.7655623464243035,1.5892440045356044,1.612223610429831,1.7692146793234826,0.1432675992958593,0.0006963144582218286,2.021558416525227e-07,3.4959015681918918e-12,3.589932956888544e-18,2.1825116587905814e-25,7.83398379578811e-34,1.656341708945955e-43,2.0588627336660538e-54,1.5022965966532373e-66,6.427228718843205e-80,1.6108024431502348e-94,2.363297574084818e-110,2.028775122324945e-127,1.018655329763755e-145,2.9907458449559165e-165,5.133379391464555e-186,5.150328688650571e-208,3.020143639491942e-231,1.0350165323942877e-255,2.0728563766437335e-281,2.4259135343241234e-308,0.0,0.0,0.0
CF4-00004.xyz,-25.312495,1.1834187010801763e-198,3.315076283147593e-177,5.898645458970891e-157,6.132634603513258e-138,3.7254429192026936e-120,1.3223449670808985e-103,2.7425063910208973e-88,3.32343017465102e-74,2.3532144024654564e-61,9.735818435964e-50,2.353528537194732e-39,3.324317910136822e-30,2.7436083164039647e-22,1.3230670792890286e-15,3.7283499019673136e-10,6.144152935250187e-06,0.005966914804299516,0.368558326863623,2.4800358905941695,4.725760949857174,3.4876858296386057,2.4626211837551644,1.865694101623798,0.14694871729190406,0.077390095325149,0.9062291474229467,0.6257093073516546,0.02524313712158667,5.950453508507395e-05,8.1958279881415e-09,6.595863086925391e-14,3.101604786074276e-20,8.521917249266488e-28,1.3681200133923865e-36,1.2833558891440809e-46,7.034059674672699e-58,2.252687854930232e-70,4.215334233226746e-84,4.608918642943059e-99,2.9444358520962877e-115,1.0991100550943056e-132,2.3972663729128938e-151,3.0551141002392246e-171,2.274964397128004e-192,9.898235966432452e-215,2.516384665299239e-238,3.737939653574109e-263,3.244319150756208e-289,1.6453219e-316,0.0
CF4-00005.xyz,-25.364009,9.481253985183409e-200,1.2401441846474357e-209,1.55725822967236e-187,1.1437438422546607e-166,4.9140851900188986e-147,1.2353144850321992e-128,1.817265481161854e-111,1.564807548645793e-95,7.888825583400624e-81,2.3291213072539016e-67,4.028408055456487e-55,4.083071543636373e-44,2.426220330916882e-34,8.456566840448476e-26,1.7303527750226204e-18,2.08174494484492e-12,1.4777494118034725e-07,0.0006245989603067042,0.16155970644595496,2.8483064013437103,5.441725480622607,2.5724453855264375,2.164869413011698,1.020105457878551,1.2465126944817737,1.2493977366316389,0.4600677575412948,0.011865100798773174,1.79740035499464e-05,1.5911627128519411e-09,8.230419645259632e-15,2.487513439279923e-21,4.392835315236873e-29,4.5327361248823956e-38,2.732825999737645e-48,9.627190225113053e-60,1.9816326727263776e-72,2.3833223399368877e-86,1.674859735980876e-101,6.877175845072164e-118,1.649976826657939e-135,2.3130317224966927e-154,1.8946167039486634e-174,9.067700422927072e-196,2.535764945199467e-218,4.143399914012894e-242,3.955858423936393e-267,2.2067882173261857e-293,7.194e-321,0.0
CF4-00006.xyz,-25.455444,9.481253985199911e-200,2.543033746398984e-189,2.2899884430914703e-168,1.2049507247141024e-148,3.704886760982204e-130,6.656972731210799e-113,6.990726353141154e-97,4.2913755818409264e-82,1.540463991612318e-68,3.2356328299188922e-56,3.9811127140013716e-45,2.8750740068240977e-35,1.2229677417093941e-26,3.08293784253334e-19,4.654665608033605e-13,4.284944230659361e-08,0.00024769698955641017,0.09425607095005759,2.5549319644611197,5.982652731865999,2.3845926898270324,1.2530535750400589,2.081514493989838,2.4629512937821283,0.35930975225612305,0.004753368112613213,4.178136788042787e-06,2.2051460942218822e-10,6.837569141733798e-16,1.2401761897338653e-22,1.3146209307849023e-30,8.142815775786386e-40,2.94706109840829e-50,6.23218946523814e-62,7.70066780287265e-75,5.559710814985309e-89,2.345373719802236e-104,5.78106612777809e-121,8.326065994722659e-139,7.006607496336513e-158,3.4451787402210464e-178,9.898098159743333e-200,1.6616049713745956e-222,1.629820732512785e-246,9.340882774764656e-272,3.1280381008214563e-298,0.0,0.0,0.0,0.0
CF4-00007.xyz,-25.460239,1.0711470896860406e-199,4.8082806607114e-179,1.0980800534062256e-158,1.4652588228494492e-139,1.1424337426838066e-121,5.2045657696969846e-105,1.385402502808094e-89,2.1548072244933336e-75,1.958346175097613e-62,1.0400119622124501e-50,3.2277790554126312e-40,5.85611481234451e-31,6.215419177907431e-23,3.8662649107780125e-16,1.4163145437804104e-10,3.094760160393829e-06,0.0041802131049814475,0.38771231609376844,3.335799363158187,5.104205755719733,1.8476277993670829,1.6660803723636564,3.168442607517782,1.5761524981079211,0.08001352753395163,0.000260919402934404,5.143209532447815e-08,6.06559997795163e-13,4.256994670516824e-19,1.7702005400427372e-26,4.3457913993365686e-35,6.280792977575878e-45,5.33250229362003e-56,2.65543745881064e-68,7.747069043825194e-82,1.3230768209989175e-96,1.3220027797915048e-112,7.725146884693954e-130,2.639295041497145e-148,5.27099303865761e-168,6.1526523336443294e-189,4.197180975285213e-211,1.6732110553614302e-234,3.897825089490604e-259,5.305903674961783e-285,4.220390734747e-312,0.0,0.0,0.0,0.0
CF4-00008.xyz,-25.515748,9.481253985184815e-200,2.4737922461532703e-190,2.5445081663728496e-169,1.5292587831963396e-149,5.370258799307192e-131,1.1019143847478096e-113,1.3211185956294873e-97,9.255152047476879e-83,3.788676914061119e-69,9.063296369917076e-57,1.2672197972218495e-45,1.0359734873723256e-35,4.956203420492229e-27,1.3903155173368767e-19,2.2975281912345566e-13,2.261738845018394e-08,0.00013632573811318003,0.05385724826783415,1.6450040989146353,5.559321867439461,3.1464081716475976,0.7860677453681428,2.853042891256231,2.8180934513695206,0.31752833757384447,0.0026572422434890833,1.4418315259067422e-06,4.817819806148586e-11,9.679658607511775e-17,1.1548465863842275e-23,8.125012999891702e-32,3.3576648128862236e-41,8.131659883198748e-52,1.1526258810547326e-63,9.555343792558245e-77,4.6309801952650213e-91,1.3117967256717305e-106,2.1715503343112015e-123,2.1006357534297156e-141,1.1873833563472864e-160,3.9217536208619457e-181,7.568556546321802e-203,8.534655394360827e-226,5.623378051234057e-250,2.1649402404957288e-275,4.870026343676774e-302,0.0,0.0,0.0,0.0
CF4-00009.xyz,-25.369706,9.481254692373362e-200,6.101639658321158e-185,3.0760528208855346e-164,9.061051664849411e-145,1.55956250364396e-126,1.568448043247025e-109,9.216984831826336e-94,3.1650218644769526e-79,6.351437104939924e-66,7.450027353052518e-54,5.109929167894426e-43,2.0513295251890132e-33,4.829143732257839e-25,6.694939521620846e-18,5.514483616876245e-12,2.7467813144059294e-07,0.0008545460223303958,0.17540936448952602,2.7139554663354795,5.341597104250469,3.108484943106985,2.160812042301162,1.1354993926421988,0.8748172008582923,0.7490997588802691,0.8484122150163125,0.060799040359688215,0.0002546485039840796,6.231921193743554e-08,8.911253666588342e-13,7.445462638914819e-19,3.6348006716534606e-26,1.0368251881988524e-34,1.7280905985089288e-44,1.6829201267807672e-55,9.576273253859539e-68,3.183945198668102e-81,6.185440975797803e-96,7.021207022837165e-112,4.6568142875746866e-129,1.8046878213568452e-147,4.0864979470269085e-167,5.4067527676638246e-188,4.1798217933927204e-210,1.888056774322901e-233,4.983200502024419e-258,7.684890830246098e-284,6.9247336226715e-311,0.0,0.0
CF4-00010.xyz,-25.406148,9.481253985183409e-200,8.524167207531617e-210,1.0788375930097941e-187,7.983265496732747e-167,3.454134727470974e-147,8.738830856744709e-129,1.2928731193379428e-111,1.1186640234964645e-95,5.661990904974889e-81,1.6768765996999155e-67,2.9074891714525728e-55,2.953827796773121e-44,1.760778549467757e-34,6.172730027566487e-26,1.2775360793767086e-18,1.5710660525866316e-12,1.1605720444173109e-07,0.0005246925987365648,0.1500460842747852,2.903894257513234,4.976712637590019,2.6649395675358964,1.8603675496307805,1.506717318832004,1.5375962835545587,1.3524311352459488,0.23026005506567224,0.0027456867203894003,1.938602701735564e-06,8.00469341309905e-11,1.9313533158813438e-16,2.7228043423641734e-23,2.242886394896829e-31,1.0795286043238024e-40,3.03596710239295e-51,4.988798889633979e-63,4.789949791034192e-76,2.687212147177289e-90,8.808642320101962e-106,1.6871435105345645e-122,1.8881265740384558e-140,1.2346566849390927e-159,4.717341840567422e-180,1.0531361320442005e-201,1.373750004111077e-224,1.0470488132411273e-248,4.66296525796984e-274,1.2133705759653735e-300,0.0,0.0
