X,train_err,train_unc,test_err,test_unc,train_r2_mean,train_r2_std,test_r2_mean,test_r2_std
176,0.07920320511819633,0.0,0.2673325596161864,0.0,0.9429818631694716,0.0,0.5092901853194112,0.0
