REF-0,REF-1,ML-pred-0,ML-pred-1
4.087566666666667,0.5564817864644509,4.0864205,0.55625147
4.2422,0.7126222140798026,3.7278605,0.45964772
3.2100727272727267,0.4265202975027311,3.208386,0.42641377
2.46685,0.6504360591172662,2.4649854,0.65008503
3.4321,0.6155911792740375,3.430843,0.61534643
2.8114166666666667,0.31367664251679,2.8156667,0.31326512
5.654672727272726,0.2947828186679444,5.3847256,0.37618324
4.023733333333333,0.2531846230191188,4.021923,0.25315064
3.2079428571428568,0.3143943005057124,3.2069294,0.3141274
4.836081818181818,0.4196153186388262,4.8349714,0.41938436
3.7101500000000005,0.5364610880576522,3.7095425,0.536503
2.9061,0.33476703840133365,2.9046426,0.33448464
5.9416,0.2831325131453469,5.940191,0.2829602
3.5527500000000005,0.4766765948849504,3.5515022,0.47639322
2.817816666666667,0.46112022474260095,2.8190749,0.46063635
2.984866666666667,0.36782450978693637,2.9783711,0.3679251
2.819983333333333,0.3793205948359073,2.8157883,0.37931836
3.507375,0.4125803566752612,3.5062287,0.41250354
3.4227333333333334,0.370910788914711,3.4225774,0.37083364
2.8908083333333328,0.4604922928154436,3.0008984,0.4242806
2.7601666666666667,0.4696825452721587,2.7587867,0.46937713
2.746366666666667,0.7656182173032894,2.4848802,0.64476323
3.2372,0.4472775089360072,3.2358246,0.44697633
4.15051,0.575889129858247,4.149428,0.57558185
3.1459666666666664,0.2542633542871117,3.5445704,0.24659693
2.7721333333333336,0.3956642558196701,2.7702231,0.3957553
5.332775000000002,0.6129841390874052,5.3312593,0.6126788
4.849266666666667,0.3369213775744521,4.8484926,0.3368319
5.816949999999999,0.2430690418192105,5.8155165,0.24274814
2.3543818181818184,0.5613182017682695,2.3531058,0.56099653
2.896390909090909,0.3203791268311513,2.8953083,0.32010713
3.9362,0.648945197994407,3.7608905,0.7972704
