REF-0,REF-1,ML-pred-0,ML-pred-1
4.802175,0.3544572863648634,4.757707,0.35176706
3.843066666666667,0.2623140611302921,3.8238397,0.26647407
3.5527500000000005,0.4766765948849504,3.5755057,0.4957089
2.6208666666666662,0.6351909660356745,2.7755795,0.6457842
2.819983333333333,0.3793205948359073,2.8829334,0.39341575
3.90713,0.4144245516375689,3.9188159,0.4161391
2.5816666666666666,0.2761274041694038,2.543228,0.28762573
2.5984,0.5728299538257405,2.5550964,0.5841012
2.932975,0.2660943989765036,3.0746336,0.30186805
4.1776,0.4115991820529613,4.1819077,0.45022523
4.295544444444444,0.2964243415743345,4.2741585,0.32720226
5.125399999999999,0.459195143702544,5.055438,0.45859787
6.1186428571428575,0.4221718246446696,6.0106783,0.30980203
3.4227333333333334,0.370910788914711,3.4995584,0.36347497
3.6689909090909087,0.4876604258181002,3.6494553,0.48102486
3.654363636363637,0.38469627051149635,3.5607548,0.3703794
3.9343,0.6696911974932925,3.9149182,0.65845376
4.547033333333332,0.0569582595707885,4.5926714,0.052102588
3.846666666666666,0.5021532070328069,3.8598893,0.51337284
2.8891500000000003,0.3893082384762164,3.0623312,0.320448
2.92575,0.4136907258649468,2.7817626,0.41512695
5.5909,0.33749066865407035,5.6329823,0.34160393
3.3174153846153844,0.4285675964694365,3.2365165,0.43384913
2.8114166666666667,0.31367664251679,2.8610039,0.36663857
5.373683333333335,0.2927001292563205,5.333141,0.28500205
4.01388,0.7712291024361336,3.907378,0.7649438
2.3543818181818184,0.5613182017682695,2.3658025,0.57890046
2.9558266666666664,0.3889826574662729,2.8978238,0.3728158
5.217185714285714,0.47522203031345056,5.1808486,0.47614062
3.5467538461538464,0.4811455680896455,3.4902594,0.5252093
3.5911,0.4798083311768009,3.6657832,0.47874367
5.057799999999999,0.1349376399180994,5.1278954,0.28145027
3.937871428571429,0.5863985553480551,3.9919071,0.5757062
4.908849999999998,0.5337949091177248,5.025917,0.49229667
4.268818181818181,0.3800164860060201,4.2058406,0.32486227
2.7721333333333336,0.3956642558196701,2.8923955,0.4313606
3.7824875,0.4864591024874106,3.6571298,0.496833
5.38732,0.3049959294810343,5.279247,0.30014917
2.4491555555555555,0.4645970515164488,2.5756562,0.46939912
3.954278571428572,0.3663831625678052,3.8248503,0.46798798
6.236177777777778,0.1807722792477996,6.089212,0.17904872
3.964438461538462,0.5072964526757858,4.077293,0.53191733
2.8072285714285714,0.3175105600043654,2.7750378,0.38026255
2.896390909090909,0.3203791268311513,3.0152035,0.30679107
3.2372,0.4472775089360072,3.2074063,0.45598146
2.9539833333333334,0.5659438148042185,2.9774015,0.58039016
5.797371428571429,0.3135346536630664,5.800721,0.31775206
4.35698,0.4762138826199842,4.220068,0.46761718
5.9416,0.2831325131453469,5.877682,0.27722096
3.96586,0.4807907216242843,4.031754,0.5065841
2.352257142857144,0.3877711174440529,2.4198802,0.5454343
3.479325,0.48242967967708345,3.5809028,0.45908535
3.0698666666666665,0.797446282412385,3.0689516,0.8111264
4.75395,0.7968386317191204,4.5907474,0.7927753
4.087566666666667,0.5564817864644509,4.080679,0.5482533
2.847683333333334,0.3179584024155781,2.7671297,0.32699978
2.817816666666667,0.46112022474260095,2.9037862,0.46773615
6.324200000000001,0.0,6.1700706,0.0054796147
5.81545,0.1451690221775984,5.8035407,0.15839827
2.611166666666666,0.4795275828006838,2.632778,0.50777376
2.8463,0.41694323354624657,2.8158233,0.41874582
2.9985,0.5392396313328611,2.9758656,0.5328104
2.5906583333333333,0.4359593276657673,2.683596,0.4101325
4.023733333333333,0.2531846230191188,4.3225574,0.101648584
5.828244444444445,0.19699743723657362,5.801941,-0.021043932
2.2431500000000004,0.6059701073485391,2.3554935,0.61239344
3.220966666666667,0.45173893271815013,3.7604532,0.20509933
3.713471428571428,0.1999599769477691,3.616058,0.21388741
3.16810625,0.6212208565598872,3.1307974,0.6156329
4.4424,0.1561918371746742,4.4476123,0.16374874
4.271841666666667,0.36070693835687156,4.319134,0.3949934
3.4059666666666666,0.2664515215444141,3.3754122,0.2720073
2.984866666666667,0.36782450978693637,2.968472,0.37477416
3.2841454545454543,0.5576533912093361,3.2903554,0.5740981
3.1843142857142857,0.4738134493256863,3.2280986,0.4809611
4.836081818181818,0.4196153186388262,4.765468,0.4155665
2.1377666666666664,0.9034316594703404,2.2756078,0.73168796
3.6781,0.4651348406645106,3.7066088,0.46951234
4.2422,0.7126222140798026,4.215525,0.9189091
4.225242857142858,0.4483605343818842,4.241898,0.47450826
4.002775,0.4018457086636967,4.0140667,0.42472303
4.567857142857143,0.3571902660914435,4.4836097,0.38265
2.5060333333333333,0.8350335342567587,2.7185483,0.8464255
6.198600000000001,0.2449417890030201,6.2624445,0.26404524
3.1331333333333333,0.5227196221047505,3.0969937,0.51312095
2.7686,0.3313431453946196,2.698999,0.34914073
4.307640000000001,0.3053676916622176,4.3281555,0.3240141
2.022366666666666,0.5354428572063815,2.1328037,0.5421433
3.4321,0.6155911792740375,3.380548,0.6344861
4.5245000000000015,0.1629957054648986,4.7210984,0.17451705
5.6831,0.0,5.8456492,0.028797776
3.1793333333333336,0.5890298832260833,3.1516838,0.60642964
3.7770666666666655,0.4691784024583115,3.7771902,0.47768876
3.389657142857143,0.5530521188735075,3.344948,0.5682402
5.360366666666667,0.2746664935274533,5.3837404,0.28271452
4.41,0.249556877284518,4.3948455,0.103443705
5.728999999999999,0.19541013279766203,5.7601366,0.1977917
4.25625,0.570423040383188,4.305124,0.5741942
5.80965,0.0731855518528073,5.7749286,0.076630525
3.35658,0.3988160879402936,3.4170556,0.43153143
2.865611111111111,0.2632126157901842,2.8994524,0.29187006
2.6303461538461543,0.4694574024257235,2.5710695,0.4869043
2.906385714285715,0.133094057325029,3.0331783,0.14259192
3.4045181818181818,0.3626790008207859,3.428821,0.38992557
4.15051,0.575889129858247,4.2142224,0.58731925
3.739233333333333,0.4248062381839513,3.8288317,0.43491307
3.2537666666666665,0.8377895957020872,3.3433192,0.83370763
3.9362,0.648945197994407,3.9695976,0.6572765
4.9812,0.2610498726297332,4.966674,0.26540226
3.77645,0.40352269895438164,3.8427758,0.42022493
4.849266666666667,0.3369213775744521,4.8458767,0.39265323
2.86345,0.3932923776094756,2.8089602,0.41344023
3.957566666666666,0.2141255317175729,3.9978015,0.21795134
3.371377777777778,0.3788252789142305,3.4822748,0.41217297
2.4766,0.8265048880678203,2.340899,0.8349506
2.89778,0.4315313830666647,2.9650376,0.47239652
5.320033333333333,0.3039148441586887,5.3679585,0.30964962
3.7652,0.605907319645505,3.7601383,0.6181206
4.686464285714286,0.2093875817607252,4.8228073,0.1976333
3.2046666666666668,0.7136886038976195,3.0997798,0.7065712
3.528466666666666,0.4186482473389802,3.5305657,0.4453289
2.9061,0.33476703840133365,2.9005907,0.35076717
3.72055,1.1665140569234471,3.8382657,1.1841398
4.9963555555555565,0.12892081979951,5.0212665,0.017703554
5.816949999999999,0.2430690418192105,5.9084263,0.2564109
4.188300000000001,0.32071970628572255,4.156351,0.31684053
5.5732,0.2102774086092668,5.679266,0.22175592
2.8908083333333328,0.4604922928154436,2.8980317,0.51775944
3.2100727272727267,0.4265202975027311,3.2945771,0.34105054
3.33158,0.5609299751305862,3.3017452,0.56298983
3.2870666666666666,0.4054625301224929,3.4192348,0.41174725
4.17995,0.5676303594770102,4.1086855,0.6566687
3.04646,0.3847493591071119,3.0042682,0.3927888
3.69005,0.3750587192122625,3.5972238,0.5167002
3.1716250000000006,0.5954198230507766,3.1558802,0.6129694
2.500672727272727,0.44286718571352535,2.6051247,0.4261842
2.6883,0.4898126113992109,2.705637,0.50328773
5.654672727272726,0.2947828186679444,5.6955624,0.28677922
5.57346923076923,0.2393710765896589,5.486927,0.23661295
3.605007692307692,0.40684362364742077,3.6706748,0.43005523
5.39175,0.6732363663677117,5.325569,0.6756027
3.1459666666666664,0.2542633542871117,3.1938665,0.27400434
3.7516,0.2447474412532233,3.7823744,0.27828124
2.64405,0.3760509367093771,2.6661909,0.39018193
4.1789,0.3731755565414219,4.1569815,0.5629723
3.7101500000000005,0.5364610880576522,3.8813329,0.44956818
2.9148333333333336,0.2810588609763681,2.90448,0.28922278
5.323177777777778,0.22868763509303341,5.389854,0.2254652
5.332775000000002,0.6129841390874052,5.3338404,0.60791194
4.066766666666667,0.4396008454647617,4.037683,0.44247824
2.450466666666667,0.343260547300929,2.5919216,0.19041227
4.45515,0.41879381902929613,4.3111525,0.42111394
3.714833333333333,0.5143347774877114,3.8084457,0.52906376
3.793155555555556,0.3585165690421821,3.6955888,0.3509444
2.4662875,0.5203632040288233,2.3966858,0.54872465
4.399983333333333,0.2099798220464686,4.3952804,0.21075203
3.507375,0.4125803566752612,3.5337505,0.43001366
3.7255,0.2772394632803924,3.7572682,0.29347196
5.1638,0.3805093008061693,5.2444544,0.3857917
3.14595,0.6459252363857599,3.269021,0.65109307
