ind,Lambda,max packing efficiency,OFM: s^1 - s^2,OFM: s^1 - d^2,OFM: s^2 - s^2,OFM: s^2 - s^1,OFM: p^1 - p^1,OFM: s^1 - d^10,std_dev Gaussian center=1.0 width=1.0,OFM: p^1 - s^1,OFM: s^1 - f^1,OFM: s^1 - p^4,avg d valence electrons,std_dev Gaussian center=6.0 width=1.0,std_dev Gaussian center=4.0 width=1.0,OFM: d^1 - s^1,OFM: s^1 - s^1,std_dev Gaussian center=8.0 width=1.0,OFM: p^4 - s^1,std_dev Gaussian center=3.0 width=1.0,mean Gaussian center=1.0 width=1.0,OFM: s^1 - p^3,mean Gaussian center=2.0 width=1.0,OFM: s^1 - p^1,avg p valence electrons,structural complexity per cell,mean Gaussian center=5.0 width=1.0,mean Gaussian center=3.0 width=1.0,structural complexity per atom,avg f valence electrons,mean Gaussian center=7.0 width=1.0,avg s valence electrons,std_dev Gaussian center=2.0 width=1.0,std_dev Gaussian center=7.0 width=1.0,mean Gaussian center=9.0 width=1.0,std_dev Gaussian center=5.0 width=1.0,OFM: s^1 - d^1,std_dev Gaussian center=9.0 width=1.0,std_dev Gaussian center=0.0 width=1.0,mean Gaussian center=0.0 width=1.0,mean Gaussian center=4.0 width=1.0
108,0.14,0.3295945841375692,0.628457901702492,0.0,0.5856165046068713,0.4331466377114794,0.195427335050909,0.0,0.0057505172767097,0.2086226051558634,0.0,0.0,0.0,0.000824745273458,0.0025725013087233,0.0,0.0414821562340668,0.0007175469314092,0.0,0.0055224166741829,0.1785309061307225,0.0,0.214663501926802,0.2086226051558633,0.3333333333333333,9.509775004326936,0.2116217071347326,0.211369737188842,1.584962500721156,0.0,0.2133582630476127,1.6666666666666667,0.0096662114835222,0.0011222398610329,0.2153764657923578,0.0007352442707736,0.0,0.0015552586283146,0.0242424260500793,0.0864888923285793,0.2140801012456714
109,0.58,0.4351782942932171,0.0,0.0,1.4996394824566597,0.0,0.3244249184895812,0.0,0.0159445419598491,0.0,0.0,0.0,0.0,0.0032798001360408,0.0036417451348898,0.0,0.0,0.0038116162393492,0.0,0.0072961996910459,0.0404452128527326,0.0,0.084732872678261,0.0,0.5,4.0,0.0862140071172646,0.0826022076027671,1.0,0.0,0.0856806395758524,2.0,0.0040098358764427,0.002144134952973,0.0869801046945984,0.0037055910533335,0.0,0.0003862817013052,0.0120402888253937,0.0140247529487422,0.0837130836730647
110,1.51,0.3488576352430634,0.4925394023155488,0.0,0.0,0.1142342671306995,0.0,0.0,0.0096228958715659,0.0,0.0,0.0,0.0,0.0010271687403386,0.005657845683804,0.0,1.7896560273510742,0.0029390112099864,0.0,0.0083328395313677,0.5566447978286773,0.0,0.5784359256900212,0.0,0.0,18.54397280068333,0.5837481712023229,0.5867267114275169,1.6858157091530304,0.0,0.5812207252084481,1.0909090909090908,0.0078434892904713,0.0024978332551339,0.5799132037006453,0.0023271815067318,0.0,0.0038259746407352,0.0631588799627505,0.444517704106419,0.5795806079563057
111,2.16,0.2423958177514112,0.3072571239528083,0.0,0.0,0.081023621736227,0.0,0.0,0.026188685192372,0.0,0.0,0.0,0.0,0.0051943361927143,0.0064964240242308,0.0,1.3812282185603313,0.004524299692115,0.0,0.0109593505430009,0.3667225854148302,0.0,0.3803047618205851,0.0,0.0,32.105716335834195,0.3868011209659197,0.3821417108993669,2.4696704873718613,0.0,0.3837254818441003,1.0769230769230769,0.0140255745788126,0.0034609862668263,0.3856100170907889,0.005842326468608,0.0,0.0037717194906475,0.0635106691588038,0.2602335711864971,0.3870225948740945
112,1.01,0.2893935789027734,0.3413376222011178,0.0,0.0010390320962442,0.0780967646112836,0.0,0.0,0.010994530122521,0.0,0.0,0.0,0.0,0.0011495735346173,0.007451629116942,0.0,1.825444223300712,0.0034520099246928,0.0,0.0031217808510075,0.6316227512905443,0.0,0.6382564655748884,0.0,0.0,28.22556248918266,0.6447923410051507,0.6496003471951003,1.7640976555739163,0.0,0.6499899267068192,1.0625,0.0168051902259563,0.0044068691738523,0.6496160044555623,0.0064652792177414,0.0,0.0036927872910533,0.0690422487373031,0.5136828165716093,0.6507720956367447
113,5.81,0.46061806725575,0.8905688731010768,0.0,0.0,0.1781137746202157,0.0,0.0,0.0014874768970616,0.0,0.0,0.0,0.0,0.0022042672683322,0.0033178274837369,0.0,1.4081130261244337,0.0016918155921399,0.0,0.0076721551257892,0.2574072658346787,0.0,0.2893622070943502,0.0,0.0,4.141709450076292,0.2884744149392492,0.2906498787336509,0.5916727785823275,0.0,0.2873259142100926,1.1428571428571428,0.010235289132717,0.0025389533553786,0.291134711123152,0.0002702766036314,0.0,0.0003391475709815,0.0364158123777071,0.1572837310036664,0.2885828642311284
114,3.44947,0.4606180672557499,0.8906113778817436,0.0,0.0,0.1781222755763492,0.0,0.0,0.001482962692458,0.0,0.0,0.0,0.0,0.0022025264398179,0.0033198651533384,0.0,1.4081802320836097,0.0016942829827331,0.0,0.0076719586623381,0.2574506336585827,0.0,0.2894030157458561,0.0,0.0,4.141709450076292,0.2885162552198974,0.2906918780018371,0.5916727785823275,0.0,0.2873681687547221,1.1428571428571428,0.0102323956740909,0.002539396437633,0.2911394202805663,0.0002674738003127,0.0,0.0003428841691052,0.03641891072625,0.1573183922459435,0.2886237862717202
115,2.86581,0.4606180672557501,0.8982984016453948,0.0,0.0,0.179659680329079,0.0,0.0,0.0006717572853861,0.0,0.0,0.0,0.0,0.001880669632161,0.0036725852796406,0.0,1.4203344838440972,0.0023054176641739,0.0,0.0076212045834599,0.2653567719238326,0.0,0.2968534333634662,0.0,0.0,4.141709450076292,0.2961590679118085,0.2983436982862279,0.5916727785823275,0.0,0.2951103116472476,1.1428571428571428,0.0097028296426907,0.0025942891066887,0.2994651850302227,0.0002319671167671,0.0,0.002309213516844,0.0369640044522056,0.1636642176727298,0.2960939898364562
116,2.49732,0.4606180672557499,0.9056993314980946,0.0,0.0,0.1811398662996196,0.0,0.0,9.836625223929088e-05,0.0,0.0,0.0,0.0,0.0015601231204479,0.0039803898802033,0.0,1.4320363814129335,0.0027073416020806,0.0,0.0075439873404453,0.273087274563672,0.0,0.304159488098365,0.0,0.0,4.141709450076292,0.3036606304354793,0.3058172749025691,0.5916727785823275,0.0,0.3027341215906934,1.1428571428571428,0.0091824817125732,0.0026004975137009,0.2997505919239561,0.0006946161366096,0.0,0.0022638883694905,0.0374598171081477,0.1699199382856918,0.3034167331635587
117,2.05349,0.4606180672557498,0.919487754107524,0.0,0.0,0.1838975508215052,0.0,0.0,0.0014993759541927,0.0,0.0,0.0,0.0,0.0009464153269147,0.004461467927902,0.0,1.4538377918063126,0.002696967115709,0.0,0.0073276054581977,0.2878011266249869,0.0,0.3181239149761946,0.0,0.0,4.141709450076292,0.3180106475302856,0.3200247876829418,0.5916727785823275,0.0,0.3173604805277547,1.1428571428571428,0.008191915825636,0.0024813220253352,0.3227780649421642,0.0014903559541905,0.0,0.0052480183278583,0.038306245654607,0.1819607156165104,0.3174019312083585
118,2.55,0.46061806725575,0.9257582822228486,0.0,0.0,0.1851516564445699,0.0,0.0,0.0021199851133191,0.0,0.0,0.0,0.0,0.0006643987248138,0.0046374150613894,0.0,1.4637523672945845,0.0027955288487315,0.0,0.0071988578096309,0.2946271573287292,0.0,0.324628123168234,0.0,0.0,4.141709450076292,0.3246961229830084,0.326610333258698,0.5916727785823275,0.0,0.3241668327301868,1.1428571428571428,0.0077348195575357,0.0023640577879021,0.3262686097015417,0.0018173935141212,0.0,0.0046911222580454,0.0386574363388411,0.1876041074718455,0.3239099195447061
119,2.69,0.46061806725575,0.9257582822228486,0.0,0.0,0.1851516564445699,0.0,0.0,0.0021199851133191,0.0,0.0,0.0,0.0,0.0006643987248138,0.0046374150613894,0.0,1.4637523672945845,0.0027955288487315,0.0,0.0071988578096309,0.2946271573287292,0.0,0.324628123168234,0.0,0.0,4.141709450076292,0.3246961229830084,0.326610333258698,0.5916727785823275,0.0,0.3241668327301868,1.1428571428571428,0.0077348195575357,0.0023640577879021,0.3262686097015417,0.0018173935141212,0.0,0.0046911222580454,0.0386574363388411,0.1876041074718455,0.3239099195447061
120,1.98,0.4606180672557499,0.9533518067928088,0.0,0.0,0.1906703613585619,0.0,0.0,0.0047062682662866,0.0,0.0,0.0,0.0,0.0005490107230139,0.0050697756250435,0.0,1.507381560451031,0.0025732006631151,0.0,0.0064223956109847,0.3256757650732543,0.0,0.3544096306262344,0.0,0.0,4.141709450076292,0.355261324755343,0.3565469932767701,0.5916727785823275,0.0,0.3550907158309613,1.1428571428571428,0.0057038594930788,0.0014160276119351,0.3515130536670875,0.002941864860666,0.0,0.0008052307830955,0.0399488496368104,0.2137011925828417,0.3536601414570069
121,1.66,0.4606180672557498,0.9967574892352756,0.0,0.0,0.1993514978470554,0.0,0.0,0.0082097448576002,0.0,0.0,0.0,0.0,0.0020910065938911,0.0046365863905577,0.0,1.5760119704071205,0.0001616982824179,0.0,0.0046289870130473,0.3779261172440322,0.0,0.4051493775342639,0.0,0.0,4.141709450076292,0.4068345672583261,0.4069791230340185,0.5916727785823275,0.0,0.4064443134437163,1.1428571428571428,0.0025849460752127,0.0008575843338035,0.4131727547048966,0.0035749862722335,0.0,0.0040303838136971,0.0411449155048982,0.259005365941438,0.4042373666685517
122,2.06,0.4421979736837474,0.938260076933193,0.0,0.0,0.1839744108778919,0.0,0.0,0.0037378151921849,0.0,0.0,0.0,0.0714285714285714,0.0003755569076537,0.0049077494345847,0.0915703136124985,1.455881903835015,0.0026655162216453,0.0,0.0068820273430853,0.3084452335879847,0.0,0.3379211469785003,0.0,0.0,10.283418900152585,0.3383361513966786,0.3399714765250078,0.7345299214394703,0.0,0.3380166910701567,1.1428571428571428,0.0068840588253305,0.0020201930603796,0.3365461718498611,0.0023975849123828,0.4670039114944333,0.0056257850847352,0.0394416464200515,0.1995171251094108,0.3372048881921977
123,2.2,0.4331652599925365,0.9384341070115164,0.0,0.0,0.1802314888133649,0.0,0.0,0.0063418860007393,0.0,0.0,0.0,0.0714285714285714,8.796041296218306e-05,0.0048802495007775,0.0888783345278248,1.4284960820971258,0.0026557766828767,0.0,0.0069910287329279,0.3089171052212651,0.0,0.3379472461780438,0.0,0.0,20.56683780030517,0.338562208903824,0.3399563750983403,0.7345299214394703,0.0,0.3380890109941574,1.1428571428571428,0.0069495727001083,0.0022374114895521,0.3370631257242774,0.002610483204833,0.4627740748546999,0.005403331311621,0.0397156526629792,0.2001846942802363,0.3373318239719163
124,1.973,0.3708981096703989,0.5986942635313512,0.0,0.0,0.0941733591186968,0.0,0.0,0.0153061046577437,0.0,0.5986942635313512,0.0,0.0909090909090909,0.0019847673505081,0.0034012345224785,0.0941733591186968,1.4819054239175653,0.0037488531808347,0.0,0.0061016014541797,0.2884959690955927,0.0,0.3140225355037377,0.0,0.0,12.05374780501027,0.3147845916537962,0.3176447260592855,1.0957952550009336,0.0909090909090909,0.3177861075120181,1.0909090909090908,0.0188568231434687,0.0035419379671847,0.31863308855729,0.0048940198903688,0.5986942635313512,0.0010069266288515,0.0466191794030249,0.1980697237813025,0.3195547630273869
125,1.148,0.3747123188300749,0.6211145247885228,0.0,0.0,0.097514550257298,0.0,0.0,0.0123279536921071,0.0,0.6211145247885228,0.0,0.0909090909090909,0.0027358175808948,0.0019569447737269,0.097514550257298,1.5361928250198866,0.0033017597203399,0.0,0.0074428630356427,0.3233040289572483,0.0,0.3468552119522167,0.0,0.0,12.05374780501027,0.3485275726386756,0.3529081954082018,1.0957952550009336,0.0909090909090909,0.3510589964452608,1.0909090909090908,0.0181027664647628,0.0013076501874773,0.3545420926144021,0.0050137608542357,0.6211145247885228,0.0026646771369963,0.0500502976696306,0.2284596980328321,0.3523404918170639
126,0.866,0.3752762368168018,0.6379506829586858,0.0,0.0,0.1001295707721968,0.0,0.0,0.0099001646229933,0.0,0.6379506829586858,0.0,0.0909090909090909,0.003952141075163,0.000756602798874,0.1001295707721968,1.5776599314478452,0.0020110717978954,0.0,0.0082533068714139,0.3527047321424537,0.0,0.3751837747621316,0.0,0.0,12.05374780501027,0.3775835660038825,0.382703891845453,1.0957952550009336,0.0909090909090909,0.379581525614955,1.0909090909090908,0.0169885215545199,0.0007268628394797,0.3857908306858453,0.0047437709237123,0.6379506829586858,0.0043242028071498,0.0525290050262333,0.2544244655314748,0.380274121724449
127,0.743,0.3764621298548761,0.6526216803921854,0.0,0.0,0.1023714266923185,0.0,0.0,0.0080495956949846,0.0,0.6526216803921854,0.0,0.0909090909090909,0.0047098471043275,0.0009462573794297,0.1023714266923185,1.6135765959672326,0.0007070981236014,0.0,0.0087574585059318,0.3787959831526308,0.0,0.4005564934804574,0.0,0.0,12.05374780501027,0.4036130433999838,0.4090527764029396,1.0957952550009336,0.0909090909090909,0.4050239721116584,1.0909090909090908,0.0158833394534714,0.002190076404985,0.4042076600327527,0.0043192046325912,0.6526216803921854,0.0062882458875977,0.054480522240305,0.277940636336435,0.4052415722522873
128,0.691,0.377088514240277,0.6651002134255907,0.0,0.0,0.1042960495675782,0.0,0.0,0.0067860479213573,0.0,0.6651002134255907,0.0,0.0909090909090909,0.004961214729224,0.0018379085549762,0.1042960495675782,1.6442373851634602,0.000356406271287,0.0,0.0090357567855423,0.4021488238753846,0.0,0.4235059237084098,0.0,0.0,12.05374780501027,0.4271175485178045,0.4325720967419945,1.0957952550009336,0.0909090909090909,0.4278626108322118,1.0909090909090908,0.0147783721675587,0.0031271412678912,0.4248408885714783,0.0037630326938477,0.6651002134255907,0.0062129918518816,0.0559851988566114,0.2991982302447426,0.4277376927425277
129,1.901,0.370720408503438,0.5944107981052316,0.0,0.0,0.0935078264595818,0.0,0.0,0.015917193111612,0.0,0.5944107981052316,0.0,0.0909090909090909,0.0020752511398128,0.0036896674403804,0.0935078264595818,1.4713594217223491,0.0035503875231859,0.0,0.0057888718839499,0.2816686321648119,0.0,0.3075891333627813,0.0,0.0,12.05374780501027,0.3081836957445145,0.3107011398983009,1.0957952550009336,0.0909090909090909,0.311311713999676,1.0909090909090908,0.0189786265339639,0.003895794334294,0.3100664798665455,0.004838151915234,0.5944107981052316,0.002062404226933,0.0458987562671836,0.1922626015183274,0.3131454428923799
130,1.952,0.3707992587980409,0.5954235797466212,0.0,0.0,0.093663483337108,0.0,0.0,0.0157775492972151,0.0,0.5954235797466212,0.0,0.0909090909090909,0.0020474179482631,0.0036252090322084,0.093663483337108,1.473841216521352,0.0037936650061093,0.0,0.0058625100287408,0.2832488409661448,0.0,0.309073513085163,0.0,0.0,12.05374780501027,0.3097075959123839,0.3123066630440679,1.0957952550009336,0.0909090909090909,0.3128091807530792,1.0909090909090908,0.0189546766457815,0.0038173697960295,0.3152330515095047,0.0048537895576239,0.5954235797466212,0.0023940406381881,0.0460670163785971,0.193607079717997,0.314627895189875
131,2.215,0.3708688954022597,0.5964362141621334,0.0,0.0,0.0938195333192487,0.0,0.0,0.0156364198116358,0.0,0.5964362141621334,0.0,0.0909090909090909,0.002023119987247,0.0035594318704715,0.0938195333192487,1.4763255472658694,0.0037490037093492,0.0,0.0059358099033551,0.2848399751349009,0.0,0.3105698513491099,0.0,0.0,12.05374780501027,0.3112435246717667,0.3139236788487389,1.0957952550009336,0.0909090909090909,0.314316881242743,1.0909090909090908,0.0189287254151956,0.0037379331395877,0.3175037079540882,0.0048682155920551,0.5964362141621334,0.0012504834077919,0.046235471943164,0.1949617685767225,0.3161210516797581
132,2.231,0.3709371568684099,0.597362185793882,0.0,0.0,0.0939620045345943,0.0,0.0,0.0155074984267629,0.0,0.597362185793882,0.0,0.0909090909090909,0.0020041633686865,0.0034990496370041,0.0939620045345943,1.4785957702596813,0.0037433140998123,0.0,0.0060020021373347,0.2862957218793897,0.0,0.3119392334718464,0.0,0.0,12.05374780501027,0.3126492148656057,0.3154028098866338,1.0957952550009336,0.0909090909090909,0.3156965065689873,1.0909090909090908,0.0189041185667323,0.0036627229062025,0.318273889015799,0.0048805694699083,0.597362185793882,0.0009794456966585,0.0463886144563658,0.1962030649426912,0.3174874145821406
133,0.59,0.3764239645021333,0.6525656271096665,0.0,0.0,0.1023645930381231,0.0,0.0,0.0080547405287251,0.0,0.6525656271096665,0.0,0.0909090909090909,0.0047074755465422,0.0009450835549458,0.1023645930381231,1.6134495737888377,0.00070987294745,0.0,0.0087554975292051,0.3787266339143885,0.0,0.4004910079592925,0.0,0.0,12.05374780501027,0.4035450368520819,0.4089828036527759,1.0957952550009336,0.0909090909090909,0.4049570823629087,1.0909090909090908,0.0158840266517242,0.0021864442014964,0.404208991732193,0.0043195058944918,0.6525656271096665,0.0062821657488513,0.0544730545872293,0.2778723477960034,0.4051752154210604
134,0.82,0.4012609832656371,0.529734305962774,0.0,0.0,0.1181005774436199,0.0,0.0,0.0121405048827294,0.0,0.529734305962774,0.0,0.1,0.0039149134071089,0.0035236935047523,0.1181005774436199,1.5213975894783327,0.001605688748059,0.0,0.006769385389579,0.2880552597077967,0.0,0.312950159351011,0.0,0.0,31.419011889093376,0.3152152792328141,0.3181061503980365,1.570950594454669,0.1,0.3158388151551363,1.1,0.0156182505382434,0.002505763799018,0.3135775124604064,0.0044255075195468,0.529734305962774,0.0056585469687788,0.0431791851878659,0.1882306879428591,0.3161333952478197
135,1.46,0.4012609832656371,0.529734305962774,0.0,0.0,0.1181005774436199,0.0,0.0,0.0121405048827294,0.0,0.529734305962774,0.0,0.1,0.0039149134071089,0.0035236935047523,0.1181005774436199,1.5213975894783327,0.001605688748059,0.0,0.006769385389579,0.2880552597077967,0.0,0.312950159351011,0.0,0.0,31.419011889093376,0.3152152792328141,0.3181061503980365,1.570950594454669,0.1,0.3158388151551363,1.1,0.0156182505382434,0.002505763799018,0.3135775124604064,0.0044255075195468,0.529734305962774,0.0056585469687788,0.0431791851878659,0.1882306879428591,0.3161333952478197
136,0.85,0.4083698714865162,0.5634796466378675,0.0,0.0,0.1193962431798627,0.0,0.0,0.0111008054495097,0.0,0.5634796466378675,0.0,0.1,0.0037007395765319,0.003498756127548,0.1193962431798627,1.5451015972016058,0.0011890775133366,0.0,0.0070742411411271,0.3071662763692013,0.0,0.330986741412174,0.0,0.0,31.419011889093376,0.3335632461083387,0.3369880289739434,1.570950594454669,0.1,0.3338354163118165,1.1,0.0150073210413559,0.003126501185129,0.3351097339813701,0.0038070356152245,0.5634796466378675,0.0022100631818772,0.0444349221650125,0.2041575675702986,0.334194416931096
137,0.68,0.4119869202252149,0.5963333555198239,0.0,0.0,0.1221445183262897,0.0,0.0,0.0097845619158431,0.0,0.5963333555198239,0.0,0.1,0.0031131130308142,0.0037212683802409,0.1221445183262897,1.5840401323133948,0.0024249993094781,0.0,0.0074434460087443,0.3352861133814109,0.0,0.3578989023276415,0.0,0.0,31.419011889093376,0.3608116758439699,0.3648391866098335,1.570950594454669,0.1,0.3609122395050045,1.1,0.0140935525989238,0.0037000259617467,0.3654133257116812,0.0031353130946531,0.5963333555198239,0.0019482911355758,0.0464423965523001,0.2285294630228569,0.3611525323549732
138,0.97,0.4172440615128403,0.6348418788107958,0.0,0.0,0.1240957315524977,0.0,0.0,0.0090220473534423,0.0,0.6348418788107958,0.0,0.1,0.0024258919270722,0.0041722819776437,0.1240957315524977,1.6158259631129746,0.0034062944923856,0.0,0.0075877059965538,0.3606570143342861,0.0,0.3824196205533766,0.0,0.0,31.419011889093373,0.3855628641494751,0.3898020595533412,1.570950594454669,0.1,0.3857267868339765,1.1,0.0132559887005475,0.0037254789412434,0.3869660332221357,0.0030040032021239,0.6348418788107958,0.0013634713055528,0.0479198546025665,0.2508168974771925,0.3857086196944449
139,1.649,0.4089424792566568,0.5967722505234199,0.0,0.0,0.1233677399919789,0.0,0.0,0.0117854353716853,0.0,0.5967722505234199,0.0,0.1,0.0017402575961363,0.0039287417620306,0.1233677399919789,1.5315478115396617,0.0036053238489412,0.0,0.0050957330831914,0.2755834027594884,0.0,0.2972298394747136,0.0,0.0,17.21928094887362,0.2996036265489682,0.3032109534232064,1.721928094887362,0.1,0.3022114825081652,1.1,0.0164349763344842,0.0025565536101412,0.2995684028691099,0.0054173906299665,0.5967722505234199,0.0037615786657557,0.0441348785288343,0.1748150296993509,0.3031779456867129
140,1.232,0.4118356994715347,0.6168174970720401,0.0,0.0,0.1283185135629125,0.0,0.0,0.0085657652872815,0.0,0.6168174970720401,0.0,0.1,0.0031919095115992,0.0021417599824013,0.1283185135629125,1.588173017177087,0.002808180857827,0.0,0.0063024803154111,0.3079480356374356,0.0,0.3282607092815334,0.0,0.0,17.21928094887362,0.3310864118177535,0.3359704154940163,1.721928094887362,0.1,0.3330547138812811,1.1,0.0153201764255171,0.0005086074237216,0.3386864405753247,0.0050752175793149,0.6168174970720401,0.0023245848012446,0.0467084179585695,0.2022206259527619,0.3338103792180379
141,1.008,0.4143649398812424,0.633103934943848,0.0,0.0,0.1324108039150856,0.0,0.0,0.0060698612572661,0.0,0.633103934943848,0.0,0.1,0.0040339247793287,0.0005848031126346,0.1324108039150856,1.6346936860878294,0.0014191167376731,0.0,0.0070924883055831,0.3355517184948635,0.0,0.355184067250847,0.0,0.0,17.21928094887362,0.3583691257140623,0.3637562567833864,1.721928094887362,0.1,0.3598267288720014,1.1,0.0141674090911776,0.0013232730253251,0.3619420410765269,0.0043533862704443,0.633103934943848,0.0045947404004486,0.0484964878892375,0.2262212581102161,0.3602633391909915
142,0.884,0.4164932831872883,0.6468295387151367,0.0,0.0,0.1358824318072127,0.0,0.0,0.0042296358390809,0.0,0.6468295387151367,0.0,0.1,0.0043550303693732,0.0008063021527423,0.1358824318072127,1.6743695894903785,0.0002931446448086,0.0,0.0075997517098298,0.3599382509953178,0.0,0.3792409801913549,0.0,0.0,17.21928094887362,0.382771207489997,0.3882087391898304,1.721928094887362,0.1,0.3836808744918415,1.1,0.0130700079539241,0.0025302988592999,0.3845482682405592,0.0035140860152772,0.6468295387151367,0.0052281917946478,0.0498395921319831,0.247915751699327,0.3838374008481265
143,0.829,0.4183920504963747,0.6587674469355844,0.0,0.0,0.1389328092009042,0.0,0.0,0.0031500584670029,0.0,0.6587674469355844,0.0,0.1,0.0042892733364527,0.0018735106729438,0.1389328092009042,1.709286345185546,0.0007901562222205,0.0,0.0079041702812905,0.3819907794730161,0.0,0.4011853468695688,0.0,0.0,17.21928094887362,0.4050345310162685,0.410260035057441,1.721928094887362,0.1,0.4053470774561402,1.1,0.0120387069412203,0.003245712515295,0.4087273245326329,0.002652605421718,0.6587674469355844,0.003773037933541,0.050870261958513,0.2678591307951513,0.405293012801132
144,1.769,0.4082398405799923,0.5920103830131774,0.0,0.0,0.1221910963592373,0.0,0.0,0.0125493249010027,0.0,0.5920103830131774,0.0,0.1,0.0013911518967053,0.0043020530483776,0.1221910963592373,1.5180640144916573,0.0037105847846252,0.0,0.0047786703804361,0.2681307309589256,0.0,0.2901753042853866,0.0,0.0,17.21928094887362,0.2924247012935644,0.2956407043434939,1.721928094887362,0.1,0.2952137095411057,1.1,0.0166398745135807,0.0029606064762057,0.2935283419380413,0.0053928701985759,0.5920103830131774,0.0017509568670182,0.0434732196968043,0.1686325707780167,0.2961892249881367
145,1.68,0.4084800100378718,0.5930141116006086,0.0,0.0,0.1224633785085313,0.0,0.0,0.012388651249609,0.0,0.5930141116006086,0.0,0.1,0.001461957582172,0.0042225086404002,0.1224633785085313,1.521025788355533,0.0037086825676427,0.0,0.0048463506512943,0.2696788612682116,0.0,0.2916473372495334,0.0,0.0,17.21928094887362,0.2939186772621751,0.2972142257186554,1.721928094887362,0.1,0.2966647374002576,1.1,0.0165957196700134,0.002878508649151,0.2936487465353999,0.0053986461486835,0.5930141116006086,0.0018448857293681,0.043593555034352,0.1698870323059743,0.2976396773090304
146,1.596,0.4085510494436933,0.5939866754214268,0.0,0.0,0.1226832813535222,0.0,0.0,0.0122335588178318,0.0,0.5939866754214268,0.0,0.1,0.0015320390805276,0.0041490625184949,0.1226832813535222,1.523624672491025,0.0036842744161229,0.0,0.0049102966087059,0.2711778013553344,0.0,0.2930623151127323,0.0,0.0,17.21928094887362,0.2953610398959848,0.2987379108402641,1.721928094887362,0.1,0.29807087872737,1.1,0.0165554916059272,0.0027989794718342,0.2948302672374048,0.0054061269081362,0.5939866754214268,0.0020384105841537,0.043740494286005,0.1711379770243382,0.2990442048666512
147,2.013,0.4088021157835461,0.5949203908291214,0.0,0.0,0.1229451024466841,0.0,0.0,0.0120831814630335,0.0,0.5949203908291214,0.0,0.1,0.0016005920493807,0.0040727181428908,0.1229451024466841,1.526474066878721,0.0036469703950896,0.0,0.004973496488535,0.2726501339189643,0.0,0.2944629119772509,0.0,0.0,17.21928094887362,0.2967820137311027,0.3002326081191131,1.721928094887362,0.1,0.2994537295856044,1.1,0.016513162182286,0.0027182827432753,0.2959893558411149,0.0054085600634004,0.5949203908291214,0.0033946914466342,0.043849684459732,0.1723382785370227,0.3004254270538317
148,1.67,0.4088856514937943,0.5958576331308223,0.0,0.0,0.1231621991488086,0.0,0.0,0.0119326805308086,0.0,0.5958576331308223,0.0,0.1,0.0016707077589205,0.0039999232003151,0.1231621991488086,1.529053655028136,0.0036141908975368,0.0,0.005035428004975,0.2741282602698294,0.0,0.295858126189704,0.0,0.0,17.21928094887362,0.2982042126401393,0.3017336255928961,1.721928094887362,0.1,0.3008425407918815,1.1,0.0164735205369479,0.0026373608855337,0.2971253614336353,0.0054133106767879,0.5958576331308223,0.0035388233800982,0.0439911680897204,0.1735811926463565,0.301812124924931
149,0.8,0.6124578427378644,0.0,0.0,0.0,0.0,0.0,0.0,0.00511871178002,0.0,0.0,0.0,1.25,0.0005335785148588,0.0015613744079177,0.0,3.1361313780359845,0.000916583546172,0.0,0.0009838353489125,0.2687931757166754,0.0,0.289087056843719,0.0,0.0,6.490224995673063,0.2908589771248708,0.2917935442195851,0.8112781244591328,0.0,0.2915101415898388,1.0,0.0053820837577613,0.0014642367376652,0.2965527714226311,0.0011733087969692,0.0,0.0002049111371207,0.0114910589190351,0.1326970700020039,0.2917448466462332
150,0.76,0.6075350184309593,0.0,0.0,0.0,0.0,0.0,0.0,0.0055733691398734,0.0,0.0,0.0,1.25,0.0001958238353702,0.0015920390245099,0.0,3.2112902114414754,0.0012800957164431,0.0,0.0017083368889262,0.2882187697336152,0.0,0.306990449820813,0.0,0.0,6.490224995673063,0.309123332434667,0.3102417161124932,0.8112781244591328,0.0,0.309778132325648,1.0,0.0066351682871941,0.0016094137253329,0.3104749059662444,0.0016355961785302,0.0,0.0025139479337236,0.0149781783392865,0.1508777129117396,0.3103125707422801
151,0.69,0.6034795809460779,0.0,0.0,0.0,0.0,0.0,0.0,0.0057631939843001,0.0,0.0,0.0,1.25,0.0002738615770577,0.0015264222564122,0.0,3.2785560540850778,0.0018442567893355,0.0,0.0024295478468497,0.3054244571923572,0.0,0.3230868148532703,0.0,0.0,6.490224995673063,0.3254439324556705,0.3268860014994009,0.8112781244591328,0.0,0.3262486885405514,1.0,0.007691617352912,0.0015200945999528,0.3244914681895255,0.0020687992652593,0.0,0.0015584046887054,0.0183303522083221,0.1677679477344454,0.3269165897702807
152,0.95,0.6176429894190703,0.0,0.0,0.0,0.0,0.0,0.0,0.0041304423238573,0.0,0.0,0.0,1.25,0.0006499363352015,0.0013367944573511,0.0,3.0379331293339216,0.0003347919391447,0.0,0.0002873359836379,0.2463589335039476,0.0,0.2689386247764874,0.0,0.0,6.490224995673063,0.2700558020551233,0.2709709435067378,0.8112781244591328,0.0,0.2708538393814532,1.0,0.003749102997494,0.0010208921349988,0.2673011396436747,0.0006727667713523,0.0,0.0013264274746468,0.0075952001239398,0.1128992755528845,0.2705988816318034
