ind,Lambda,max packing efficiency,OFM: s^1 - s^2,OFM: s^1 - d^2,OFM: s^2 - s^2,OFM: s^2 - s^1,OFM: p^1 - p^1,OFM: s^1 - d^10,std_dev Gaussian center=1.0 width=1.0,OFM: p^1 - s^1,OFM: s^1 - f^1,OFM: s^1 - p^4,avg d valence electrons,std_dev Gaussian center=6.0 width=1.0,std_dev Gaussian center=4.0 width=1.0,OFM: d^1 - s^1,OFM: s^1 - s^1,std_dev Gaussian center=8.0 width=1.0,OFM: p^4 - s^1,std_dev Gaussian center=3.0 width=1.0,mean Gaussian center=1.0 width=1.0,OFM: s^1 - p^3,mean Gaussian center=2.0 width=1.0,OFM: s^1 - p^1,avg p valence electrons,structural complexity per cell,mean Gaussian center=5.0 width=1.0,mean Gaussian center=3.0 width=1.0,structural complexity per atom,avg f valence electrons,mean Gaussian center=7.0 width=1.0,avg s valence electrons,std_dev Gaussian center=2.0 width=1.0,std_dev Gaussian center=7.0 width=1.0,mean Gaussian center=9.0 width=1.0,std_dev Gaussian center=5.0 width=1.0,OFM: s^1 - d^1,std_dev Gaussian center=9.0 width=1.0,std_dev Gaussian center=0.0 width=1.0,mean Gaussian center=0.0 width=1.0,mean Gaussian center=4.0 width=1.0
282,1.25,0.2939841720125331,0.2550179626447347,0.0,0.0,0.0701006224540345,0.0,0.0,0.0440727324367748,0.0,0.0,0.0,0.0,0.0075315264109397,0.013439107789055,0.0,1.7695750842138702,0.001284225536288,0.0,0.0106795292304035,0.5150654269450025,0.0,0.5299462749501324,0.0,0.0,43.69107274677426,0.5281302414158866,0.5267483582319457,2.299530144567066,0.0,0.530004610753225,1.0526315789473684,0.0123033817807685,0.0068485266904549,0.5286866507618311,0.0032901782896222,0.0,0.0063391694948696,0.0664170994234976,0.3755859307699793,0.5254759589049752
283,4.0,0.4220256515719868,0.3072004874793859,0.0,0.0,0.069450684813548,0.0,0.0,0.0124379755939002,0.0,0.0,0.0,0.0,0.0010884079438192,0.0030712618697763,0.0,2.133776477431695,0.0009896223133396,0.0,0.0052454973641995,0.4805209943580917,0.0,0.4996681550757221,0.0,0.0,55.3821454935485,0.5020260599418888,0.5019779361789561,1.457424881409171,0.0,0.5011940150854931,1.0526315789473684,0.0040684448876576,0.0016910663775402,0.5072961026362139,0.0028712287277674,0.0,0.0039865299377531,0.0352033179307789,0.341138755182904,0.5010425309714349
284,3.35,0.4252303574940764,0.3154616392243397,0.0,0.0,0.0711570486762661,0.0,0.0,0.0132071531280024,0.0,0.0,0.0,0.0,0.0018320689927761,0.0032545947457297,0.0,2.1905990397966324,0.0013032859702226,0.0,0.0051080089398384,0.5156068196854591,0.0,0.5342954176429113,0.0,0.0,55.3821454935485,0.5366484047827481,0.5360913078239476,1.457424881409171,0.0,0.5356960900626081,1.0526315789473684,0.0042992019417458,0.0017237504675901,0.5324698323479157,0.0029820284168926,0.0,0.0016190134658687,0.0361353241994545,0.3743691539095975,0.5356787465668779
285,1.6,0.4307846644391526,0.3383409828721951,0.0,0.0,0.0762586011786892,0.0,0.0,0.0139357912509361,0.0,0.0,0.0,0.0,0.0030811624908811,0.0041031821119552,0.0,2.3562170702282668,0.0024676251070343,0.0,0.0040119973369291,0.632780416714987,0.0,0.6507088379492253,0.0,0.0,55.3821454935485,0.6525186871069447,0.651490613842938,1.457424881409171,0.0,0.6521809222073458,1.0526315789473684,0.0063211339255959,0.0012495357713274,0.6521277206852255,0.0019661138106263,0.0,0.0026711253672468,0.0390665334645511,0.4877486852470007,0.6522469646351785
286,2.78,0.3539328799562066,0.1593587693301151,0.0,0.0,0.0874271435811053,0.0,0.0,0.0200848462742724,0.0,0.0,0.0,0.0,0.0024814346507597,0.0032796594902732,0.0,2.0047425684026425,0.0024559260357728,0.0,0.0089091594831898,0.4887599489176189,0.0,0.5054842272367107,0.0,0.0,68.43856189774723,0.5073369321554624,0.5049277622390539,3.421928094887362,0.0,0.5060755565282334,1.05,0.0060296245105541,0.0037490894916544,0.5075012372280787,0.005380897852125,0.0,0.0024799702556444,0.0447442247341386,0.3465851039855975,0.507261130901677
287,0.15,0.7404804896930608,0.6442688742634067,0.0,0.0,0.6442688742634064,0.0,0.6442688742634067,0.0,0.0,0.0,0.6442688742634067,2.5,1.5515838457795457e-17,1.5515838457795457e-17,0.0,1.2885377485268137,1.3877787807814457e-17,0.6442688742634064,1.3877787807814457e-17,0.0429108579421957,0.0,0.1045611781539402,0.0,1.0,3.245112497836532,0.0930926578269681,0.0892921843618011,0.8112781244591328,0.0,0.0945137864594259,1.25,2.501853776554201e-17,1.2018516789897277e-17,0.0936253641232922,6.938893903907228e-18,0.0,1.2018516789897277e-17,0.0,0.0049789054873377,0.0974471531357967
288,0.25,0.6190209971458717,0.5010828911027373,0.0,0.0002307254039401,0.3985522389586227,0.0,0.5010828911027373,0.0044858140479941,0.0,0.0,0.5010828911027373,2.0,0.0008487415540431,0.0020428111154104,0.0,1.2382213869557026,0.000828301619457,0.3985522389586227,0.0013554968696072,0.0507850613314681,0.0,0.1108971692881247,0.0,0.8,19.219280948873624,0.0975058810620641,0.0948020712186537,1.9219280948873625,0.0,0.09852801247475,1.2,0.0015833063943942,0.001482016115282,0.099760395387257,0.0011168986537258,0.0,0.0013057724366504,0.0015167731255434,0.0070779323299601,0.1048049879882897
289,0.724,0.5387890625313263,0.5018303702034806,0.0,0.0,0.3495441228893885,0.0,0.0,0.0089046123121164,0.0,0.0,0.0,0.0,0.000347192280319,0.0018141388106467,0.0,1.4422522978809738,0.001029436582968,0.0,0.0035929019460385,0.1520913277412727,0.0,0.1869192465260907,0.0,0.3333333333333333,7.509775004326936,0.1867239292626596,0.1838942692980528,1.2516291673878228,0.0,0.1839736179425564,1.1666666666666667,0.00216918533656,0.0018938780151053,0.181329830803286,0.0009777682984063,0.0,0.0026155999603586,0.0067217139651223,0.0488059311538035,0.182905342852603
290,0.724,0.5387890625313263,0.5018303702034806,0.0,0.0,0.3495441228893885,0.0,0.0,0.0089046123121164,0.0,0.0,0.0,0.0,0.000347192280319,0.0018141388106467,0.0,1.4422522978809738,0.001029436582968,0.0,0.0035929019460385,0.1520913277412727,0.0,0.1869192465260907,0.0,0.3333333333333333,7.509775004326936,0.1867239292626596,0.1838942692980528,1.2516291673878228,0.0,0.1839736179425564,1.1666666666666667,0.00216918533656,0.0018938780151053,0.181329830803286,0.0009777682984063,0.0,0.0026155999603586,0.0067217139651223,0.0488059311538035,0.182905342852603
291,0.89,0.5488260488448402,0.5238533382711065,0.0,0.0,0.3698217772199342,0.0,0.0,0.0084003008712554,0.0,0.0,0.0,0.0,0.0007038001072816,0.0020221959620673,0.0,1.527135760583847,0.0013184807346814,0.0,0.0027360128994009,0.1817763292103821,0.0,0.2107933704990988,0.0,0.3333333333333333,7.509775004326936,0.2115076773865379,0.2112694797094233,1.2516291673878228,0.0,0.2093288275367408,1.1666666666666667,0.0032915308380677,0.0011586764481591,0.2158931154068126,0.000901926962328,0.0,0.0019964254860823,0.0076187633353759,0.0663569562325838,0.2090912078234224
292,0.89,0.5488260488448402,0.5238533382711065,0.0,0.0,0.3698217772199342,0.0,0.0,0.0084003008712554,0.0,0.0,0.0,0.0,0.0007038001072816,0.0020221959620673,0.0,1.527135760583847,0.0013184807346814,0.0,0.0027360128994009,0.1817763292103821,0.0,0.2107933704990988,0.0,0.3333333333333333,7.509775004326936,0.2115076773865379,0.2112694797094233,1.2516291673878228,0.0,0.2093288275367408,1.1666666666666667,0.0032915308380677,0.0011586764481591,0.2158931154068126,0.000901926962328,0.0,0.0019964254860823,0.0076187633353759,0.0663569562325838,0.2090912078234224
293,1.16,0.560497418953378,0.5439917572377756,0.0,0.0,0.3883235183668754,0.0,0.0,0.0077416675645438,0.0,0.0,0.0,0.0,0.0012907260248928,0.0019237541213627,0.0,1.6059903285672934,0.0012769499815676,0.0,0.0020589277609923,0.2068823595929406,0.0,0.2322002853647681,0.0,0.3333333333333333,7.509775004326936,0.233042018780916,0.2342813846824208,1.2516291673878228,0.0,0.2325267053474316,1.1666666666666667,0.0038786512760417,0.0003471205343121,0.2316425945323055,0.0007813028829579,0.0,0.0004725810557146,0.008163877026467,0.0829352382991958,0.2323973775985353
294,1.16,0.560497418953378,0.5439917572377756,0.0,0.0,0.3883235183668754,0.0,0.0,0.0077416675645438,0.0,0.0,0.0,0.0,0.0012907260248928,0.0019237541213627,0.0,1.6059903285672934,0.0012769499815676,0.0,0.0020589277609923,0.2068823595929406,0.0,0.2322002853647681,0.0,0.3333333333333333,7.509775004326936,0.233042018780916,0.2342813846824208,1.2516291673878228,0.0,0.2325267053474316,1.1666666666666667,0.0038786512760417,0.0003471205343121,0.2316425945323055,0.0007813028829579,0.0,0.0004725810557146,0.008163877026467,0.0829352382991958,0.2323973775985353
295,1.26,0.561897975894564,0.5472357074697527,0.0,0.0,0.3911661380717424,0.0,0.0,0.0076448250761014,0.0,0.0,0.0,0.0,0.001370319667296,0.001899954388004,0.0,1.6180451662467727,0.0012272130622526,0.0,0.001953642391697,0.2111596567030546,0.0,0.2359387939605028,0.0,0.3333333333333333,7.509775004326936,0.2368003387171461,0.2381916765569357,1.2516291673878228,0.0,0.2365649141131114,1.1666666666666667,0.0039626060277608,0.000216111079824,0.2316881235132027,0.0007547109235284,0.0,0.0003641953229794,0.0082668050614241,0.0859266263730555,0.2364283819891092
296,1.26,0.561897975894564,0.5472357074697527,0.0,0.0,0.3911661380717424,0.0,0.0,0.0076448250761014,0.0,0.0,0.0,0.0,0.001370319667296,0.001899954388004,0.0,1.6180451662467727,0.0012272130622526,0.0,0.001953642391697,0.2111596567030546,0.0,0.2359387939605028,0.0,0.3333333333333333,7.509775004326936,0.2368003387171461,0.2381916765569357,1.2516291673878228,0.0,0.2365649141131114,1.1666666666666667,0.0039626060277608,0.000216111079824,0.2316881235132027,0.0007547109235284,0.0,0.0003641953229794,0.0082668050614241,0.0859266263730555,0.2364283819891092
297,0.657,0.5345689873325562,0.4861222498941568,0.0,0.0,0.3263128177599699,0.0,0.0,0.0095108553084877,0.0,0.0,0.0,0.0,0.0008303805644503,0.001146286045525,0.0,1.351696904460496,0.0009170757135354,0.0,0.0050241125312417,0.1130575095538907,0.0,0.1572287614657698,0.0,0.3333333333333333,7.509775004326936,0.1525308416645622,0.1471662339892709,1.2516291673878228,0.0,0.1524233730204582,1.1666666666666667,0.0014315367034292,0.00145956367392,0.1502004611551892,0.0014471812417624,0.0,0.0007166464197695,0.0054724305002826,0.0295948578004426,0.151476519025868
298,0.657,0.5345689873325562,0.4861222498941568,0.0,0.0,0.3263128177599699,0.0,0.0,0.0095108553084877,0.0,0.0,0.0,0.0,0.0008303805644503,0.001146286045525,0.0,1.351696904460496,0.0009170757135354,0.0,0.0050241125312417,0.1130575095538907,0.0,0.1572287614657698,0.0,0.3333333333333333,7.509775004326936,0.1525308416645622,0.1471662339892709,1.2516291673878228,0.0,0.1524233730204582,1.1666666666666667,0.0014315367034292,0.00145956367392,0.1502004611551892,0.0014471812417624,0.0,0.0007166464197695,0.0054724305002826,0.0295948578004426,0.151476519025868
299,0.24,0.6201411417904537,0.3824460861736602,0.0,0.0,0.3365680073866415,0.0,0.3824460861736602,0.0034726485021846,0.0,0.0,0.3824460861736602,1.6666666666666667,0.000442455946581,0.0006050456133883,0.0,1.3946091563389087,0.0004751365518933,0.3365680073866415,0.0020049269904307,0.0552042908041881,0.0,0.1161789668814094,0.0,0.6666666666666666,11.509775004326936,0.1007438580569381,0.0980006034157175,1.918295834054489,0.0,0.102021472007369,1.1666666666666667,0.00046781423452,0.0003754818271107,0.0997709475508728,0.0006318064995622,0.0,0.0021104355109948,0.0011563857604234,0.0080855270963652,0.1105583511884439
300,0.47,0.4880909533164364,0.3324472201911727,0.0,0.0,0.2868439384359267,0.0,0.0,0.0140978422108727,0.0,0.0,0.0,0.0,0.0029277864819186,0.0023819360209498,0.0,1.4265080922358588,0.0013519830918449,0.0,0.0058865346925154,0.0962691477089446,0.0,0.1440325513944791,0.0,0.2857142857142857,13.651484454403228,0.1350238434035695,0.1307651611482907,1.950212064914747,0.0,0.1371081101781772,1.1428571428571428,0.0050433545377805,0.0016086344177843,0.1381354156564511,0.001432363871297,0.0,0.0024781020486859,0.0050684064991724,0.0225402550110953,0.1368779264039103
301,0.52,0.4981554548790218,0.3530970238118819,0.0,0.0,0.2959047021386783,0.0,0.0,0.0147670959220721,0.0,0.0,0.0,0.0,0.0034034514747261,0.0023189793668261,0.0,1.4943493993332169,0.0011579535656091,0.0,0.0055103486786454,0.11583037198802,0.0,0.1586171661869959,0.0,0.2857142857142857,13.651484454403228,0.1536204517361108,0.1489283199457163,1.950212064914747,0.0,0.1541288302087255,1.1428571428571428,0.0030308405311759,0.0003909413847492,0.1497506698283759,0.0010154076440638,0.0,0.0013030929556357,0.0064584735366651,0.0307172864323565,0.1515771056312002
302,0.58,0.5019262912687663,0.3670455714405179,0.0,0.0,0.2970443017423553,0.0,0.0,0.0147905352991996,0.0,0.0,0.0,0.0,0.0032989829593736,0.0020751562895068,0.0,1.5168987731828485,0.0013342918079748,0.0,0.0052826067802443,0.132446272189937,0.0,0.1709798863939448,0.0,0.2857142857142857,13.651484454403228,0.1686609554913876,0.1645155675334268,1.950212064914747,0.0,0.1674860417560425,1.1428571428571428,0.0018297451513973,0.0008183412175638,0.1667019224868631,0.0011612215247529,0.0,0.0035148401480656,0.0075510599717393,0.0386327001702386,0.1646020429787609
303,0.32,0.5814127894990047,0.3039470017452721,0.0,0.0,0.2293572052649678,0.0,0.3039470017452721,0.0030002002811275,0.0,0.0,0.3039470017452721,1.25,0.0012741574824327,0.0021375656973266,0.0,1.4203035106588482,0.000748806771292,0.2293572052649678,0.0024355194325916,0.0589525922550401,0.0,0.1185434210681037,0.0,0.5,48.0,0.1042719128206848,0.1017075767400569,3.0,0.0,0.1054853588523975,1.125,0.0024496935166562,0.0007412464631242,0.1048909110339613,0.0017975669317156,0.0,0.0007419316351633,0.0013708435116106,0.009252881902328,0.11290416889083
