REF-0,REF-1,ML-pred-0,ML-pred-1
3.1459666666666664,0.2542633542871117,3.0508687,0.2249678
3.937871428571429,0.5863985553480551,4.179278,0.51701987
2.89778,0.4315313830666647,2.8762429,0.374058
2.865611111111111,0.2632126157901842,2.8968387,0.24513543
3.507375,0.4125803566752612,3.3551757,0.47555435
5.360366666666667,0.2746664935274533,5.7093406,0.31113958
4.35698,0.4762138826199842,4.0542455,0.5530338
4.1789,0.3731755565414219,4.0591674,0.35263044
3.7824875,0.4864591024874106,3.7394578,0.4766534
5.690971428571429,0.24108642789316373,5.8381753,0.2466632
5.6831,0.0,5.5658193,-0.042208813
2.8072285714285714,0.3175105600043654,2.7968605,0.39481464
4.567857142857143,0.3571902660914435,4.4287696,0.33981103
3.2841454545454543,0.5576533912093361,3.3339686,0.5350929
5.797371428571429,0.3135346536630664,5.6878176,0.35268536
4.908849999999998,0.5337949091177248,5.3090916,0.45492753
3.2537666666666665,0.8377895957020872,3.4116879,0.8171066
2.46685,0.6504360591172662,2.4703372,0.64140934
4.271841666666667,0.36070693835687156,4.218127,0.34801957
3.713471428571428,0.1999599769477691,3.5900164,0.23033187
4.547033333333332,0.0569582595707885,4.663865,0.30643326
2.7721333333333336,0.3956642558196701,2.8201697,0.48556083
2.8463,0.41694323354624657,2.787179,0.39417225
3.605007692307692,0.40684362364742077,3.552979,0.39596263
3.14595,0.6459252363857599,3.103042,0.6568329
3.957566666666666,0.2141255317175729,3.9667675,0.17603296
4.188300000000001,0.32071970628572255,4.622018,0.27956304
2.2431500000000004,0.6059701073485391,2.3998816,0.48487744
4.181342857142857,0.4462389937284835,4.0263042,0.4497535
3.1843142857142857,0.4738134493256863,3.3441343,0.4192928
3.843066666666667,0.2623140611302921,3.6945314,0.24189152
3.96586,0.4807907216242843,3.9055393,0.70040214
2.3543818181818184,0.5613182017682695,2.5495646,0.41806123
2.9539833333333334,0.5659438148042185,3.0557554,0.57150763
5.373683333333335,0.2927001292563205,5.423387,0.25871435
3.1716250000000006,0.5954198230507766,3.1409464,0.5556498
3.9343,0.6696911974932925,3.88945,0.6830179
2.64405,0.3760509367093771,2.7567863,0.4220516
3.04646,0.3847493591071119,3.072397,0.3428038
4.2422,0.7126222140798026,4.3136973,0.68274087
3.6689909090909087,0.4876604258181002,3.628107,0.51785785
3.528466666666666,0.4186482473389802,3.4088905,0.46755365
3.3174153846153844,0.4285675964694365,3.2951345,0.44399136
2.611166666666666,0.4795275828006838,2.5615416,0.45804587
2.352257142857144,0.3877711174440529,2.56262,0.33814567
5.816949999999999,0.2430690418192105,5.9167805,0.19401471
5.654672727272726,0.2947828186679444,5.5575085,0.29173002
3.4045181818181818,0.3626790008207859,3.3806732,0.47866425
2.8908083333333328,0.4604922928154436,2.9146473,0.4001144
5.217185714285714,0.47522203031345056,5.0549684,0.43595573
4.268818181818181,0.3800164860060201,4.2855654,0.34321186
3.2100727272727267,0.4265202975027311,3.384506,0.41964778
4.6142666666666665,0.2440896857031584,4.6624613,0.22998185
2.6883,0.4898126113992109,2.8055503,0.44597206
3.446625,0.0482600162315209,3.7233477,0.15551503
3.90713,0.4144245516375689,3.990289,0.397548
