X,train_err,train_unc,test_err,test_unc,train_r2_mean,train_r2_std,test_r2_mean,test_r2_std
32,0.05007746423624601,0.022672057365181422,0.6145273587111029,0.16917140323100827,0.9990556005976097,0.0008820890024834221,0.8840082525125268,0.06593824796887036
64,0.06455045333910722,0.027537915779250133,0.4639446344466257,0.0811413426718342,0.9985767704137265,0.0011975701273890056,0.9383813847142342,0.023145404912430046
96,0.07468110446661057,0.020580943237710266,0.44494410067537543,0.10955350024002132,0.9982555895592705,0.0009426911210789908,0.9411216235654409,0.030445633904255018
128,0.0809803813645083,0.0251514411839696,0.4043649456218641,0.0820285451590019,0.9979868884832631,0.0012447048264151521,0.9508303809210714,0.023214360522075497
160,0.09926521314791222,0.026243071524467074,0.3768412029820002,0.0840288369031064,0.9969847712761556,0.0015932512038033626,0.9588090684266808,0.017894620192506712
192,0.10057391401335121,0.01996370851718159,0.37551608316001156,0.09426083523103611,0.9970228606376087,0.0012914721554546215,0.9588660703202467,0.01985180202299986
224,0.0964025652284297,0.01709984834365022,0.32439203638250313,0.07556358117943644,0.9973004061665448,0.0008965484654117465,0.9687592251956709,0.014837579935491674
256,0.09493774093759429,0.015969186885461093,0.2820549392035149,0.08171847457382343,0.9973851904625693,0.0009247792066486872,0.975191259759196,0.01625873670115495
288,0.08429819053738505,0.01322735447117363,0.26182706269298456,0.06628963252585304,0.9979055372749532,0.0006772173788016915,0.9799081173017044,0.01120594224075314
320,0.07985076041971191,0.00969331822180877,0.2189371048573071,0.0482577142471903,0.9981546081185978,0.00045115374903776723,0.9861161350283686,0.006164847831119711
352,0.07661831425164226,0.010858122071501788,0.2114000561283454,0.040029590120420976,0.9983055968929567,0.00047968708565670137,0.9861896053654103,0.006445510245784484
384,0.07255882552849777,0.007315078384201132,nan,nan,0.9984926202893799,0.0003131232590572987,nan,nan
